Filename;ActivityName;Location;ReferenceProduct
14b75fad-afb7-5dce-a94d-9f39b1c2d1bd_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, residual mix;IT;electricity, high voltage
ef28b118-177c-5ca1-b10b-66e61f8aabbc_ed3b2533-9ae2-4f2d-85de-c24200ce8975.spold;compressed air production, 700 kPa gauge, >30kW, average generation;RoW;compressed air, 700 kPa gauge
d1786482-b76e-586d-b923-34a4d3795adc_08b50381-c9ae-49ae-b279-5495b9f8f14a.spold;operation, computer, desktop, with cathode ray tube display, office use;CH;operation, computer, desktop, office use
76ccef34-5acd-5c69-8c5e-11f4f31474cf_2a03306d-baf8-4ab1-b8a5-d12a2a41adc3.spold;nuclear fuel element production, for pressure water reactor, UO2 4.2% & MOX;CH;nuclear fuel element, for pressure water reactor, UO2 4.2% & MOX
0b2335a2-81cf-523c-af2c-4edb8b5b523e_2496b794-9414-40bf-8545-5b84925b2f5f.spold;transport, passenger car, small size, petrol, EURO 3;RoW;transport, passenger car, small size, petrol, EURO 3
9eeaef1c-1817-549d-aad7-95e9a1a635bc_7b8b6416-68c0-4f2d-ad8a-f1177a132064.spold;market for lime, hydraulic;RoW;lime, hydraulic
0e86c7d6-c3fe-585d-a3fc-4bf3aaa73663_7e2e1fc2-238a-4a4a-ab25-980ac8401082.spold;clay plaster production;RoW;clay plaster
a5b26d60-72f9-5421-97ce-09d6c68d8a36_cc7e810b-79d2-4c9c-96e6-60a3c739952c.spold;transport, helicopter, LTO cycle;GLO;transport, helicopter, LTO cycle
dc945d37-d9ae-5c90-b0c4-683bf092b3ff_019600be-f3ce-4399-9e31-19cdc087ed5f.spold;laminated timber element production, for outdoor use;RER;residual wood, dry
3fe4af14-a645-5ca4-a7c2-2d5c9d44c84d_00f0de48-4d01-4f43-a0a2-a91b11319bf8.spold;market for compressed air, 1200 kPa gauge;RoW;compressed air, 1200 kPa gauge
b8c7fa23-a80b-547d-8757-c006917bf798_f40a9f3c-c6e1-4033-b644-2403290ecd5a.spold;nuclear spent fuel reprocessing facility construction;RER;nuclear spent fuel reprocessing facility
c2a16e6c-ef40-5c7f-afb2-e80697abcbc4_b8f9a782-d4ee-4477-be28-ee3ff2997cf6.spold;market for iron(III) chloride, without water, in a 12% iron solution state;GLO;iron(III) chloride, without water, in a 12% iron solution state
020763b6-d8c9-540d-9ecb-11eb83597497_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical;KR;electricity, high voltage
d79703b1-33b1-5859-9e58-d394843cb4e4_3f5f5aef-3833-43d4-8b81-44123105afd7.spold;irrigation, surface;MA;irrigation
39cfeb47-9005-5b3d-b6eb-7a2c20d8a250_2341598f-166d-4f0c-97d2-0077a191b11f.spold;transport, freight, lorry 28 metric ton, fatty acid methyl ester 100%;CH;transport, freight, lorry 28 metric ton, fatty acid methyl ester 100%
f20c49b8-de77-5101-a874-4f284726fb8d_a0502158-185f-4988-9d7d-2312e2c06f43.spold;treatment of non-Fe-Co-metals, from used Li-ion battery, pyrometallurgical processing;GLO;non-Fe-Co-metals, from used Li-ion battery, pyrometallurgical processing
796a98f9-5340-5971-b68d-3a5ea093b2a7_b5b1c665-8464-44bd-a8ec-527668d782a4.spold;battery cell production, Li-ion, LFP;CN;battery cell, Li-ion, LFP
61636704-e23e-56aa-81cb-707e8c043e48_0cd164f3-86b7-46e5-aab9-5192d7be6303.spold;market for low voltage system, for Li-ion battery;GLO;low voltage system, for Li-ion battery
d78b96fe-28a2-542e-b048-f2b8fe7b9b09_d0429b67-63a9-4b9a-bcd5-1877637146fd.spold;board, softwood, raw, kiln drying to u=10%;RoW;sawnwood, board, softwood, raw, dried (u=10%)
d0ab79fb-9d4b-5005-b168-49ae6b1ce45d_81bc88fb-1dcc-4fef-a420-51351f8b5220.spold;photovoltaic flat-roof installation, 3kWp, multi-Si, on roof;CH;photovoltaic flat-roof installation, 3kWp, multi-Si, on roof
ade7c9bd-51fc-56d2-b9da-e3991f7b885f_759b89bd-3aa6-42ad-b767-5bb9ef5d331d.spold;electricity voltage transformation, residual mix, from high to medium voltage;FR;electricity, medium voltage
b9d822b5-7dc7-550f-943b-dcbf1ccb6c48_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;CN-JS;electricity, low voltage
5c647c3c-1f09-5c80-ab4c-705008e850c3_759b89bd-3aa6-42ad-b767-5bb9ef5d331d.spold;electricity voltage transformation from high to medium voltage;US-HICC;electricity, medium voltage
fcaccdfa-f937-5ccf-ad25-414f3858862c_c549d0cd-57fe-43a7-911e-34b8017d67c5.spold;market for battery, Li-ion, NMC811, rechargeable, prismatic;GLO;battery, Li-ion, NMC811, rechargeable, prismatic
23a9ec53-7b9e-5e51-baab-273447a73d76_d1c50e71-41bf-40ea-a259-0fc490c8e0c5.spold;nickel sulfate production;GLO;nickel sulfate
ef896822-8e77-5839-ae0b-7719ddcc1508_1c5d51e7-9762-5fbb-b707-03198c65b424.spold;natural gas, burned in gas turbine;BR;natural gas, burned in gas turbine
55d9d364-1313-53ee-b216-4748c7adb297_9040b422-91d3-4210-aa55-80d5fceab582.spold;maintenance, electric bicycle;CH;maintenance, electric bicycle
2c6fdb7a-da15-5fad-9671-883273e4bcdd_17e163ef-4e16-4368-83f3-9d6faaf6ae3b.spold;palm oil mill operation;RoW;palm oil, crude
532a8c6d-38ae-57c1-8570-49d37ad201f4_dba2f627-2df2-4bba-97dd-e6caf0c94edf.spold;cement production, CEM IV/A;RoW;cement, CEM IV/A
f5d5aadd-21b8-51fc-bd02-46aa10fd5d04_6a1374ce-3966-46e5-b189-6209e31de5b5.spold;treatment of sewage sludge, 70% water, WWT, WW from medium density board production, municipal incineration;RoW;sewage sludge, 70% water, WWT, WW from medium density board production
1cf7582d-78c3-5486-acb0-de64bcecc12e_eb8fd188-240c-4b62-9b24-0265599b8d95.spold;alfalfa/grass silage production;ZA;alfalfa-grass silage
b3066a0a-38b1-539f-983b-4b26f90611de_05170dff-9f59-4269-bf68-5a913d633654.spold;market for window frame, wood-metal, U=1.6 W/m2K;GLO;window frame, wood-metal, U=1.6 W/m2K
be7aa74c-299b-5eee-a1ce-d571066166cf_3a5e59f1-565d-4f30-bb16-c5f9be28f6d7.spold;transport, trolleybus;RoW;transport, trolleybus
c803b410-4309-5ef2-8f09-2caa62bc1b97_fef08457-493d-4860-b499-83f12579f413.spold;electricity voltage transformation from high to medium voltage, renewable energy products;CH;electricity, medium voltage, renewable energy products
8f47938b-f28c-5fb2-bda0-ab01e8b98757_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, wood, future;GLO;electricity, high voltage
b9df9dc3-8ee8-5f46-bd61-e657d1fe4538_fa61e123-954d-4c67-a47a-215cc17a7f00.spold;market for NMC111 oxide;RoW;NMC111 oxide
264f67ec-a501-5d50-8788-47ac4989887b_45fbbc41-7ae9-46cc-bb31-abfa11e69de0.spold;treatment of sewage sludge, 70% water, WWT, WW from glass production, municipal incineration FAE;CH;heat, for reuse in municipal waste incineration only
8182d9d2-6e70-52bc-a0ff-8a8089a8b239_0a4447b8-c9ac-4e15-8229-c5f17d7cf6c2.spold;treatment of bottom ash, MSWI[F]-WWT, WW from concrete production, slag compartment;CH;bottom ash, MSWI[F]-WWT, WW from concrete production
6b1a76ad-7103-59f7-8bf9-516abb693566_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical;DK;electricity, high voltage
bdc0af3a-f1c3-5aa8-9517-9877370dd4d2_3d3268fa-3c9e-43e0-be88-3dfd53718719.spold;esterification of rape oil;CH;glycerine
93142041-56cf-52ff-9249-f340b034602a_729005c5-811f-42a1-b599-fac315af9f3a.spold;operation, housing system, cattle, tied;CA-QC;operation, housing system, cattle, tied, per animal unit
ed7bfa60-ccc7-5d51-ae52-00122663ae91_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, residual mix;SE;electricity, high voltage
406636cb-0558-55d2-aa1f-5287b9b85148_d69294d7-8d64-4915-a896-9996a014c410.spold;market group for electricity, low voltage;RAS;electricity, low voltage
7416262d-2065-5197-8c46-5232c863a784_f70c1877-6db5-4024-b260-69f50314b40c.spold;graphic paper production, 100% recycled;RER;waste paper, unsorted
2fe86d65-a692-532d-9e18-e6b705ac6e43_71e2f1db-a2c5-44d0-8337-dfff15be974d.spold;treatment of spent solvent mixture, hazardous waste incineration, with energy recovery;CH;heat, district or industrial, other than natural gas
78dcf7d5-cca7-5cb3-ac3c-24f7b0c4c284_1125e767-7b5d-442e-81d6-9b0d3e1919ac.spold;heat and power co-generation, natural gas, conventional power plant, 100MW electrical;FR;heat, district or industrial, natural gas
3b9ecdac-7a7d-54ca-b738-eed29a9d23eb_42baed81-24d1-4aed-a120-cc7d35ddac10.spold;market for waste paperboard;RS;waste paperboard
d8e39a2d-9c28-5fa4-b870-64d7d8d14dc3_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, import from CA-BC;US-WECC;electricity, high voltage
cdfdfc58-c769-5212-b3da-3636f32a494c_d69294d7-8d64-4915-a896-9996a014c410.spold;market for electricity, low voltage;LY;electricity, low voltage
ec22e407-7c9e-5818-b632-b22500a32cdc_0bddecfa-a3d2-46fe-b31e-f794ff258621.spold;ammonium paratungstate production, solvent extraction;US;ammonium paratungstate
730b402a-8b5b-56dc-988f-3445b30607d6_b18e8b58-e747-44ac-8864-76ab7994b6c6.spold;train production, passenger, regional;RoW;train, passenger, regional
4cd46ad0-6ef9-514c-88c3-1691e4e6eae8_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, hydro, run-of-river;CN-HA;electricity, high voltage
e44c1ae0-6c1d-5043-b349-743838c96ecf_8cf5de7a-4796-4cfc-bd53-9b7148841b20.spold;tillage, rotary cultivator;ZA;tillage, rotary cultivator
a8f87fb8-f3bf-57a3-a73d-4ce86c59b773_b1f74287-042b-4171-b90c-b1eb5739f30d.spold;market for concrete, 35MPa;RoW;concrete, 35MPa
98dc3841-f897-5037-8890-89c9a99592d1_a9007f10-7e39-4d50-8f4a-d6d03ce3d673.spold;natural gas, high pressure, import from IR;RoW;natural gas, high pressure
94e48119-e124-52b8-98f1-50efebab43a8_0faf8556-390f-4db9-bbf0-a8a119ad055c.spold;treatment of spent catalytic converter NOx reduction, underground deposit;RoW;spent catalytic converter NOx reduction
fca4894e-b239-563d-948a-77673039d1cb_41860f12-8b2b-47d9-bffe-966505490bf6.spold;acrolein production;RoW;acrolein
c0cf659a-eb75-5d06-9e4a-c591bb1f0b6c_7c4dafff-fe18-45c0-92e4-857950032abb.spold;nutrient supply from NPK (15-15-15) fertiliser;RER;inorganic potassium fertiliser, as K2O
41d2518c-a0f8-5ea5-bbfc-19bf39b2c047_42b1c202-8308-422e-bfb7-3efe54dfcef6.spold;market for waste glass sheet;Europe without Switzerland;waste glass sheet
84ce95a3-c9f7-577f-a83e-dee6bf54fc2f_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, natural gas, conventional power plant, 100MW electrical;SI;electricity, high voltage
604d2d9c-c9c3-5dea-a5f7-32ff6c96a9e6_3b6460f4-647a-483b-b67f-f912bef7e6fc.spold;market for photovoltaic laminate, single-Si wafer;GLO;photovoltaic laminate, single-Si wafer
0699b71d-4a86-5f87-b6cb-c127d04d7cd9_71e2f1db-a2c5-44d0-8337-dfff15be974d.spold;heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014;US-MRO;heat, district or industrial, other than natural gas
e1217eb7-bd8c-59fe-8c6f-86a5328ab1b9_66c93e71-f32b-4591-901c-55395db5c132.spold;market for electricity, high voltage;MZ;electricity, high voltage
06d0edf5-2388-5951-b7d7-c70f87a9af2a_7c3dbbb9-cc2d-43e8-acf9-abfa115d2ae5.spold;treatment of sulfidic tailings, from copper mine operation, tailings impoundment;US;sulfidic tailings, from copper mine operation
b32f269c-4532-5642-9540-5d8dda587f0e_d111c793-0d1d-4778-9226-c74688afafba.spold;hafnium sponge production, from hafnium tetrachloride;RoW;hafnium sponge
ae3c6fff-1652-5633-bea8-8fde1068ccaa_d218fa09-3958-455e-8e4b-abfa1132af93.spold;treatment of sulfidic tailings, from silver mine operation, tailings impoundment;US;sulfidic tailings, from silver mine operation
1d074142-0173-59af-a14c-640cb1cf8e72_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, nuclear, pressure water reactor, heavy water moderated;IN-TN;electricity, high voltage
0ab4358c-b623-541e-adf0-c7ae7057390a_9219c94a-7a25-4a4c-b25d-c096fdd50d47.spold;treatment of waste polyvinylchloride, unsanitary landfill, wet infiltration class (500mm);GLO;waste polyvinylchloride
ab92fca2-861c-5dac-bd25-45f62db5c46a_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity voltage transformation from medium to low voltage;PT;electricity, low voltage
7cf3404c-a693-505a-8fb1-0aeea08679a6_53fcddba-2f3f-47dd-a2cf-6196566f4dd0.spold;maintenance, transmission network, electricity, high voltage direct current subsea cable;RoW;maintenance, transmission network, electricity, high voltage direct current subsea cable
bfc6f77f-fff1-5f98-9495-9bbae2764f3c_931288b5-8b40-4393-8421-f715faf39712.spold;paper production, woodfree, coated, at non-integrated mill;RER;paper, woodfree, coated
a7797920-2041-5aa7-a1a7-eb495fcf50f1_c5299a8e-d4b4-409c-9826-e8ae9e37c03d.spold;cement production, Portland;Europe without Switzerland;cement, Portland
d8387dfe-f645-583c-9b4b-391767cd6198_7ee0ddc3-924d-4339-b9bf-7856af6a698f.spold;market for waste polyethylene;PE;waste polyethylene
35854889-280b-5561-b071-b30978357bf2_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, import from CA-NB;CA-QC;electricity, high voltage
316c5935-3789-57ee-998c-ebf1e59ec4ab_3ab60559-40d3-42e4-9cac-476a519098fa.spold;zirconium and hafnium tetrachloride production, from zircon;RoW;hydrochloric acid, without water, in 30% solution state
d796274a-b482-5ea0-96a1-0669654c037b_9356bf37-31ab-4328-a0aa-2e8927f03efc.spold;market for sewage sludge, 70% water, WWT[R], WW from anaerobic digestion of whey;RoW;sewage sludge, 70% water, WWT[R], WW from anaerobic digestion of whey
a5654c54-75d8-5fd6-8c94-d7753298f4ec_e97c0864-abdb-580d-97fb-3b73301ffaaa.spold;market for electrolyte, copper-rich;GLO;electrolyte, copper-rich
467bbc9f-6898-52fa-8899-0f42d3719c22_9d447e1a-a41a-43ac-b374-d0fc6dcb61df.spold;liquefied petroleum gas, import from RoW;ZA;liquefied petroleum gas
604556d1-2607-55e0-8806-ad5b683f0882_651604df-888e-41fe-94ff-dc4af9164cc9.spold;market for waste zeolite;CH;waste zeolite
35e54dda-31ae-5117-bfc6-49208eebd801_fc0b4a39-f519-42f2-8e48-dc7c20ff97bb.spold;hydroxylamine production;RoW;hydroxylamine
7d2d969e-60ad-5a54-843c-320a22dfe87e_f045b62a-272e-4c8d-85c1-3a17dbabf69d.spold;solar collector factory construction;RER;solar collector factory
93580575-8c4a-5025-b910-fbd56dd1c02b_ba849663-a190-415b-9119-16df53b10fcc.spold;market for cement cast plaster floor;GLO;cement cast plaster floor
d2aa84fa-38a6-56c1-94a3-87b95e0647e7_e17273df-be44-4246-b0a6-c4bfa8ae262b.spold;market for evacuated tube collector;GLO;evacuated tube collector
88891e17-187c-5b26-bb99-7f0f56d3f53d_360e2eb0-f81c-4e4b-ba6b-c7a690f31275.spold;water production, deionised;Europe without Switzerland;water, deionised
28cbc4a4-cd6f-5650-9d03-1a6bf5b08744_d51e5a32-c20a-4da6-8d58-31f344b50c00.spold;market for waste graphical paper;IS;waste graphical paper
50ef35d7-bc54-511b-a5c0-a49120c79e28_c1d67007-4d6c-49c3-b662-b640065bc57e.spold;market for sawnwood, board, hardwood, dried (u=20%), planed;RoW;sawnwood, board, hardwood, dried (u=20%), planed
3db369fa-bbdb-56b4-9bff-f342ad597a62_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity production, photovoltaic, 3kWp facade installation, single-Si, laminated, integrated;RoW;electricity, low voltage
b4507515-e02e-566c-8bc5-64cbbaf4abaa_68db7412-ba35-488b-8a45-9a9f48448522.spold;market for nitric acid, without water, in 50% solution state;RNA;nitric acid, without water, in 50% solution state
d392a997-0de5-5956-a8cc-a7c8b4cbb17e_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, hydro, pumped storage;US-RFC;electricity, high voltage
5a287ca8-e53b-5809-8802-6c5b07c84927_edc19281-8c61-498e-a230-ccc8e3f10f08.spold;market for finishing, textile, woven cotton;GLO;finishing, textile, woven cotton
5a2b7bfc-5ad6-5581-83b5-2e70e6913b4b_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, natural gas, conventional power plant;IN-MH;electricity, high voltage
307ad17a-7ae0-5660-bcf4-fe1d25f48c7b_a755ae96-2e6b-4ce2-ae2a-8f36682c1f6e.spold;isopropanol production;RER;isopropanol
f2aae426-7f07-5cef-9896-d91392cd5aba_1125e767-7b5d-442e-81d6-9b0d3e1919ac.spold;heat and power co-generation, natural gas, conventional power plant, 100MW electrical;CO;heat, district or industrial, natural gas
5bf9061f-6781-5416-9a48-4b5248512797_1d344632-354d-4d3f-9f6c-da038a3bd491.spold;magnesium, for reuse in hafnium sponge production, to generic market for magnesium;US;magnesium
384f17fe-635b-5cb4-bfae-824934d42111_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, wind, 1-3MW turbine, onshore;CN-CQ;electricity, high voltage
a374b47b-013e-526d-8eb8-96f0091f67af_2a80aed2-53c0-4eaa-bae1-829394a7cb32.spold;sheep production, for meat;RoW;sheep for slaughtering, live weight
b69b2bdf-3e14-5658-ad7a-13d3ff54595c_3fdbecc2-bb86-4c4b-8f5c-7b80e5e365c8.spold;concrete production, 25MPa, for building construction, for interior use, with cement, Portland;CA-QC;concrete, 25MPa
463f936f-512b-518a-95f0-f40a5956f07f_d4591183-a1ce-4c6d-80fa-761edfb78aec.spold;iron sinter production;IN;iron sinter
729c232e-743a-59c1-b069-310b6d0f3efd_bf633ec7-acbf-46a8-b490-042e9557eda8.spold;planing, lath, softwood, u=20%;RoW;sawnwood, lath, softwood, dried (u=20%), planed
35fa6fc3-1123-56b7-bba4-49e6c8e95479_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, hydro, run-of-river;IR;electricity, high voltage
3b07cde3-1eb9-5ef7-b516-e65492ba7c0b_1bec933d-caf4-42f9-abaf-be1a8f589cd5.spold;market for cover plaster, organic;GLO;cover plaster, organic
ec574e65-ef65-5f08-a6f1-cc4b64f85e0b_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, import from GT;SV;electricity, high voltage
1e4542f2-5984-53f5-bdb8-1f8f6642323f_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, deep geothermal;ZA;electricity, high voltage
6aae90ea-4463-5875-9d21-68ba47ecf2ae_759b89bd-3aa6-42ad-b767-5bb9ef5d331d.spold;electricity voltage transformation, residual mix, from high to medium voltage;LU;electricity, medium voltage
50138b31-6ae1-5e77-bc33-1939dc7a9fbc_71e2f1db-a2c5-44d0-8337-dfff15be974d.spold;treatment of bagasse, from sweet sorghum, in heat and power co-generation unit, 6400kW thermal;GLO;heat, district or industrial, other than natural gas
83b2e191-5694-5798-a290-858d29cbac35_0b4d69f9-6b39-4232-948b-62b7b4f0d3d8.spold;copper mine operation and beneficiation, sulfide ore;AU;copper concentrate, sulfide ore
9d840a9a-1bd3-58de-8cc3-420fd866d5e2_e88c3a19-945a-4396-a107-37e3876b2f0a.spold;treatment of waste mineral plaster, sorting plant;RoW;waste mineral plaster
70f799f9-57a3-5ed2-8915-563a9a30ac7b_d85221ba-1d0f-4545-bf95-a2cbf51402dd.spold;market for rare earth oxide concentrate, 70% REO;GLO;rare earth oxide concentrate, 70% REO
63ca639b-2aa4-54aa-b45b-20773ad2df6c_49a76d5c-6960-454d-a0ad-1331411fc371.spold;market for ethanol, without water, in 99.7% solution state, from fermentation, vehicle grade;CH;ethanol, without water, in 99.7% solution state, from fermentation, vehicle grade
3ffd6a64-476d-5bbc-93bc-14528367f844_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;land already in use, perennial cropland to annual crop;IL;land tenure, arable land, measured as carbon net primary productivity, annual crop
711d1587-88b3-58ea-a5c9-bb6868841081_f8088723-18f4-40f4-afd8-7bcb13c56021.spold;thermal plaster production, outdoor;RoW;thermal plaster, outdoor
a7aede0c-79b5-5847-9e3f-60ee9f22ee30_24f97b30-3d67-4365-9c84-341a83a053f1.spold;market for iceberg lettuce;GLO;iceberg lettuce
d2fae75a-a99d-5429-ac9f-bdec5fa3602e_dcb70fd5-e305-4920-b68b-40697cc6a206.spold;treatment of waste polyethylene terephthalate, municipal incineration;CH;waste polyethylene terephthalate
e143a992-9c5e-57f0-b835-449bf9379ecf_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, production mix;GB;electricity, high voltage
d41dbe4d-decc-55ef-853a-e1614059c180_7513d2f5-d7ee-497b-971b-a5ad34ab5c83.spold;clinker production;BR;waste rubber, unspecified
fe434372-a500-5d60-8dff-63874c11284c_68b4fdd4-d341-4ac5-9dbc-59eb34653dab.spold;sheet rolling, chromium steel;RER;sheet rolling, chromium steel
a217f2e9-e517-5b44-8d81-d1e5e5e7e734_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, import from NO;NL;electricity, high voltage
2f9fe075-843e-531f-b415-6f06ddfa3230_0a3a87a4-d431-4a83-a811-8eca3e1919f0.spold;ion-exchanger production for water treatment;RoW;ion-exchanger for water treatment
d2bd0f58-3ef2-52b3-b8c9-a4167beaa6e5_88afd721-07ec-4910-a004-fa3fecb6bf70.spold;market for waste plastic, mixture;IS;waste plastic, mixture
c2ecf4d0-98f7-5bef-a7b4-8d60d932a367_4f312355-ac65-4635-8fb2-006dba64ce60.spold;treatment of residue from mechanical treatment, IT accessory, municipal waste incineration;RoW;iron scrap, sorted, pressed
8f6038a5-cdea-58ed-a35d-ff4bcdf7aeae_9040b422-91d3-4210-aa55-80d5fceab582.spold;maintenance, electric bicycle;RoW;maintenance, electric bicycle
762c7063-a811-5140-ba88-6766236574ef_d1567df0-6921-5a69-adb0-71cacf11683c.spold;monoammonium phosphate production;RoW;monoammonium phosphate
14c0e536-0967-5253-96f8-54c3359a9ade_6095f789-4cd5-4bf5-94fa-5497ed4ac83f.spold;treatment of residue from shredder fraction from manual dismantling, municipal incineration with fly ash extraction;CH;residue from shredder fraction from manual dismantling
572d215f-bbde-540b-a323-315652286926_f372d4c2-7310-4fb9-8bb6-bee214fd08d1.spold;land use change, perennial crop;BR-AC;land use change, perennial crop
05012e58-7937-5524-a709-49f34211b59c_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity voltage transformation from medium to low voltage;JO;electricity, low voltage
aca84f5f-11bf-5215-9393-d78ff7438ca3_ec01f68a-26e7-4b03-a08a-99e3d35c7b69.spold;treatment of used powertrain, electric scooter, manual dismantling;GLO;used powertrain, electric scooter
248ab4a9-fd5c-56c5-91c1-578b6110d85e_eee95138-58c8-4172-9b1f-754ba074325d.spold;concrete, all types to generic market for concrete, normal strength;CH;concrete, normal strength
5e2e39e8-c90a-57a5-bc25-600d6948943e_66c93e71-f32b-4591-901c-55395db5c132.spold;market for electricity, high voltage;IT;electricity, high voltage
4340d2b1-9ea3-547d-b0ad-750a429b4b6a_318bc688-5b2f-56fa-8bab-3c071c0f52bb.spold;treatment of sewage sludge, 97% water, WWT, WW from concrete production, landfarming;RoW;organic potassium fertiliser, as K2O
58876878-0827-57a4-bcea-0668c80f288a_1125e767-7b5d-442e-81d6-9b0d3e1919ac.spold;heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical;US-RFC;heat, district or industrial, natural gas
6396f664-a24c-5974-a794-ee2ee74afaed_759b89bd-3aa6-42ad-b767-5bb9ef5d331d.spold;market for electricity, medium voltage;CA-ON;electricity, medium voltage
e43f26c4-4779-519c-9be9-73e7a4309533_91ca277e-bd29-4777-ba5e-e6fe052f0913.spold;operation, computer, laptop, 68% active work;RoW;operation, computer, laptop, 68% active work
9df6c129-224d-5462-bebe-3d8b49e1061a_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, wind, <1MW turbine, onshore;DK;electricity, high voltage
488ce652-13ee-5b9e-8cd8-5bd023b9a870_abf37a77-c385-41b8-b983-13d4c0fdfe52.spold;furrow covering, for sugarcane;BR;furrow covering, sugarcane
b5fc4b11-26d5-59e5-90a8-3f37d25b5f86_44defed2-3dc7-4d59-b3bc-23dacf1b9140.spold;aluminium, ingot, primary, import from Africa;IAI Area, North America;aluminium, primary, ingot
6287b496-2a27-5f2f-8e0e-a706b1f81034_815e3069-9ab7-4706-8402-48c22c72c688.spold;methyl acrylate production;GLO;methyl acrylate
36b0ab44-f894-564e-9a9d-ebfc539ac5e6_0fa023d0-d729-4ef3-bb1b-6ac5cef7b81d.spold;cement production, CEM III/A;CH;cement, CEM III/A
81b1b966-79c7-5ab9-840f-138c54ab0a2b_71e2f1db-a2c5-44d0-8337-dfff15be974d.spold;heat, from municipal waste incineration to generic market for heat district or industrial, other than natural gas;GB;heat, district or industrial, other than natural gas
74b090cd-fdb6-5953-9398-95f180673f46_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, hard coal;CN-GS;electricity, high voltage
63c056ad-5ad6-5c25-aec4-4103e1b17642_27a3ac7b-e31a-48da-84f5-8dbdcb96e565.spold;market for naphtha;PE;naphtha
c15461b2-3c87-50a1-8d2f-1d28e91698f0_0c7faf73-f5ea-4a3b-96ec-54d025cae6f4.spold;market for transformer, low voltage use;GLO;transformer, low voltage use
46608e8e-5f09-5f9e-9187-c1ded51c824b_a8f9b840-05ff-4dad-b11e-dd4b1342655d.spold;market for silicone product;RER;silicone product
b494c85f-4469-5765-b85f-322f25e2595a_314b0de3-1b1b-41c2-894b-884066781eae.spold;planing, beam, hardwood, u=20%;Europe without Switzerland;sawnwood, beam, hardwood, dried (u=20%), planed
2cf9b97a-a1f5-5c4a-b726-0e3e958befbe_cc89e7ae-ea0e-4850-9799-b2143f1115fc.spold;building machine production;RoW;building machine
027a47b0-fb9b-5d47-b215-9d09b587d93b_7494eb5f-c18b-5389-834d-131fd06c29ea.spold;electric arc furnace secondary metallurgy slag to market for electric arc furnace secondary metallurgy slag for recovery;RoW;electric arc furnace secondary metallurgy slag
3c576bfd-4dc5-5a77-9868-3cfbbf0bf95d_406c9ce9-fa6f-47b7-8659-386f0a54f2a8.spold;tillage, harrowing, by rotary harrow;CA;tillage, harrowing, by rotary harrow
caa22506-bbf0-51ae-8de0-a282c06be498_c5299a8e-d4b4-409c-9826-e8ae9e37c03d.spold;cement production, Portland;US;cement, Portland
882e1184-f1a1-5378-860c-0e383f9c2a28_2cfef82e-cb0d-4864-8163-9651fc6c25eb.spold;NMC111 hydroxide production, for Li-ion battery;RoW;sodium sulfate, anhydrite
cab6aebc-5154-5e29-8611-20cc424292d3_a6b32de2-648a-4cd7-a256-9b122f68dd8b.spold;chlorine, for reuse in titanium tetrachloride production, to generic market for chlorine;JP;chlorine, liquid
e7249409-c061-5400-872a-cf6c07732e60_fe15c49e-fef2-4cbc-be64-04338f4e2823.spold;brick production facility construction;RoW;brick production facility
13f0238d-7af0-53fc-84cd-2e8d206f19c8_3acc9da7-359e-47d1-978a-4640bd971436.spold;molecular sieve separation of naphtha;RoW;methylcyclopentane
f10a8e55-e1fa-5115-92d3-ada2a659ebf5_42a1bdfc-883d-41f0-b83a-1c5527e34de7.spold;softwood forestry, pine, sustainable forest management;SE;sawlog and veneer log, softwood, measured as solid wood under bark
