Filename;ActivityName;Location;ReferenceProduct
ed19e29f-99ba-5d91-9881-1fbdefe6d71e_97738334-9717-482e-a2f6-ef77edf6e494.spold;market for residues, MSWI-WWT, WW from medium density board production;RoW;residues, MSWI-WWT, WW from medium density board production
c7b958fe-f4df-5355-9e2c-3b4f812c1137_5024de82-c1f9-4664-8bf1-49504938db31.spold;market for cast iron removed by turning, average, computer numerical controlled;GLO;cast iron removed by turning, average, computer numerical controlled
b5bece44-f8a0-58bb-bc07-82d06988be65_0d3eda5a-4601-4573-9549-0701c459ab88.spold;hard coal, import from RU;Europe, without Russia and Turkey;hard coal
512328eb-637b-570b-b2d1-95b0c1d82be9_90cf748b-ae7c-4d87-a874-0e86a970440d.spold;transport, freight, lorry with refrigeration machine, 3.5-7.5 ton, EURO6, R134a refrigerant, cooling;GLO;transport, freight, lorry with refrigeration machine, 3.5-7.5 ton, EURO6, R134a refrigerant, cooling
be269be1-a990-5570-b3a9-3b21f735fb9e_b9e7503c-58d1-436d-bc16-6f7d09efffd7.spold;market for enzymes;GLO;enzymes
b15facd1-0335-51a9-b466-6f393dc4e251_dab8287f-6c56-4307-8231-216fee0e55c1.spold;market for transmission network, electricity, high voltage direct current land cable;GLO;transmission network, electricity, high voltage direct current land cable
196ca7cf-50a3-517b-b771-5ae7cc7adc9f_a0b88dca-7221-496b-9246-2c3d5a9a0207.spold;market for bottom ash, MSWI[F]-WWT, WW from soft fibreboard production;CH;bottom ash, MSWI[F]-WWT, WW from soft fibreboard production
753f2704-faa9-5ad5-8281-e0463a3a2914_5152317a-00c9-5492-8c22-26e8f133626e.spold;rare earth oxides production, from rare earth oxide concentrate, 70% REO;CN-SC;samarium oxide
ff10cfb4-6d26-5ce4-9518-3b7fda8715e7_5b808359-1aed-4a46-aba5-993226763791.spold;dimethyl sulfate production;RoW;dimethyl sulfate
a762c25b-6c52-5087-b43c-2a1da630df7c_e06932cf-8d90-4eaf-acf5-091aa3ec885e.spold;market for transport, freight, lorry with refrigeration machine, 3.5-7.5 ton, EURO3, R134a refrigerant, freezing;GLO;transport, freight, lorry with refrigeration machine, 3.5-7.5 ton, EURO3, R134a refrigerant, freezing
d38dd763-290b-59a8-bc61-07275b3fef9a_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;LU;electricity, low voltage
a12d9c12-fbe6-5fc8-8142-095511e4e8ee_18eadf40-089b-441a-b868-5d07e9449992.spold;market for water works, capacity 1.1E10l/year;CH;water works, capacity 1.1E10l/year
816d89e4-93cb-5d84-a1c5-a59b4cb28935_9cdb112b-0d90-4d76-9cec-412b0c67d8bb.spold;market for waste polyurethane;ME;waste polyurethane
bd2f63cd-6840-525c-b205-158b4f3f0954_609fae33-2e89-4b99-8129-b1f80a6dda33.spold;market for natural gas, low pressure;US;natural gas, low pressure
96bc2223-466a-50ab-ab75-6599392958bd_d69294d7-8d64-4915-a896-9996a014c410.spold;market group for electricity, low voltage;UCTE;electricity, low voltage
3426e7f0-db42-5578-bfac-13d792d06c7c_bab7524a-43df-40ff-ab5b-2a318758273d.spold;market for triazine-compound, unspecified;GLO;triazine-compound, unspecified
9ddf934d-e9b1-5871-ae8e-4a49ecd3deeb_01bf4427-e5d5-477b-8619-aae3b94bc48a.spold;copper carbonate production;RER;copper carbonate
2e90e324-26fd-5ada-8656-2046a01df4a4_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, oil;CN-HE;electricity, high voltage
1da8f4a4-4061-5cd5-af7a-aceb4cd52961_2954300e-200a-4a90-ab76-5eae9de0990c.spold;market for sewage sludge, 75% water, WWT, WW from particle board production;RoW;sewage sludge, 75% water, WWT, WW from particle board production
37d4fc93-b2af-51d3-b252-5737de9cbc56_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, natural gas, combined cycle power plant;IR;electricity, high voltage
df7b4423-9e9c-5d19-a718-e9ec1d69c5d1_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, nuclear, pressure water reactor;ZA;electricity, high voltage
9da1bb70-418d-521a-8eef-f222809f674e_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, import from GB;NL;electricity, high voltage
0ee2007a-5778-5e42-949f-d1ab7e1eb510_609fae33-2e89-4b99-8129-b1f80a6dda33.spold;market for natural gas, low pressure;BE;natural gas, low pressure
9f2ebcd6-4414-55da-a56e-01b9882d1c9c_6ad2240e-f820-4ac8-9596-97dac195cb3a.spold;market for contouring, bronze;GLO;contouring, bronze
7562f74b-ea6c-5d69-90ef-543da3e38526_16136a19-dd80-4dfd-92df-3fb0299cf344.spold;market for maintenance, intermodal shipping container, 45-foot, high-cube;GLO;maintenance, intermodal shipping container, 45-foot, high-cube
43d0b639-f1bb-51f6-8692-f15edbf7e5b2_74c658d6-e983-46b2-91f6-f93565ebafc7.spold;market for sodium fluoride;GLO;sodium fluoride
de7c8718-ba54-59cb-adcf-f337980fd6f0_d51e5a32-c20a-4da6-8d58-31f344b50c00.spold;market for waste graphical paper;IE;waste graphical paper
2bdeaeeb-3dfe-5912-92b7-19dbc4b2ec08_d69294d7-8d64-4915-a896-9996a014c410.spold;market for electricity, low voltage;EC;electricity, low voltage
287aeb8d-8198-5728-8fa7-bf30e674c8ba_6de9a46d-c36d-4485-a79c-93ba2b57563b.spold;treatment of refinery sludge, hazardous waste incineration;RoW;refinery sludge
28ae7fd9-fbf8-5140-96da-febbef8eef9e_71480d50-df3f-4936-a314-876d6841d60f.spold;dust collector production, electrostatic precipitator, for domestic use;RoW;dust collector, electrostatic precipitator, for domestic use
f035964f-726e-5c78-be04-79cbf8ff5a40_e83fddb2-9a6c-43a4-8ad1-43311d7d78b8.spold;market for tungsten concentrate;GLO;tungsten concentrate
0ed34c01-05a6-5c78-b254-5b17cb08110d_1945897f-c0a2-4dbf-8397-9fd93e6a9445.spold;onion production;CN;onion
3dc5baa2-5594-5c5a-8f34-fc164f0f09a9_f5707bdf-f7e2-479b-b3ea-99c04de8a927.spold;nutrient supply from ammonium nitrate;RER;inorganic nitrogen fertiliser, as N
4ea62d49-2e4c-52a8-9c5f-276b27003fca_be6ef9ec-def4-45c3-8252-b54fe99a0041.spold;treatment of drilling waste, landfarming;RoW;drilling waste
b17fb69a-80c1-5c4d-b756-5f1aea219c08_d69294d7-8d64-4915-a896-9996a014c410.spold;market for electricity, low voltage;KH;electricity, low voltage
6bc17dc6-82be-5e32-9c72-e73c98ee9b73_5d954e5c-1e6d-4f78-9fc3-d3857b7892cb.spold;market for electricity, high voltage, aluminium industry;RoW;electricity, high voltage, aluminium industry
d58136da-4959-5ea3-93ab-25007bfc3881_66c93e71-f32b-4591-901c-55395db5c132.spold;market for electricity, high voltage;MM;electricity, high voltage
37e78aa0-0afc-55a2-b0fe-c1ba30455113_f0347014-5771-4658-bcca-65a327ae34db.spold;pea seed production, organic, for sowing;RoW;pea seed, organic, for sowing
5b88b2c8-f6b7-5637-b873-027f142ad869_2b6c2d15-68d6-4096-9b49-aca89a29972c.spold;treatment of sewage sludge, 75% water, WWT, WW from glass production, sanitary landfill;GLO;sewage sludge, 75% water, WWT, WW from glass production
a042baf8-0294-5d4b-b82e-0e1acc5541db_a9007f10-7e39-4d50-8f4a-d6d03ce3d673.spold;natural gas, high pressure, import from MX;RoW;natural gas, high pressure
32bc24e7-e4e9-5290-867a-23ec2ba24869_01d68191-e402-4a74-9049-15cc9635265b.spold;impact extrusion of aluminium, 2 strokes;RoW;impact extrusion of aluminium, 2 strokes
822b6b29-2a99-5019-aa4b-417265483b98_6bf35286-60d8-4aec-b9d8-d550429e39fa.spold;treatment of sewage sludge, 97% water, WWT, WW from liquid crystal production, landfarming;RoW;sewage sludge, 97% water, WWT, WW from liquid crystal production
228ba56d-dd78-5883-8386-40d696520a17_d47a4435-3089-4263-af99-8611eed2698c.spold;market for wood chips, dry, measured as dry mass;RoW;wood chips, dry, measured as dry mass
ab7c5353-3b52-55f5-a996-9a0f9ad6797a_344760e2-b9c0-43b0-b9b0-11c2342c8d2b.spold;treatment of waste electric and electronic equipment, shredding;GLO;waste electric and electronic equipment
8b0e7898-71a1-5cc1-856f-86fcf2bc9243_c924ae77-ba85-4856-bc7a-2f249809872b.spold;capacitor production, for surface-mounting;GLO;capacitor, for surface-mounting
186ffc82-58bc-57bc-97a9-9b8e28aba6c4_8c1de2fe-b584-49b7-9b96-d8c50ed152c4.spold;butene production, mixed;RoW;butene, mixed
1a4302d1-5dfb-54f4-b81e-48cbb8c730df_508155f4-0601-4a0b-be0f-9ac7d558605a.spold;market for ethanol, without water, in 99.7% solution state, from fermentation;GLO;ethanol, without water, in 99.7% solution state, from fermentation
9ff87d20-2d66-5f02-8da9-afbe7c329d90_b50f8fb8-4d3e-4790-a5be-6bd73e3ece4b.spold;sunflower seed production, for sowing;GLO;sunflower seed, for sowing
5ac3a0d8-d7a1-56ec-9acf-0395e0340bfa_d51e5a32-c20a-4da6-8d58-31f344b50c00.spold;market for waste graphical paper;SK;waste graphical paper
b3052aa0-7094-51c4-a2f1-08aa97ee0a31_f3a6095a-d689-5bcf-8bd9-6ae701313632.spold;polyethylene, high density, granulate, recycled to generic market for high density PE granulate;Europe without Switzerland;polyethylene, high density, granulate, recycled
10dbd9f3-d5e6-5920-817a-cfb5b689c3c9_b19e917c-7e52-4444-ada8-fea8fcfb1790.spold;white lined chipboard carton production;RoW;white lined chipboard carton
5954d8ce-0b5d-56dc-8fb0-8787cf112164_2821801e-8fca-48ec-acca-653c98685373.spold;market for waste polyurethane foam;RoW;waste polyurethane foam
6efe5595-1b87-54bc-898a-3878d81b70a2_0f04185b-5bd5-47c6-b259-c101f5ff47b5.spold;benzene chlorination;RER;monochlorobenzene
b8c2563f-277c-53b6-8cd6-7fd8e2b208d2_6b10e00e-917b-4db0-b05f-c8601965c50a.spold;market for heat and power co-generation unit, 160kW electrical, components for heat only;GLO;heat and power co-generation unit, 160kW electrical, components for heat only
6c2ec352-f862-50dd-ab1d-a81f6a745dd5_c003d45b-760f-4bbd-9a98-c471d4ce2184.spold;market for titanium zinc plate, without pre-weathering;GLO;titanium zinc plate, without pre-weathering
03afe6d2-c2d9-572e-829a-4034ff5f0a59_32e60fbc-4778-470c-9653-feb859a3418f.spold;heat production, borehole heat exchanger, brine-water heat pump 10kW;RoW;heat, brine-water heat pump 10kW
a62c8547-726b-5b9b-b514-e9a9baf4137c_c0c2439d-115d-5846-b0dc-7fc716f3862e.spold;market for succinic acid;GLO;succinic acid
a0a7e3a5-6c10-538a-b0b9-2cc09fdd09ae_44ab3c7a-66d6-45b1-8e1b-17c9f225d2b6.spold;packaging glass production, green, without cullet;GLO;packaging glass, green
9d00e507-442b-586c-b578-d7059a3f6cab_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, wind, >3MW turbine, onshore;TR;electricity, high voltage
c4f59b8f-841b-55bd-8326-c031d031482a_3f5f5aef-3833-43d4-8b81-44123105afd7.spold;irrigation, drip;MY;irrigation
4be53b68-3029-5857-b5c0-d1ef40a0052a_d51e2ebb-24d6-4e5e-b1cb-edc92d8126eb.spold;market for layered sodium silicate, SKS-6, powder;GLO;layered sodium silicate, SKS-6, powder
70091ce9-d472-5492-abd3-032b80aab5dd_e53a275d-a2c3-40d4-8dc0-df01de6068c9.spold;ethylene glycol production;RoW;triethylene glycol
749e9c51-32d7-5b85-a5dc-a5432f4ef570_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity voltage transformation from medium to low voltage;CA-NU;electricity, low voltage
1d6dbd47-e70f-5731-9cb8-64fc3fe9098c_c614ee4a-ee63-4b51-b129-8a18a5e458fe.spold;market for iron sulfate;RoW;iron sulfate
4b5c1cfe-8977-573c-aba5-3c2fa2ac3b87_b0176c67-5bc0-462a-8466-4f372f446f7c.spold;treatment of waste polystyrene, open dump, hyperarid infiltration class (-250mm);GLO;waste polystyrene
17a5e0cb-25a9-5162-a005-81f7c433f95e_a9007f10-7e39-4d50-8f4a-d6d03ce3d673.spold;petroleum and gas production, offshore;QA;natural gas, high pressure
ce0f0feb-6ec9-5813-bf80-7bfecf7e21b8_f4141823-5779-4464-aa75-6ba5e014fa62.spold;pyridine-compound production;RoW;pyridine-compound
6c449017-7cb4-546c-bb8b-9b172e5d5209_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, import from NO;DK;electricity, high voltage
85694105-be41-5e9c-b876-2e50da6a1b1b_46058084-c56a-4d89-9169-c44ccbbbdcfd.spold;purse seiner construction, wood;RLA;purse seiner, wood
6d598aa7-10a1-5625-a87c-6fbb6de19530_f5707bdf-f7e2-479b-b3ea-99c04de8a927.spold;nutrient supply from urea;RER;inorganic nitrogen fertiliser, as N
0a3bdc8c-5fe9-5e66-b4fe-c757a863fd14_e6aad2de-0b1b-49c3-a0c4-797ba34d87e5.spold;petroleum and gas production, onshore;RO;petroleum
58c11876-b1b9-5e34-aaf6-489e761825f4_66c93e71-f32b-4591-901c-55395db5c132.spold;market for electricity, high voltage;IR;electricity, high voltage
8f36f125-841d-5c65-8dc6-e81554f604b3_0cf88bc1-8583-49dc-a714-6ce1a77ac4c9.spold;treatment of sewage sludge, 70% water, WWT, WW from LCD backlight production, municipal incineration;GLO;sewage sludge, 70% water, WWT, WW from LCD backlight production
19f25dc8-4f66-55b3-945c-6c50a64c4582_450d9dd6-4108-4f55-944e-87bc5bb0904e.spold;market for mine infrastructure, gold and silver;GLO;mine infrastructure, gold and silver
83234529-180e-56ea-9c01-b0870c412b05_d3debd6d-2e09-4291-accc-f2dfd748aee9.spold;soybean seed production, for sowing;CH;soybean seed, for sowing
ac18b2ec-d32d-5584-9b39-7ebfe6221edb_9cdb112b-0d90-4d76-9cec-412b0c67d8bb.spold;treatment of waste polyurethane, unsanitary landfill, wet infiltration class (500mm);GLO;waste polyurethane
ed4081e9-a788-51d2-a196-92ee2feb4464_a4c116d8-b097-4845-a0d6-3d433e9ba3fa.spold;market for textile, kenaf;GLO;textile, kenaf
0f371cf5-81fc-517d-8e6b-fb598228a162_b8044b24-3168-43e9-b480-5aa6b4eeee44.spold;treatment of bottom ash, MSWI-WWT, WW from soft fibreboard production, slag compartment;GLO;bottom ash, MSWI-WWT, WW from soft fibreboard production
50747d1d-8fce-50e6-8df9-29991476f3a6_dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b.spold;market for heat, central or small-scale, other than natural gas;RoW;heat, central or small-scale, other than natural gas
5d335055-57a2-5a3f-beb5-1ac3768693f2_314b0de3-1b1b-41c2-894b-884066781eae.spold;planing, beam, hardwood, u=20%;CA-QC;sawnwood, beam, hardwood, dried (u=20%), planed
67063974-4902-5bc9-985d-3db28dea32cc_d16b5d3f-b5e4-45b6-9a04-23cde05220c0.spold;nylon 6 production;RER;nylon 6
30d5a41e-70bb-5c9a-9a45-c94b8f06bd7e_2d378afc-0181-44f8-b559-c0a7aec63976.spold;treatment of used liquid crystal display, manual dismantling;CH;used liquid crystal display
6f9beace-a3e0-5f00-bf2a-02dda1898a3c_50116d0e-a143-464e-9eae-d2ae2d036125.spold;tanker production, for liquefied natural gas;GLO;tanker, for liquefied natural gas
0acd7470-09cf-53e4-9679-e593f34e7cd2_50c8cc23-d070-43b7-a9d6-edd9899d8fed.spold;impact extrusion of steel, cold, 5 strokes;RER;impact extrusion of steel, cold, 5 strokes
c81b76ca-04ad-5743-9f20-733f2c20bae8_71e2f1db-a2c5-44d0-8337-dfff15be974d.spold;heat and power co-generation, oil;SK;heat, district or industrial, other than natural gas
f25bb8ec-7007-5fca-be10-78c8b76e9602_dc9699f1-c0f3-57d8-b9a4-503711177467.spold;dioctyl adipate production;GLO;dioctyl adipate
139b3392-f827-5568-8c04-c1c57920d4dc_9394b900-bc1b-40b4-b9f0-90c5c9d6b734.spold;lime production, milled, packed;Europe without Switzerland;lime, packed
9acc8ee1-8d1d-5b3b-8d6b-e297274d45f1_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;CY;electricity, low voltage
faa65556-4a89-5bef-b0e5-dda0896e3086_d9da5528-0582-45ce-84d3-9f3e0b644df2.spold;market for ethylene glycol monoethyl ether;RER;ethylene glycol monoethyl ether
65dedf8a-3f0a-5b42-85e3-b9a8e4507b54_c5d96d5d-ba53-42b6-9dc5-7a21d1608af7.spold;heat and power co-generation unit construction, 160kW electrical, components for electricity only;RoW;heat and power co-generation unit, 160kW electrical, components for electricity only
10d1d809-bab9-5561-a2ae-d1406595a3e7_e33624fc-eb2d-41c3-9826-4b879573b686.spold;treatment of spent activated carbon with mercury, underground deposit;DE;spent activated carbon with mercury
359ebeaf-5cc2-5ca8-8e02-da27ed47d624_88afd721-07ec-4910-a004-fa3fecb6bf70.spold;market for waste plastic, mixture;EE;waste plastic, mixture
6e66e6ae-55d8-5b09-bf04-d08f227e8563_d51e5a32-c20a-4da6-8d58-31f344b50c00.spold;market for waste graphical paper;BR;waste graphical paper
a68e78f9-856c-591a-a1db-1b685f6d7631_60e49368-8f1a-49a1-87bd-4e9cb932a8d3.spold;market for uranium mill;GLO;uranium mill
4d675b1a-4441-5433-96cd-51e464d4f4c8_68db7412-ba35-488b-8a45-9a9f48448522.spold;market for nitric acid, without water, in 50% solution state;UN-OCEANIA;nitric acid, without water, in 50% solution state
b45b0365-cef5-5262-aa5b-5d7161a0b087_68e64673-7c91-4025-af50-31317791caf7.spold;drawing of pipe, steel;RER;drawing of pipe, steel
219910f4-f72f-53e9-82e1-324c6b90bb56_3b8e0bce-4ca3-4487-bfe5-51fdfae57af3.spold;phenyl isocyanate production;RoW;phenyl isocyanate
715a220d-1f9a-5c0a-bbc8-eea2843d0851_ae2656f5-6d14-462d-972a-4c598951a405.spold;maize seed production, organic, for sowing;CH;maize seed, organic, for sowing
e851c51d-a14f-58e6-9512-21ccd84dde59_883e77e1-98eb-4be0-9608-5b4365d19676.spold;market for cover plaster, mineral;GLO;cover plaster, mineral
60c5baec-7927-5d7d-bae6-f8ba0cb5233b_7bb73649-4ca6-43fa-bad0-93be1f6ac9d4.spold;market for plug, inlet and outlet, for network cable;GLO;plug, inlet and outlet, for network cable
209e3cd3-bc6f-5d74-bb58-1e3ed3fe890c_bc7c3720-dcba-41b4-9d96-380b55275e57.spold;market for waste emulsion paint, on wall;GLO;waste emulsion paint, on wall
fcd4939c-2668-5426-a480-f4f1f5d1b265_10789d56-1623-4564-81ec-e020e1651b3f.spold;market for ventilation of dwellings, central, 1 x 720 m3/h;GLO;ventilation of dwellings, central, 1 x 720 m3/h
fe5a3a86-6311-556c-9cb0-3311d5d0c1ab_3f5f5aef-3833-43d4-8b81-44123105afd7.spold;irrigation, drip;ZA;irrigation
d75db3d5-5a05-5c79-bf49-b2c002b063cf_53fd4bee-dffb-5151-9178-23ec0dfd622d.spold;dimethyl carbonate production;RoW;dimethyl carbonate
66bf9d09-ce0d-58c5-87db-29b86a40452e_e79575a7-0b20-46d5-94b2-99d1916105db.spold;market for quicklime, in pieces, loose;CH;quicklime, in pieces, loose
cbc9170d-b4a5-56b8-881f-38332c6b7c71_6f2eb438-cde2-4d07-a770-d023a988a9c4.spold;market for waste wood, untreated;GB;waste wood, untreated
f9874b6d-0361-5449-add5-1ac82056b51d_ed65d3d9-349b-4e2c-870c-381209bc1484.spold;transport, passenger car, medium size, diesel, EURO 3;RoW;transport, passenger car, medium size, diesel, EURO 3
99ce485a-dc21-5948-ac20-31e6a6365fae_71e2f1db-a2c5-44d0-8337-dfff15be974d.spold;heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014;PT;heat, district or industrial, other than natural gas
8a99f79a-078d-5a96-af5c-920866887ef9_8f7f787b-119e-481a-a2fa-e3ee86bcf5c8.spold;laser machining, metal, with CO2-laser, 3200W power;RER;laser machining, metal, with CO2-laser, 3200W power
d96dc006-0e4a-533a-abd6-4b11acd33dec_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;clear-cutting, grassland to arable land, perennial crop;BR-MT;land tenure, arable land, measured as carbon net primary productivity, perennial crop
48c89432-c6b1-5491-99dd-c651353f35ee_3c7c79f6-f850-44f5-bf8d-b434adeff91b.spold;maintenance, train, passenger, high-speed;DE;maintenance, train, passenger, high-speed
0c4230d5-b0fd-5658-8894-507421b5b80c_ad38bbd2-e41c-4509-9dc3-c5c708a36606.spold;treatment of waste paperboard, unsorted, sorting;Europe without Switzerland;waste paperboard, unsorted
27564580-5b4c-5bf4-8a72-74e1d33efeb4_2ad4ce24-d7b3-4563-af94-911dd6c992b1.spold;market for methylene diphenyl diisocyanate;RER;methylene diphenyl diisocyanate
778cdfe9-adb8-5bc3-aefa-2ab4de967fb4_5f166bcc-ca8e-48b3-a954-85e4ba3a0cea.spold;market for chromium steel removed by turning, primarily dressing, computer numerical controlled;GLO;chromium steel removed by turning, primarily dressing, computer numerical controlled
8f6596e2-7f6e-512e-aba9-a3ee67904fcc_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, hydro, run-of-river;MX;electricity, high voltage
2e2be523-9457-5325-9d84-8f48588b5747_0a00902d-0b1d-470e-a290-2be9bf0cef65.spold;heavy water production;RoW;heavy water
bbefc8e6-1e13-5e7f-9602-14c8736ce665_3cffc0cb-7f0f-41f1-b467-1a7f40fc45ec.spold;hard coal mine operation, open cast, truck and shovel;ZA;hard coal, run-of-mine
73e59d62-defb-5950-be0a-6b0f9e3026da_cf539ec8-6301-40d6-8a44-1c84f861fa90.spold;market for heat, central or small-scale, biomethane;CH;heat, central or small-scale, biomethane
cb85461f-0550-5245-9268-9368166ad7a7_e2f62697-57d4-42fe-95bf-c85fd32a9cf0.spold;market for sheet rolling, steel;GLO;sheet rolling, steel
f08ebf73-65c0-5d5a-a296-f4c2f2a9df82_a9007f10-7e39-4d50-8f4a-d6d03ce3d673.spold;natural gas, high pressure, import from IT;CH;natural gas, high pressure
751ae748-0682-5768-b404-7d2fb1c2802f_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, import from ZA;ZW;electricity, high voltage
8628c231-a8f5-5153-a9d4-01069f8e9e27_6b08f3b4-b76f-48b2-b73c-a115f1d14357.spold;seawater reverse osmosis module production, 8-inch spiral wound, baseline;GLO;seawater reverse osmosis module
7c8454fe-7022-528c-a802-f187379b0305_66c93e71-f32b-4591-901c-55395db5c132.spold;market for electricity, high voltage;NI;electricity, high voltage
ce67a649-5e37-58d9-ae98-9fa5e96d3934_f372d4c2-7310-4fb9-8bb6-bee214fd08d1.spold;market for land use change, perennial crop;IN;land use change, perennial crop
a8a0ca83-de65-5a00-8d1e-7a53298d2bfa_45fbbc41-7ae9-46cc-bb31-abfa11e69de0.spold;market for heat, for reuse in municipal waste incineration only;PT;heat, for reuse in municipal waste incineration only
ea472f3b-8554-5963-89a8-ac16af67a785_2c3a5ee5-59d7-4b44-8403-9045dbf5d105.spold;market for sawnwood, lath, softwood, raw, dried (u=10%);CH;sawnwood, lath, softwood, raw, dried (u=10%)
aafa4233-b8bb-5579-adc9-57e9f23499ec_2d249425-34a4-40c6-8557-5b1ed0ebbd7a.spold;wood preservation, dipping/immersion, solvent-based preservative, outdoor use, no ground contact;RER;wood preservation, dipping/immersion method, organic solvent-based, outdoor use, no ground contact
6b78407f-4398-5ed2-a140-3dc770a0f4ba_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity voltage transformation from medium to low voltage;TT;electricity, low voltage
ae7fa517-0d80-582c-9794-2199b671cd88_5321a299-0c03-4bfc-9dda-d020456f6b2e.spold;market for inorganic phosphorus fertiliser, as P2O5;ZA;inorganic phosphorus fertiliser, as P2O5
e734910d-311b-595e-a8d2-3c46418756cd_dd0af955-5bc0-42fc-8ce1-5e697a1f2cd7.spold;uranium hexafluoride production;RoW;uranium hexafluoride
c054a7ee-8592-54f2-9b53-9facf223c017_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, natural gas, conventional power plant;CN-NM;electricity, high voltage
bd4f19f1-77e3-5436-a1d3-e92cd98c85fa_06b8d05b-e1e6-427b-929c-bb55e84e7c08.spold;ammonia production, partial oxidation, liquid;CN;ammonia, anhydrous, liquid
65dff80c-8b12-5b8a-9c22-40c1cc0f9a19_54c5d36f-9e67-4aa5-b252-63472eab115d.spold;lime mortar production;CH;lime mortar
7319f2f7-df47-589a-9ef5-ebbdb823f144_883e77e1-98eb-4be0-9608-5b4365d19676.spold;cover plaster production, mineral;RoW;cover plaster, mineral
