Filename;ActivityName;Location;ReferenceProduct
648403b3-205c-5c87-8cd9-c720716705d6_0988a106-557d-4dd3-a721-59c519857792.spold;market for used blower and heat exchange unit KWL 250;GLO;used blower and heat exchange unit KWL 250
ff49312e-8ff9-541c-8ba4-4ef3f0c03579_cf9b55af-2e87-4898-958a-b789dd66d5fa.spold;market for silencer, steel, DN 125;GLO;silencer, steel, DN 125
121ca7f9-5bc7-583f-a036-0592dffaaf23_5deae761-b26c-4c35-98f8-bacc517cebbb.spold;market for metallization paste, front side;RoW;metallization paste, front side
7b21c8a7-44b7-51b0-8a5d-a096527e39e3_44ab3c7a-66d6-45b1-8e1b-17c9f225d2b6.spold;packaging glass production, green;RER w/o CH+DE;packaging glass, green
a88cf8b1-bf36-58b1-8909-bd9c3d351052_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, wind, >3MW turbine, onshore;CN-HB;electricity, high voltage
2597af7e-7dce-5ae1-a461-a2c7e71c0511_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, hard coal;GB;electricity, high voltage
56813de9-d349-52ac-b752-062221ba372c_85086b85-ef0a-55c6-be1f-66e45e7aeaaa.spold;market for land use change, pasture, man made;BR-PI;land use change, pasture, man made
1128ff20-8030-5239-8ade-9bb152721e3e_2966d161-5281-47d6-86d3-efbb0a4b2110.spold;market for heavy fuel oil;CH;heavy fuel oil
4e0b65f1-151c-53db-a12e-7134e14ed5ac_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, wind, >3MW turbine, onshore;HU;electricity, high voltage
b43d7bf4-2a51-5e5c-bdbb-8f120f88ba3f_00f0de48-4d01-4f43-a0a2-a91b11319bf8.spold;compressed air production, 1200 kPa gauge, <30kW, average generation;RoW;compressed air, 1200 kPa gauge
83396803-af0c-51cb-81f7-5192ab614f73_759b89bd-3aa6-42ad-b767-5bb9ef5d331d.spold;market for electricity, medium voltage;IS;electricity, medium voltage
6c6b35e5-0f79-59c1-af42-dd49886dc303_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity voltage transformation from medium to low voltage;NE;electricity, low voltage
72da9cab-56b6-5eb8-aab6-36343c32faa4_de7b41e1-9d0d-4730-9140-5261558c1c6a.spold;wood preservation, spray tunnel/deluging, solvent-based preservative, indoor use, dry;RER;wood preservation, spray tunnel/deluging, organic solvent-based, indoor use, dry
51a8d7a6-08dd-58e7-a903-1b9ab576a3f6_96601c52-3d6a-4f6d-a657-5c4cc8c16453.spold;window frame production, wood, U=1.5 W/m2K;RER;window frame, wood, U=1.5 W/m2K
38fbf749-be13-55fa-bacd-552ab1f0f856_765e7edf-19bc-4110-bb7c-32df8d749c54.spold;concrete production, 50MPa, with cement, CEM II/B;GLO;concrete, 50MPa
4ca3e462-87d0-51ed-997c-c952e86c222b_d82a7a9e-b302-46d4-8e06-8fd92473500a.spold;market for gas turbine, 80MW, for compressed air energy storage;GLO;gas turbine, 80MW, for compressed air energy storage
3d3c4dc9-885e-5a42-b920-e19843ebfd4b_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, natural gas, combined cycle power plant;CN-NM;electricity, high voltage
407aca5c-ea5a-5e92-bb0d-0df6d91cb9f7_f8f07d35-1b09-4391-9f20-eb8263d43c15.spold;solar glass production, low-iron;RoW;solar glass, low-iron
b1565972-86b3-59c7-b7f3-482536fae636_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, import from US-NPCC;CA-NS;electricity, high voltage
292a15e1-b500-5589-a4b3-5258ad0e5389_a9007f10-7e39-4d50-8f4a-d6d03ce3d673.spold;evaporation of natural gas, import from QA;RoW;natural gas, high pressure
752ac738-d31e-5717-90db-ef45d9b91b6b_b3b9ef80-e096-4d20-9d1a-c1002e24362f.spold;market for sanitary landfill facility;GLO;sanitary landfill facility
02bcd9f3-0730-5355-8486-5daa9b73186d_6a3a0652-ef10-4c6e-98e6-f671aee7e24d.spold;treatment of residues, MSWI[F]-WWT, WW from grass refinery, residual material landfill;CH;residues, MSWI[F]-WWT, WW from grass refinery
62c60449-2fc2-599b-a08f-ec6686f47bee_1f8dc77c-ae32-4ccc-8bb8-052288a46f9a.spold;melamine impregnated paper production;RER;paper, melamine impregnated
00993bf9-5247-58cb-a658-719bbbbd1da4_b2c6db8a-b305-4413-a9c3-5460417f48de.spold;aluminium oxide production;IAI Area, Russia & RER w/o EU27 & EFTA;aluminium oxide, metallurgical
51509432-f565-5bae-892d-07a201b5009f_1f41586d-0d8a-4c7c-8473-dd8351bab538.spold;market for clinker;PE;clinker
a6d2b991-b269-5a86-b2da-0d46bc7adc2f_d8f9d34c-c3ad-4502-94b1-a4c756553a7c.spold;market for celery;GLO;celery
800ca3b0-4c5c-5d51-bff2-4f67730edb0a_93afc03f-5832-4ec0-8d76-cf6e62efff26.spold;transport, freight, lorry >32 metric ton, EURO5;BR;transport, freight, lorry >32 metric ton, EURO5
a48f9759-265c-5342-8af1-fe0214f8bc82_d291a62e-f49d-4ef1-b443-4470c84b99ef.spold;market for used diesel-electric generating set, 18.5kW;GLO;used diesel-electric generating set, 18.5kW
0dd6d9ee-e186-5576-a658-8ab38337866c_6dff6412-4b37-4689-8187-f07be186feef.spold;market for limestone, crushed, for mill;RoW;limestone, crushed, for mill
194458fb-6f4e-55fb-a5c3-307eefb4442e_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, import from MK;RS;electricity, high voltage
678b7df2-759f-5061-8aa1-8c54c57a49c1_44519c79-bf77-4775-a69e-182d26b1f7d5.spold;rape seed production, Swiss integrated production, extensive;CH;rape seed, Swiss integrated production
8e4a3923-1932-508f-acbd-d45c62c452ba_013d2a59-5d91-4d06-acfc-4ea125843c19.spold;heat pump production, heat and power co-generation unit, 160kW electrical;RoW;heat pump, heat and power co-generation unit, 160kW electrical
958a0d60-768e-59cc-9fc0-f4efefcc0b6c_6ab2abde-801d-45a3-8ea3-455d0f01c3f4.spold;water production, decarbonised;IN;water, decarbonised
0aa420b5-f1ed-5981-a667-4741023a6a4e_d69294d7-8d64-4915-a896-9996a014c410.spold;market for electricity, low voltage;BA;electricity, low voltage
c4473120-6df9-57cd-8059-8a7156b6803a_71e2f1db-a2c5-44d0-8337-dfff15be974d.spold;heat and power co-generation, hard coal;TW;heat, district or industrial, other than natural gas
c2066562-3c57-5d82-b11f-3749179024bd_fcc7bd41-5fc3-47a4-bb35-9c2ab43014bb.spold;operation, liquid manure storage and processing facility;CA-QC;operation, liquid manure storage and processing facility
4ef972a2-4c96-5d99-b1d4-41b9e69d8c79_e6aad2de-0b1b-49c3-a0c4-797ba34d87e5.spold;petroleum and gas production, onshore;VE;petroleum
7831bb7c-af1e-5b53-b949-2cce7e602a90_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity voltage transformation from medium to low voltage;GE;electricity, low voltage
49aa4fa3-4885-5ee0-b1cd-ff71fee26331_d3d23054-a030-4284-9cfb-c464e70ec865.spold;treatment of coal gas, in power plant;AT;coal gas
9f9be527-9ac7-5e9d-a5e4-ebf1b2485003_63bf19bc-8cbc-4d14-906e-abfa110dbb5f.spold;treatment of sulfidic tailings, from gold mine operation, tailings impoundment;PG;sulfidic tailings, from gold mine operation
4f091989-20cc-510f-9d2c-a6a0d1d2f815_e9c18e3b-2479-44af-b865-8169d809b777.spold;tin mine operation;PE;tin concentrate
5e6788f3-3de2-5479-ab94-8e19db9a7798_3acc9da7-359e-47d1-978a-4640bd971436.spold;methylcyclopentane to generic market for solvent, organic;GLO;methylcyclopentane
5ab38ee7-1614-50f5-a0e7-33f4593cba9f_318df8f5-f490-436c-8f93-23ccfa15e60a.spold;market for tillage, ploughing;GLO;tillage, ploughing
3467d3e8-67f0-5a5d-aa63-c6c88010dd7a_42b1c202-8308-422e-bfb7-3efe54dfcef6.spold;treatment of waste glass sheet, sorting plant;Europe without Switzerland;waste glass sheet
7ae197ef-0798-5efd-bdca-721deba31637_66c93e71-f32b-4591-901c-55395db5c132.spold;market for electricity, high voltage;CZ;electricity, high voltage
a2ec8352-1c78-58c5-9e8a-c6ef32988d3d_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, import from PT;ES;electricity, high voltage
899c9e8a-f2a5-5729-867c-991ebd7bb9bc_4bc66efe-f91b-48e5-9a26-07e383d47e80.spold;esterification of rape oil;RoW;fatty acid methyl ester
bb0b6186-233f-5600-8491-124b343d806f_f2c50dcd-6418-4d9e-a807-4bd5c6be89b2.spold;propyl amine production;RoW;propyl amine
f9c89482-6f36-5d65-86d3-455dfb9bef46_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, natural gas, combined cycle power plant;CN-JX;electricity, high voltage
875fd8d5-227b-5278-a8e4-bbd3b4d8c068_d3d23054-a030-4284-9cfb-c464e70ec865.spold;treatment of coal gas, in power plant;UA;coal gas
c6124fcd-98e6-51a4-9010-5fa912ad3a3d_3ba2c4e1-5133-4a09-aa56-755cb2072dae.spold;reefer production, intermodal shipping container, 40-foot, high-cube, carbon dioxide, liquid as refrigerant;GLO;reefer, intermodal shipping container, 40-foot, high-cube, carbon dioxide, liquid as refrigerant
2e42dc3c-39f3-5bbb-b3ca-5c45fb935585_4a0b47d3-c643-4b67-841b-b5689787f7a1.spold;methanol production;GLO;methanol
79f7dc59-b6ff-575b-b8e0-d6b4a8dd4426_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, oil;CY;electricity, high voltage
e15162bb-4716-5392-ad49-4913d06e003d_249c83b0-ff03-45aa-9a5c-f7a58d0ff6e6.spold;wood pellet production;RER;wood pellet, measured as dry mass
efa7d09a-ad2c-5ad0-9fed-f23f7b6f9931_66c93e71-f32b-4591-901c-55395db5c132.spold;market for electricity, high voltage;CA-NB;electricity, high voltage
b2314dd8-6e2f-5a29-bb89-50d8a821b8c3_1d53b5b2-8bd1-4936-8a5b-a130bf812db0.spold;market for sanitary ceramics;GLO;sanitary ceramics
15ba26cc-c613-548d-a8a3-0d5efb757cdb_1125e767-7b5d-442e-81d6-9b0d3e1919ac.spold;heat and power co-generation, natural gas, conventional power plant, 100MW electrical;CA-AB;heat, district or industrial, natural gas
9b8a7b2b-ddd4-5496-ba9e-f815b3b16a0e_1570a766-fe08-427f-94cb-6947995117ec.spold;natural gas production, liquefied;QA;natural gas, liquefied
cb4898d2-64a8-5cea-9360-14d70e8e66fb_45c9c99d-a8e1-43f7-afab-7610034ad887.spold;market for sawnwood, lath, hardwood, raw, dried (u=20%);Europe without Switzerland;sawnwood, lath, hardwood, raw, dried (u=20%)
8bb76556-0164-50fd-b203-d9885febb954_e688f4ba-74a6-4129-bebb-ffb9c207f747.spold;market for residues, MSWI-WWT, WW from LCD backlight production;GLO;residues, MSWI-WWT, WW from LCD backlight production
d045f06f-35d5-53dc-85c2-762728fd5fdc_49558c2a-8655-5acf-bf5b-9bf598f667c2.spold;market for pinto bean seed, for sowing;GLO;pinto bean seed, for sowing
de2f1514-ae4c-54ee-be80-79b4bcd9689e_1f7bbd3e-fcd1-412d-8608-035b855ea735.spold;orange production, fresh grade;ZA;orange, fresh grade
25515c7d-2ec0-5ea1-92f8-2df377458e36_dafa1eaf-3254-436c-a273-1f38b10ee28e.spold;market for 2-cyclopentone;GLO;2-cyclopentone
1449ace8-b22d-5260-8fd0-e55f3b0f2adb_5b3e03a6-ee21-4e24-94ab-66ff0212746e.spold;fibre production, kenaf, retting;IN;fibre, kenaf
398f0c28-4d48-585f-89ef-7476a8c6badc_7fe99768-d571-4bc2-a272-7df585bd0d48.spold;softwood forestry, spruce, sustainable forest management;RoW;wood chips, wet, measured as dry mass
60fe563d-ec0b-59d2-937e-802d4b8276e7_7ee0ddc3-924d-4339-b9bf-7856af6a698f.spold;market for waste polyethylene;BA;waste polyethylene
8d54b68b-9553-55ac-9d22-fe8a398ec9b2_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, import from US-MRO;CA-MB;electricity, high voltage
740b8c9c-ba19-5a12-8e7d-d2b3c2688448_2741f2b1-96a3-4458-bcd5-85d85bbfa463.spold;operation, dried roughage store, non ventilated;CH;operation, dried roughage store, non ventilated
db3c8184-d96e-5315-b3fa-202096e44184_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;CN-SA;electricity, low voltage
a6913349-b770-5288-8f15-f9410243c19a_f9c6e4e7-e45c-423e-b48e-f7e140efb38e.spold;market for potassium chloride;RER;potassium chloride
3dc9357a-2451-5c06-9c30-29a973165b4b_3f5f5aef-3833-43d4-8b81-44123105afd7.spold;market for irrigation;RoW;irrigation
2ac3579b-0613-511a-8e79-6ee679f1aef4_795369c8-09eb-439f-9321-15c0d3be6a6f.spold;market for synthetic gas;CH;synthetic gas
949388a2-517f-5f57-b627-36d7512694e7_48f6b7c9-093b-4dd0-bf0d-9ba54b4c2d22.spold;treatment of waste concrete, not reinforced, sorting plant;Europe without Switzerland;waste concrete, not reinforced
e9b7beae-449a-5fb4-a8dd-65c0187a4e13_b508d780-01bd-422c-b119-1a66c41efb1d.spold;aluminium turning, primarily dressing, conventional;RER;aluminium removed by turning, primarily dressing, conventional
4c731656-1815-531d-8a0d-49b8567a2ecb_759b89bd-3aa6-42ad-b767-5bb9ef5d331d.spold;market for electricity, medium voltage;BO;electricity, medium voltage
bf3f000b-78c1-5159-9ca3-46f94a781f2f_1e8bb8f8-f7bb-4e71-a3b7-a3b3e8f6370d.spold;market for sewage sludge, 97% water, WWT, WW from tube collector production;CH;sewage sludge, 97% water, WWT, WW from tube collector production
fe329971-89e0-59ac-a371-a7d63c13450d_88afd721-07ec-4910-a004-fa3fecb6bf70.spold;market for waste plastic, mixture;MT;waste plastic, mixture
3c4d7642-bcfc-5969-a8c0-667b896b1292_27da8130-82ba-485c-a800-b89efdcb0491.spold;treatment of municipal solid waste, incineration;CA-NB;municipal solid waste
949cca2f-4e8b-555b-9ee6-045f4b116725_a554cf7d-1ca9-479f-af21-14d11ca0f679.spold;trawler construction, steel;RoW;trawler, steel
6df216e6-cf89-5ead-b580-5b30d1b45633_1570a766-fe08-427f-94cb-6947995117ec.spold;natural gas, liquefied, import from RU;RoW;natural gas, liquefied
ae0c2708-6dd3-5ac2-89b7-2f5ac096b6fa_3f5f5aef-3833-43d4-8b81-44123105afd7.spold;market for irrigation;CA-QC;irrigation
291a4d44-89ff-5d7d-9f1a-d8dbc9736a5d_aed42e37-62bc-4f3f-a527-b92f5187c0e8.spold;hardwood forestry, oak, sustainable forest management;DE;pulpwood, hardwood, measured as solid wood under bark
fb5f6c74-d138-5233-a7ea-b0158bec2637_77c1da70-f6b7-47eb-a986-4d70a4bf31a1.spold;treatment of wastewater from medium density board production, wastewater treatment;RER;wastewater from medium density board production
316684ad-6b32-5c20-95a6-2ba944da0d22_d69294d7-8d64-4915-a896-9996a014c410.spold;market for electricity, low voltage;TH;electricity, low voltage
b635d8f0-c92b-5209-a5e4-72fde545599b_7ee0ddc3-924d-4339-b9bf-7856af6a698f.spold;market for waste polyethylene;AL;waste polyethylene
cb1e1ca6-0a48-5348-9dc6-c3dfd2a52337_55918c79-1454-4ce3-9c06-a09b4e3e224b.spold;market for epichlorohydrin;GLO;epichlorohydrin
9d58c7a0-c89d-5f33-b895-fcb765262276_f7a0f8d7-7a73-462d-a9c8-a147818f6d05.spold;market for door, inner, wood;GLO;door, inner, wood
2421f941-8104-5d35-a44f-cd1857bd4e27_e6f2d687-e015-44e2-ad5f-8f6b02481ab1.spold;market for sodium silicate, without water, in 48% solution state;RER;sodium silicate, without water, in 48% solution state
9bc49d68-977b-5f5a-a408-f4a98e1acd02_9c78fb2b-13ba-46ab-8e5c-7996d9526938.spold;market for aluminium alloy, metal matrix composite;GLO;aluminium alloy, metal matrix composite
d44faed1-4b58-5ab7-9517-7641cb9068fb_a5309c08-cc71-402e-b870-163a09ee0742.spold;sheet rolling, aluminium;RER;sheet rolling, aluminium
3ebf35b0-cfc1-5490-9f1a-b0eb7536a539_6c365ae3-f8cb-4aff-8709-afea7fbf0a40.spold;sowing;RoW;sowing
10c6c5ea-7193-5962-923c-0099d549d8ba_f8f07d35-1b09-4391-9f20-eb8263d43c15.spold;market for solar glass, low-iron;GLO;solar glass, low-iron
07a7adc5-9145-5b03-9a56-d3be41fa9cb4_b5eebddc-a88d-42db-ba7e-47bba77b7446.spold;treatment of wastewater from ground granulated blast furnace slag production, wastewater treatment;RoW;wastewater from ground granulated blast furnace slag production
c20fbba3-1e4f-53b7-a77f-3354d58bc00f_27da8130-82ba-485c-a800-b89efdcb0491.spold;market for municipal solid waste;CA-QC;municipal solid waste
7f442791-d3a3-566f-848f-0a7ffddb7088_b513826d-c54c-4b61-a66e-f398eeadae08.spold;market for sewage sludge, 97% water, WWT, WW from vegetable oil refinery;GLO;sewage sludge, 97% water, WWT, WW from vegetable oil refinery
360b4295-1c81-5939-87d4-df8764f726f9_f2c644de-0c8d-4194-83fb-02e1e83d04ab.spold;mastic asphalt production;CH;mastic asphalt
c3192bd0-8476-5299-8de9-e823332ba988_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;clear-cutting, primary forest to arable land, annual crop;BR-DF;land tenure, arable land, measured as carbon net primary productivity, annual crop
357edb55-674f-5529-90c8-6939082b611d_0ec7f55d-8bba-4887-a3e5-43100357f9af.spold;market for wastewater treatment facility, capacity 1.6E8l/year;GLO;wastewater treatment facility, capacity 1.6E8l/year
cc34ef38-3c71-535f-b954-e5abe55d633d_7c4dafff-fe18-45c0-92e4-857950032abb.spold;market for inorganic potassium fertiliser, as K2O;DE;inorganic potassium fertiliser, as K2O
7f7b2192-34c1-5c20-b8db-36abd53393c3_b19c8d4b-4bfe-4b53-90a9-adf93ac82f3f.spold;market for reefer, intermodal shipping container, 40-foot, high-cube, R134a as refrigerant;GLO;reefer, intermodal shipping container, 40-foot, high-cube, R134a as refrigerant
459eea03-485d-5233-89a2-7b26ba85ba17_759b89bd-3aa6-42ad-b767-5bb9ef5d331d.spold;electricity voltage transformation from high to medium voltage;IL;electricity, medium voltage
0a5da8f9-d895-52d6-a2de-b3e55a4ad6f6_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, wind, <1MW turbine, onshore;AR;electricity, high voltage
48418b85-f3b1-541d-b7c6-7137786dd98f_dc51ae97-77f9-4182-9997-782623407cec.spold;treatment of used insulation spiral-seam duct, rockwool, DN 400, 30 mm;CH;used insulation spiral-seam duct rockwool, DN 400
369ef290-097f-5c51-b9e0-422ad3e4ef9c_69b7861d-cda8-4fbc-b485-0e70b10841a7.spold;market for grass fibre;GLO;grass fibre
17703db1-7389-5e7d-a4e8-4c778094a342_b3a9401c-1507-454e-aeca-47f71b51c1e4.spold;market for housing system, pig, per pig place, electricity from renewable energy products;GLO;housing system, pig, per pig place, electricity from renewable energy products
d65b6875-6254-521e-a4ea-0fb430dd7587_f5707bdf-f7e2-479b-b3ea-99c04de8a927.spold;market for inorganic nitrogen fertiliser, as N;LU;inorganic nitrogen fertiliser, as N
f98717dd-2e9e-5fb9-8498-99af638ce878_42baed81-24d1-4aed-a120-cc7d35ddac10.spold;market for waste paperboard;PE;waste paperboard
84864549-f38f-5ee2-8e4e-34000d578d26_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, natural gas, combined cycle power plant;IN-TN;electricity, high voltage
a11f0799-e70f-5065-a94e-063c96a6998b_ee1e4fe1-c71c-48e4-85da-8be4527474ba.spold;market for piperidine;GLO;piperidine
5ddf9972-7148-50f9-ba9b-2a33f63df9db_8931016e-3e07-5c9a-91a6-cd85b90a2aaa.spold;market for land tenure, arable land, measured as carbon net primary productivity, pasture, man made;BR-AM;land tenure, arable land, measured as carbon net primary productivity, pasture, man made
11c16cc7-a7d4-59cf-9949-838f58638462_f49bd7fe-fef7-4d80-8f28-2ead540835b9.spold;transport, passenger car, EURO 3;RoW;transport, passenger car, EURO 3
df82b0b0-4c2c-5bc9-ac63-656a1f5cb1bc_a9007f10-7e39-4d50-8f4a-d6d03ce3d673.spold;market for natural gas, high pressure;IQ;natural gas, high pressure
3f6d8834-3698-525d-8ee6-9a74055df625_d16b5d3f-b5e4-45b6-9a04-23cde05220c0.spold;market for nylon 6;RoW;nylon 6
8da54a4f-ee0d-5ebe-b949-d8518dec7147_7310faf6-857d-4013-8fa4-043200a2c0e7.spold;anode production, silicon coated graphite, NMC811, for Li-ion battery;RoW;anode, silicon coated graphite, for Li-ion battery
c3e94bc6-505f-5dc3-9ebc-a38674e22e28_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;land already in use, perennial cropland to annual crop;DE;land tenure, arable land, measured as carbon net primary productivity, annual crop
5f3439f8-9926-59a0-aed3-1bbb534ba8c7_0ace02fa-eca5-482d-a829-c18e46a52db4.spold;transport, freight train, electricity;Europe without Switzerland;transport, freight train
07c36124-6ed7-5b1a-95cf-d98cae607147_abb7adc8-c87d-4c4e-b91c-b23f88135a59.spold;trimethylamine production;RER;trimethylamine
172c4530-9455-5ae5-8488-8f3146a4da72_9e3d1adf-2aef-43b4-a1d5-a3b59c8e86d5.spold;market for sawnwood, lath, hardwood, dried (u=10%), planed;RoW;sawnwood, lath, hardwood, dried (u=10%), planed
f3475030-5585-596e-ac81-eff0af335a53_8931016e-3e07-5c9a-91a6-cd85b90a2aaa.spold;land already in use, perennial cropland to pasture, man made;BR-PA;land tenure, arable land, measured as carbon net primary productivity, pasture, man made
c7ba2ccf-f8e7-53c9-9960-77585c8e316e_5023fbde-32f5-48c9-9e0d-bc1b370591b5.spold;pomegranate production;RoW;pomegranate
1b681dba-09df-5551-a54a-4260aa194e9a_759b89bd-3aa6-42ad-b767-5bb9ef5d331d.spold;market for electricity, medium voltage;BA;electricity, medium voltage
5b463be6-6a4c-5022-86b4-82f81388c12f_27da8130-82ba-485c-a800-b89efdcb0491.spold;market for municipal solid waste;ME;municipal solid waste
2b847f87-d544-5d54-b816-80eca4bdbba9_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, hydro, run-of-river;CA-PE;electricity, high voltage
295fd862-2043-5981-9623-4ba9482af057_237b35c6-69e1-49c4-8e99-0be6c1b1806e.spold;market for lead;GLO;lead
47f1c02c-cf0f-58f4-a344-5ef760f8aa59_0a00902d-0b1d-470e-a290-2be9bf0cef65.spold;market for heavy water;GLO;heavy water
db5c5209-4188-5745-ab50-b397e1650983_71e2f1db-a2c5-44d0-8337-dfff15be974d.spold;heat production, wood chips from industry, at furnace 1000kW;RoW;heat, district or industrial, other than natural gas
fcd0e673-f9a8-53a9-abda-4144c3b37d54_d0123246-cb50-447f-8df1-74e1119a2114.spold;uranium production, centrifuge, enriched 3.8%;CN;uranium, enriched 3.8%, per separative work unit
1db7591e-2a28-5ff5-be5e-96656b70b857_8931016e-3e07-5c9a-91a6-cd85b90a2aaa.spold;market for land tenure, arable land, measured as carbon net primary productivity, pasture, man made;BR-AC;land tenure, arable land, measured as carbon net primary productivity, pasture, man made
10baded2-4780-565e-86be-6829ce4b4f3e_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, wind, >3MW turbine, onshore;CA-MB;electricity, high voltage
5a538135-5dc4-5755-ae20-e6e565ede48b_8b790fe4-8824-4e26-8615-2154b94ad8fb.spold;market for transport, freight, lorry with refrigeration machine, 3.5-7.5 ton, EURO3, carbon dioxide, liquid refri(...)_1;GLO;transport, freight, lorry with refrigeration machine, 3.5-7.5 ton, EURO3, carbon dioxide, liquid refrigerant, cooling
a81ac436-8110-5302-8ba4-952c0a5ea8bb_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, hydro, reservoir, tropical region;MY;electricity, high voltage
4baffade-af39-5b4e-94a9-7a32359e3a47_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, natural gas, conventional power plant;PT;electricity, high voltage
4537ed52-f8a5-5e75-9b9d-2ae286d2cb5c_2dd9af9e-cc2a-4a62-bed8-f66f227b819e.spold;chlorine, for reuse in zirconium and hafnium tetrachloride production, to generic market for chlorine;US;chlorine, for reuse in zirconium and hafnium tetrachloride production
74a832b7-3c2c-5def-b344-07d184fdab1f_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;clear-cutting, primary forest to arable land, annual crop;BR-BA;land tenure, arable land, measured as carbon net primary productivity, annual crop
4c184120-3da9-5845-ba0e-92ffc15708be_664d801c-b167-427e-93c4-dbae3b604f83.spold;market for heat and power co-generation unit, 50kW electrical, components for heat only;GLO;heat and power co-generation unit, 50kW electrical, components for heat only
c9b2c072-f90b-5933-b8de-39a9b9240a67_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, lignite;ES;electricity, high voltage
bedde713-aff9-5902-aab7-c5a402d589ce_abe39906-f4b7-447d-a8cb-1d7ab01add84.spold;cast iron drilling, conventional;RoW;cast iron removed by drilling, conventional
db801ee5-965b-5950-9edb-7a557bf5a596_f31957b8-d8b1-4a37-8044-5c15c3440857.spold;market for bamboo pole;BR;bamboo pole
04cec77e-9fe3-575d-9b82-c3bd7af35381_845fe303-3db0-5359-8603-baae6d4bf6e0.spold;ethoxylated alcohol (AE>20) production, palm oil;RER;ethoxylated alcohol (AE>20)
e729fe4d-f9c2-5ec6-8558-2b721865ce05_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, natural gas, import from Germany;CH;electricity, high voltage
4a8810e6-34bc-5256-bc98-7a6fec201ba0_8fe754b3-4475-431e-800f-1944ad7b25b6.spold;mine construction, gold-silver-zinc-lead-copper;SE;mine infrastructure, gold-silver-zinc-lead-copper
d47cb312-de31-505a-82ed-daa56a507d75_6c9cf309-10ae-4fde-8f55-d2debd3103c2.spold;market for sodium chlorate, powder;RoW;sodium chlorate, powder
295fff25-f533-54af-8eb2-4346e99bda74_16303e09-077e-4532-98c2-95fae1eb66fb.spold;market for N,N-dimethylformamide;GLO;N,N-dimethylformamide
9b513581-829d-5a76-99db-d1e687bab49c_f1ee225e-a4bf-4af6-963a-ac44d7fd29cf.spold;photovoltaic mounting system production, for facade installation;RER;photovoltaic mounting system, for facade installation
e3a10a41-27c1-5f09-b215-7c8d431aa7a4_85086b85-ef0a-55c6-be1f-66e45e7aeaaa.spold;land use change, pasture, man made;BR-MG;land use change, pasture, man made
efbd4190-4864-5691-b6c3-f32779020ca8_1f41586d-0d8a-4c7c-8473-dd8351bab538.spold;market for clinker;Europe without Switzerland;clinker
e1067cf3-ba06-599d-9f49-aea15198a2f9_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity voltage transformation from medium to low voltage;IR;electricity, low voltage
1c6604bd-3fa1-5770-8541-0bc0113c1ed8_3b1d249a-c924-4d6c-8e1f-647f562daa54.spold;clinker production;RoW;electric arc furnace dust
519dc8c3-6d99-5840-a910-d4b3749a176d_cfa3fc19-0f05-4c57-b4d0-3fc5988375ff.spold;market for skimmed milk, from cow milk;GLO;skimmed milk, from cow milk
5d778da0-aa34-581d-a8a7-ac89af33a30c_66c93e71-f32b-4591-901c-55395db5c132.spold;market for electricity, high voltage;GT;electricity, high voltage
a4dba894-b4ce-5a13-ad0b-75920c3dbe88_5fb6a985-faa0-44cc-b183-f0b549833357.spold;treatment of waste wire plastic, municipal incineration with fly ash extraction;CH;waste wire plastic
c3415eaf-0f6e-50d1-a0e9-c4575768e6f5_945799a7-46e7-46cf-94b1-6967553434a3.spold;electric bicycle production;RER;electric bicycle
6f1ba1a8-bffc-532b-8e40-8c6415726a00_6e316c64-0481-4832-b097-296e14c0b02f.spold;market for ferrochromium, high-carbon, 68% Cr;GLO;ferrochromium, high-carbon, 68% Cr
481c4f75-ae5f-5890-9f36-b4025f883d45_4ded4b10-8c5a-41bf-9098-0194fc46b639.spold;market for machine operation, diesel, < 18.64 kW, low load factor;GLO;machine operation, diesel, < 18.64 kW, low load factor
