amount;unit;flow;name;location
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity production, wind, >3MW turbine, onshore;RoW
0.268;EUR2005;b89dadb0-75e9-44fd-8d41-1ec8dcce23b6;market for light fuel oil;CH
11.26;EUR2005;a12a26ca-7adf-4ea0-83be-05fdc3c7fc33;market for titanium;GLO
0.09769999999999995;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;market for electricity, high voltage;CA-NT
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity, high voltage, import from SE;NO
1.033866715445596;EUR2005;136177d7-e19a-499f-9718-817685e5c452;zeolite production, slurry, without water, in 50% solution state;RoW
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;heat and power co-generation, biogas, gas engine;TH
0.1;EUR2005;759b89bd-3aa6-42ad-b767-5bb9ef5d331d;electricity voltage transformation from high to medium voltage;DK
0.127;EUR2005;68db7412-ba35-488b-8a45-9a9f48448522;market for nitric acid, without water, in 50% solution state;UN-OCEANIA
3.540608335;EUR2005;15aa1dd8-8e47-5717-b61d-3f8980faadd6;market for prochloraz;GLO
52764800.00000001;EUR2005;3736d0b4-90f9-4076-9d13-468bf0ae04e4;market for anode factory;GLO
0.324;EUR2005;ffcb8cbb-77ab-4f87-8a94-87ca5b8ea79e;sugarcane processing, traditional autonomous plant;BR
16.02;EUR2005;779a79ee-7466-4a8b-8440-db906edf68e7;battery production, Li-ion, NMC111, rechargeable, prismatic;RoW
0.144;EUR2005;3f14ad74-3caf-4ddc-9155-c78e40f80a14;biogas purification to biomethane by pressure swing adsorption;CH
1.952359719476281;EUR2005;eb885ff3-76d1-4f8b-91d2-24640fef1cba;enamelling;RoW
119.73890253681405;EUR2005;eabc0ef6-672d-55a4-a2fa-ea3f6956b31c;market for consumer electronics, mobile device, tablet;GLO
18.872844878515714;EUR2005;13bc97ac-debd-45b3-9933-3bf8b21137cb;market for cathode, NMC111, for Li-ion battery;RoW
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity, high voltage, import from CN-CCG;CN-CSG
29112816.0;EUR2005;7abb1e42-78ba-41fc-b2d6-967b8480dfbe;market for aluminium oxide factory;GLO
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity production, hydro, reservoir, tropical region;MY
0.166;EUR2005;a9007f10-7e39-4d50-8f4a-d6d03ce3d673;natural gas, high pressure, import from FI;SE
0.01;EUR2005;22df1429-91c9-4d1e-a289-1deec0adc66d;treatment of bagasse, from sugarcane, in heat and power co-generation unit, 6400kW thermal;CO
1.641116786;EUR2005;ee02b2e7-9c42-4fe3-904b-2a4a6f221656;ethoxylated alcohol (AE7) production, coconut oil;RER
0.192;EUR2005;e6aad2de-0b1b-49c3-a0c4-797ba34d87e5;petroleum and gas production, offshore;US
3.57104640137131;EUR2005;fbb039f7-f9cc-46d2-b631-313ddb125c1a;gold mine operation and refining;SE
299.3455815657551;EUR2005;85370dde-0a14-4c80-9025-035b3c44ac2f;uranium production, centrifuge, enriched 3.0%;RU
0.0106;EUR2005;71e2f1db-a2c5-44d0-8337-dfff15be974d;heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014;AT
3.082381014631066e-05;EUR2005;f9a99959-0ebf-43d7-b70a-3e311c524d7e;market for sour gas, burned in gas turbine;GLO
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity production, natural gas, combined cycle power plant;IR
0.754;EUR2005;b658a402-79b9-4a02-a818-f6090adb13f1;market for propylene;RoW
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity production, oil;CA-SK
44.33108632459341;EUR2005;60de37c6-15cf-4e4c-ab79-11deb3731de4;fuel cell production, stack polymer electrolyte membrane, 2kW electrical, future;RoW
0.687622933333334;EUR2005;98813ba1-c1a0-469d-99e0-6f2d8453c47d;bell pepper production, open field;RoW
0.026;EUR2005;0ace02fa-eca5-482d-a829-c18e46a52db4;market for transport, freight train;Europe without Switzerland
169.0970779078303;EUR2005;f273f526-f8c5-41cb-965b-c7ad173d8e67;hot water tank production, 600l;CH
2.2148422919815;EUR2005;788fbac7-89f4-4167-a410-72b7bf149d92;dinitroaniline-compound production;RoW
7585.59273;EUR2005;66cb9d31-9dcf-4b71-9ccb-5b3b282a48c6;maintenance, lorry 28 metric ton;RoW
0.1194304;EUR2005;1df9e7e1-a5ed-4e11-b259-507f60a39d80;operation, computer, laptop, video mode;RoW
0.85;EUR2005;40462fcf-07cc-4df8-83fd-f1395b5f2bb9;carton board box production service, with offset printing;CA-QC
0.634;EUR2005;86e1bf02-e86a-479b-9051-710271dbd745;methyl ethyl ketone production;RER
0.02369746554450176;EUR2005;43edbd86-ddc0-4934-9a4f-776bdf2c6406;operation, dried roughage store, air dried, solar;CH
0.0156630785770337;EUR2005;93afc03f-5832-4ec0-8d76-cf6e62efff26;market for transport, freight, lorry >32 metric ton, EURO5;BR
3305608.427240211;EUR2005;ec8fb345-3751-4db5-a67a-fddc6c72a183;sawmill construction;Europe without Switzerland
0.38;EUR2005;b7e3b1ef-098a-48f1-b686-8baa82cff1d3;zinc mine operation;GLO
0.1;EUR2005;759b89bd-3aa6-42ad-b767-5bb9ef5d331d;market for electricity, medium voltage;HR
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity, high voltage, import from TZ;KE
0.6580026199999999;EUR2005;e202b6e0-ec3d-4df1-923e-3cdc76dbd028;market for sodium metasilicate pentahydrate, 58% active substance, powder;RoW
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity production, wind, >3MW turbine, onshore;CN-JS
0.1;EUR2005;759b89bd-3aa6-42ad-b767-5bb9ef5d331d;electricity voltage transformation from high to medium voltage;US-TRE
160.0;EUR2005;dc30fae5-c1a6-4d04-83bd-a3112a397b88;planing, lath, softwood, u=10%;RoW
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity production, nuclear, boiling water reactor;ES
0.239;EUR2005;deb4f70c-bf2a-4cd3-bc3b-c71af8820da3;soybean production;BR-MA
0.1183753347029115;EUR2005;da12111e-ee1a-43c2-8cf8-dc38b7516e8e;transport, freight, lorry with refrigeration machine, 3.5-7.5 ton, EURO6, R134a refrigerant, freezing;GLO
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity, high voltage, import from GE;RU
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity, high voltage, import from NO;FI
0.0106;EUR2005;71e2f1db-a2c5-44d0-8337-dfff15be974d;market for heat, district or industrial, other than natural gas;CH
35.53586924968523;EUR2005;615086cf-7a30-4b14-a753-3cf8c6cfcfb4;ventilation control and wiring production, central unit;RoW
0.697249779064127;EUR2005;02a08ad3-a2d4-4d88-bbdc-f4c378f38b2b;market for chromium steel removed by drilling, conventional;GLO
1.185651937270553;EUR2005;5d0ec026-7937-5ac8-9358-dd2690065dd7;aluminium chloride production;GLO
11919.81607921691;EUR2005;81bc88fb-1dcc-4fef-a420-51351f8b5220;photovoltaic flat-roof installation, 3kWp, multi-Si, on roof;CH
40.71638216723051;EUR2005;245732f4-a5ce-4881-816b-a207ba8df4c8;market for electronics, for control units;GLO
7.465339272;EUR2005;ce9ab92d-460a-5d74-aa2a-d1be0af894ca;market for isophorondiisocyante;RoW
178.83324788;EUR2005;893fa727-fdac-482e-841d-679197590b4c;diode production, auxilliaries and energy use;GLO
33.82253793300056;EUR2005;56945618-6269-4b32-8a1a-23deb440d203;planting;CH
0.107;EUR2005;d69294d7-8d64-4915-a896-9996a014c410;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;CA-SK
0.0615;EUR2005;dff2618c-c606-4f86-afb8-aecd1903d66e;cement production, CP V RS;BR
0.166;EUR2005;a9007f10-7e39-4d50-8f4a-d6d03ce3d673;natural gas, high pressure, domestic supply with seasonal storage;GB
257.1236130214948;EUR2005;26f457d5-9138-4502-a0b5-a3726ca8efa6;conveyor belt production;RER
54.52781479136014;EUR2005;cf52c0fe-72b3-4f42-a475-16a5b2a6f850;combine harvesting;RoW
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity production, natural gas, conventional power plant;US-TRE
0.107;EUR2005;d69294d7-8d64-4915-a896-9996a014c410;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;LU
37.3;EUR2005;b1efaf6a-5552-4de0-bc1d-b65796d9fb30;market for MOX fuel element, for light water reactor;GLO
0.13;EUR2005;cdccd54d-18bc-4d6c-989e-655ca82ed390;maize grain production, organic;CH
0.107;EUR2005;d69294d7-8d64-4915-a896-9996a014c410;electricity voltage transformation from medium to low voltage;SD
9.26091829811153;EUR2005;1678381e-9cce-4a4a-abea-18bcb08bb9f8;market for soft solder, Sn97Cu3;RER
14398.477677208237;EUR2005;7848da46-98e4-4c33-a734-dd4ba79bdf6a;market for photovoltaic facade installation, 3kWp, multi-Si, laminated, integrated, at building;GLO
1358.25678990671;EUR2005;c388d470-e83c-4f6f-93ec-3861dd53db5b;market for platinum group metal concentrate;ZA
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity production, hydro, reservoir, non-alpine region;DE
0.598;EUR2005;8ef02d68-0b80-4c12-81ee-3dd678d2915b;kraft paper production;RER
2.92;EUR2005;ea75b944-c676-4a13-85b8-2bea98f765a4;market for lubricating oil;RoW
187.0;EUR2005;db6cedc8-1f82-4c82-9036-087feec579f5;converter production, for electric passenger car;GLO
2.447082274703;EUR2005;906ace6c-3089-4c95-9ebd-5a396ee84577;market for aclonifen;GLO
1.513366276;EUR2005;550f6b4b-1612-4e72-b13a-4e000df4c4ef;market for cyanoacetic acid;RoW
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity production, lignite;TH
1.711213480574521;EUR2005;bb425565-81b9-410b-bbb4-a0316567f297;market for baling;GLO
0.24099999999999994;EUR2005;5321a299-0c03-4bfc-9dda-d020456f6b2e;market for inorganic phosphorus fertiliser, as P2O5;PE
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity production, natural gas, combined cycle power plant;UA
167.6903084107935;EUR2005;736906f7-164e-4155-9fb4-894177303917;market for inductor, low value multilayer chip;GLO
0.0405042240778858;EUR2005;24f5a760-85ea-4ed7-a4f2-cff90141671b;market for transport, freight, lorry 7.5-16 metric ton, EURO5;BR
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity production, natural gas, conventional power plant;CL
0.0977;EUR2005;5d954e5c-1e6d-4f78-9fc3-d3857b7892cb;market for electricity, high voltage, aluminium industry;RoW
0.001651130659117256;EUR2005;12beeeef-5f97-45c3-89ae-6174be37eb41;market for operation, reefer, cooling;GLO
0.004622;EUR2005;1c5d51e7-9762-5fbb-b707-03198c65b424;natural gas, burned in gas turbine;LY
0.0106;EUR2005;71e2f1db-a2c5-44d0-8337-dfff15be974d;heat and power co-generation, wood chips, 6667 kW;IN-AP
0.02447672221848497;EUR2005;cfbce515-3f54-4411-ad9d-3d26b7faa15a;market for transport, freight, lorry, unspecified;ZA
5.480455663565893;EUR2005;86e5e95e-f2eb-4a4c-a32d-936f179e676e;photovoltaic mounting system production, for flat-roof installation;RoW
0.1;EUR2005;759b89bd-3aa6-42ad-b767-5bb9ef5d331d;market for electricity, medium voltage;CN-CCG
2.383717837706373;EUR2005;58b3db4e-19b8-43f2-8545-55229a5ee6e4;cable production, three-conductor cable;GLO
37793556.0;EUR2005;cc6a23f6-7ba6-4355-a557-d92fbfb9602f;packaging box factory construction;RoW
1.435641566535259;EUR2005;5f4dc8fc-6797-4455-b1a3-040b3beaefc1;fish curing, small fish;PE
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity production, wind, <1MW turbine, onshore;KR
0.205;EUR2005;609fae33-2e89-4b99-8129-b1f80a6dda33;natural gas pressure reduction, from high to low pressure;FR
0.1127562197400455;EUR2005;a5309c08-cc71-402e-b870-163a09ee0742;sheet rolling, aluminium;RoW
0.4;EUR2005;b80eb2d5-1256-41bb-a61d-83252d0dfd4d;market for diesel, low-sulfur;RoW
64.06;EUR2005;175c29e0-09a0-43ed-a6da-c5f8fc47953f;softwood forestry, paraná pine, sustainable forest management;RoW
16.93272481144964;EUR2005;433dda9a-3540-45fb-9b72-29ffe0ed9a13;operation, housing system, pig, electricity from renewable energy products;RoW
6703.209003170859;EUR2005;404ec799-3c68-4a8e-9c0a-3329abd905db;photovoltaic slanted-roof installation, 3kWp, ribbon-Si, panel, mounted, on roof;RoW
0.276;EUR2005;9d447e1a-a41a-43ac-b374-d0fc6dcb61df;market for liquefied petroleum gas;Europe without Switzerland
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity production, peat;RoW
0.107;EUR2005;d69294d7-8d64-4915-a896-9996a014c410;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;IN-BR
8094728.424216673;EUR2005;c59a5976-9a34-40b7-8874-f62b300c21e8;market for sputtering, indium tin oxide, for liquid crystal display;GLO
0.0340395449274135;EUR2005;b0b26bf6-ed2c-4844-a0be-aa7cef435585;water pump operation, electric;MA
0.107;EUR2005;d69294d7-8d64-4915-a896-9996a014c410;electricity voltage transformation from medium to low voltage;BR-Southern grid
0.0106;EUR2005;1125e767-7b5d-442e-81d6-9b0d3e1919ac;heat and power co-generation, natural gas, 1MW electrical, lean burn;RoW
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity production, wind, >3MW turbine, onshore;AU
26.26820388;EUR2005;6facf9d3-01a6-453a-8b7b-cf72bcf04072;transistor production, auxilliaries and energy use;GLO
0.1151505906462326;EUR2005;31ada85a-050c-45b9-b09d-51397f5d2c0c;rye grain, feed production, Swiss integrated production;CH
0.09770000000000005;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;market for electricity, high voltage;TR
42841053544.0;EUR2005;0a67114d-f9e5-4829-8330-fac6fa06fca2;market for hydropower plant, reservoir, alpine region;GLO
0.004622;EUR2005;1c5d51e7-9762-5fbb-b707-03198c65b424;natural gas, burned in gas turbine;EC
0.107;EUR2005;d69294d7-8d64-4915-a896-9996a014c410;market for electricity, low voltage;NE
0.754;EUR2005;359d6943-6e60-416b-93dc-9c58398b0179;market for propylene, pipeline system;RER
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity production, natural gas, conventional power plant;US-WECC
6.54;EUR2005;84aefb4d-62e4-4a80-9f1d-6c2058eb4c52;agricultural machinery production, tillage;CH
0.844;EUR2005;ca213807-7c00-4537-ac8c-23d39d0f2bd5;corrugated board box production;RoW
1.7561213887189;EUR2005;dcd438b9-92a5-41f6-932b-a4acb5d81636;wood preservation, dipping/immersion, water-based preservative, indoor use, occasionally wet;RER
160.0;EUR2005;69164e77-5f8e-4ee0-be80-13a933def7c2;planing, beam, softwood, u=20%;Europe without Switzerland
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity production, hard coal;GB
0.10099999999999996;EUR2005;5f9b49ad-6aa8-42ee-8d55-af2982e9f0f8;market for electricity, high voltage, renewable energy products;CH
0.83;EUR2005;b7b72951-a57c-4364-9b49-ea3c7cb03d00;market for 1-propanol;GLO
0.012305;EUR2005;03d39191-fb1f-42b6-9432-8c64ca568423;impact extrusion of steel, cold, deformation stroke;RoW
0.0106;EUR2005;71e2f1db-a2c5-44d0-8337-dfff15be974d;heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014;US-HICC
0.1880000000000002;EUR2005;7c4dafff-fe18-45c0-92e4-857950032abb;market for inorganic potassium fertiliser, as K2O;SK
1.144666354036364;EUR2005;3611bfa6-d86b-4f22-af89-2f5f813ccb5c;chloropropionic acid production;RoW
5.78155949;EUR2005;8dbc8c43-7edb-4b94-b202-0eb010909276;laser machining, metal, with CO2-laser, 2700W power;CA-QC
0.244;EUR2005;4f3726cc-4fdd-4511-8122-9c6c264ae12c;soybean, feed production;RoW
0.2117123816023118;EUR2005;7a2ec781-6849-4167-8a9a-3e1221f3f543;impact extrusion of steel, warm, 4 strokes;RoW
0.083;EUR2005;1f9d8150-57b5-4e5f-a9bf-b71cbb1be302;market for flyash brick;IN
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity production, wind, 1-3MW turbine, onshore;CN-HE
1.76;EUR2005;c003d45b-760f-4bbd-9a98-c471d4ce2184;titanium zinc plate production, without pre-weathering;RoW
0.6573110360363636;EUR2005;27dcdc02-ec8a-4ed9-acbe-32bfec727ccc;sodium ethoxide production;RER
0.007958678489449185;EUR2005;c53d3387-2ce7-4619-afb1-a6e9b868a55b;drying of lentils;CA-SK
0.7254363071154406;EUR2005;8e265e9a-93c4-40e8-9a08-0763758bcf70;sodium percarbonate production, powder;RER
4640168.0;EUR2005;1e58575c-5c0b-4ddd-86e5-3946aec16da4;nuclear waste storage construction, interim, for low level radioactive waste before final repository;RoW
0.13;EUR2005;593c0a1c-d1ba-4e22-b456-6d2f5d2962e4;kaolin production;RER
0.1;EUR2005;759b89bd-3aa6-42ad-b767-5bb9ef5d331d;market for electricity, medium voltage;ME
11.03214514327941;EUR2005;4f6092a7-7ca9-4a31-b3e0-2b35448a186c;market for assembly of liquid crystal display, auxilliaries and energy use;GLO
0.37;EUR2005;291fc06d-1b3e-4077-aabb-346b588ed24b;market for diesel;BR
404.5615139204114;EUR2005;32b92bba-6384-4d3e-9d19-d64be49c3c56;maintenance, passenger car;RoW
1.52;EUR2005;6e316c64-0481-4832-b097-296e14c0b02f;ferrochromium production, high-carbon, 68% Cr;KZ
0.524551717391304;EUR2005;c8bd4d24-6997-490f-9239-85d32ffcca22;market for chickpea;GLO
0.04477568845953786;EUR2005;a6610283-876b-4f20-ac83-7cef68655ca3;transport, freight, lorry with refrigeration machine, 7.5-16 ton, EURO6, R134a refrigerant, cooling;GLO
0.059093440629606;EUR2005;d4591183-a1ce-4c6d-80fa-761edfb78aec;iron sinter production;IN
0.188870684061516;EUR2005;a34be1fd-b392-4901-9602-f7d25e46426d;market for transport, passenger car, large size, diesel, EURO 3;GLO
9986.883225019457;EUR2005;87967b5e-0e94-44b6-b9e0-328c747bd329;market for heat and power co-generation unit, 200kW electrical, diesel SCR, components for heat only;GLO
1213728.051124354;EUR2005;18eadf40-089b-441a-b868-5d07e9449992;water works construction, capacity 1.1E10l/year, ultrafiltration treatment;CA-QC
0.324;EUR2005;ffcb8cbb-77ab-4f87-8a94-87ca5b8ea79e;sugarcane processing, modern autonomous plant;BR
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity production, hydro, reservoir, non-alpine region;IN-KL
0.07939013532685699;EUR2005;070bc4e6-611e-4d09-9323-22013fc4ec8d;market for drying of maize grain;GLO
0.0676;EUR2005;bf6543c1-eb68-465b-85dd-d4f0cc107ec2;aluminium around steel bi-metal wire production, 3.67 mm external diameter;CA-QC
1.4;EUR2005;79b268ec-9d31-41d2-9bc0-fb12ae0d39fc;cocoa bean production, sun-dried;GH
0.18556;EUR2005;6ada853f-7787-4880-b159-826651fadee5;desulfurisation of hard coal flue gas;RER
0.03286018122806114;EUR2005;1b269b5c-9561-4809-b905-ec321866f3ce;market for operation, computer, desktop, with cathode ray tube display, active mode;GLO
1.8783252860000008;EUR2005;1ff7f238-0259-4b52-8c62-503a50be5a46;market for ethoxylated alcohol (AE3);RoW
1.673691611355864;EUR2005;59775542-59e4-4ac4-a9f3-6fa1f86f49cf;lightweight concrete block production, expanded perlite;CH
0.4800000000000004;EUR2005;97165d99-f445-4b78-8ec8-e145ecd787f4;market for bundle, energy wood, measured as dry mass;RoW
0.24100000000000005;EUR2005;5321a299-0c03-4bfc-9dda-d020456f6b2e;market for inorganic phosphorus fertiliser, as P2O5;MX
0.000397;EUR2005;c5adb1fb-872e-4446-a3bb-c4b61aa4bd45;market group for tap water;RER
0.004;EUR2005;b254bbdf-fb2b-4878-aec9-2a7820f3f32e;treatment of blast furnace gas, in power plant;RO
185.0;EUR2005;ef5d9b7f-0d4a-49b9-a2eb-eef36ded1c38;concrete production, 30MPa, for drilled piles, with cement, CEM II/B;RoW
0.0615;EUR2005;dba2f627-2df2-4bba-97dd-e6caf0c94edf;cement production, CEM IV/A;Europe without Switzerland
0.1;EUR2005;759b89bd-3aa6-42ad-b767-5bb9ef5d331d;market for electricity, medium voltage;SK
6.9;EUR2005;3368a0a2-0afa-4d18-aacd-7761dabc7112;market for printing ink, rotogravure, without solvent, in 55% toluene solution state;RoW
0.3019999999999998;EUR2005;ed50040b-8630-4560-9b12-dd6cb2c9d741;market for carrot;GLO
0.09770000000000005;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;market for electricity, high voltage;SV
0.479;EUR2005;e36aa595-9fc6-4eff-8f34-a9b11f460762;acetic acid production, product in 98% solution state;RER
1.14011488318848;EUR2005;ffcacf17-64fd-441b-a948-d11c3a5d0993;market for propanal;RoW
0.09769999999999995;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;market for electricity, high voltage;CA-SK
21852451.29104208;EUR2005;e349df37-4d2f-4654-bd54-6c68e03b6197;geothermal power plant construction;NZ
0.167009827;EUR2005;8d92e429-f0e0-58d7-86c0-bbd76ad096e7;sodium silver thiosulfate production;GLO
1.835;EUR2005;5c5d0acc-fe59-4c21-ab51-6690a4bbae8a;market for weaned calves, live weight;RoW
0.2409999999999999;EUR2005;5321a299-0c03-4bfc-9dda-d020456f6b2e;market for inorganic phosphorus fertiliser, as P2O5;IL
0.2478206412801824;EUR2005;7e034d72-d5bc-4f72-b2f6-9062337a2504;bitumen adhesive compound production, cold;RoW
0.1;EUR2005;759b89bd-3aa6-42ad-b767-5bb9ef5d331d;electricity voltage transformation from high to medium voltage;US-HICC
42841053544.0;EUR2005;bb6df298-3f43-4fa9-9359-0be51d35a1eb;hydropower plant construction, reservoir;RoW
1.05296589606455;EUR2005;4763bc2c-e81a-4aaa-8889-ac0b5cf677ff;market for chromium steel removed by milling, small parts;GLO
0.297;EUR2005;3990b197-a303-4c36-ae1c-c2ddebaad744;market for kerosene;RoW
0.1491477420981633;EUR2005;85a9dd8c-769e-4528-9a1a-105ab3269262;transport, passenger car, medium size, diesel, EURO 5;RER
0.205;EUR2005;609fae33-2e89-4b99-8129-b1f80a6dda33;market for natural gas, low pressure;RoW
1246666.283148328;EUR2005;b1434945-2545-49f2-a6b4-1af59c98c0e5;market for mine infrastructure, underground, uranium;GLO
0.127;EUR2005;3f5f5aef-3833-43d4-8b81-44123105afd7;irrigation, surface;CH
1.0899999999999999;EUR2005;34967617-78b9-4120-9fbc-b8bf2d3c115b;market for tomato, fresh grade;GLO
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity production, natural gas, conventional power plant;IN-UP
4.08;EUR2005;d85221ba-1d0f-4545-bf95-a2cbf51402dd;rare earth element mine operation and beneficiation, bastnaesite ore;CN-SC
0.0615;EUR2005;8fe6c917-4445-4c51-a103-b52dcca0d7ef;cement production, ART;CO
0.946416279765302;EUR2005;de7b41e1-9d0d-4730-9140-5261558c1c6a;wood preservation, spray tunnel/deluging, solvent-based preservative, indoor use, dry;RoW
48817.65385253965;EUR2005;b51b1bd2-f1f7-4562-bc27-47c42f0c8fce;market for heat and power co-generation unit, 200kW electrical, diesel SCR, common components for heat+electricity;GLO
0.005336900293866475;EUR2005;82befb8d-fc52-4942-b53f-67b526eb0c25;transport, freight, sea, ferry;GLO
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity production, wind, 1-3MW turbine, onshore;CA-PE
0.075;EUR2005;120d4874-c322-4173-988f-49841427a5c0;calcined clay production;BR
0.02056977030093481;EUR2005;05b915cd-3cd5-4e98-aea0-ff231cd4f4b1;market for horticultural fleece;GLO
0.015943;EUR2005;360ead90-c4b3-4103-9e8f-3e0055506985;impact extrusion of steel, warm, deformation stroke;RER
290.0;EUR2005;9795973a-54b4-43e2-879d-9291e235e4a4;tantalum powder production, capacitor-grade;RoW
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity production, natural gas, combined cycle power plant;KR
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity production, hard coal;RoW
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity production, oil;BE
0.004;EUR2005;fd3ee522-16db-41e4-967f-8bffe0b0ea87;gravel and sand quarry operation;CH
2.85706835505;EUR2005;228ed64c-e628-4457-8885-fb7184cf95a2;phosphorus production, white, liquid;RER
1.57;EUR2005;fe65e3f9-6827-53cd-9568-1165323f088f;butyldiglycol acetate production;GLO
6.539999999999998;EUR2005;6523c63f-40e2-4944-a5c7-16d9ed7b27f6;market for liquid manure tank trailer;GLO
0.18800000000000006;EUR2005;7c4dafff-fe18-45c0-92e4-857950032abb;market for inorganic potassium fertiliser, as K2O;IE
160.00000000000006;EUR2005;4a7cb413-a6f1-4b74-b366-c8ef7a781026;market for sawnwood, softwood, raw, dried (u=20%);RER
0.2779328898167106;EUR2005;c8073467-777a-4eee-ab21-5008a9b46e19;market for process-specific burdens, import of copper to Switzerland;GLO
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity production, oil;IN-JK
0.107;EUR2005;d69294d7-8d64-4915-a896-9996a014c410;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;US-WECC
0.65;EUR2005;8c1de2fe-b584-49b7-9b96-d8c50ed152c4;butene production, mixed;RoW
43348.5641884787;EUR2005;a20316af-08ff-4e90-b56d-9a99b716ba97;forwarder production, with terrain chipper;GLO
0.5369;EUR2005;9ba48284-0f03-4fec-800d-de77833b12f6;reinforcing steel production;AT
0.07596413683750952;EUR2005;02db23d4-0c70-4c90-98b6-2aa65ef4b268;transport, freight, aircraft, dedicated freight, very short haul;GLO
3.061806816298643;EUR2005;7d33e24d-dec8-4261-b1d6-09edd9d45bf6;brass turning, primarily roughing, conventional;RoW
0.047;EUR2005;1f41586d-0d8a-4c7c-8473-dd8351bab538;clinker production;ZA
4334580.0;EUR2005;bfdc2268-b9c4-462a-8971-4503ffdfbaf3;composting facility construction, open;CH
2.025;EUR2005;49719318-578e-40fe-b359-0780c8df9221;beef cattle production on pasture;RoW
0.107;EUR2005;7fe99768-d571-4bc2-a272-7df585bd0d48;hardwood forestry, mixed species, sustainable forest management;CH
0.47299999999999986;EUR2005;f5707bdf-f7e2-479b-b3ea-99c04de8a927;market for inorganic nitrogen fertiliser, as N;KE
160.0;EUR2005;2c3a5ee5-59d7-4b44-8403-9045dbf5d105;lath, softwood, raw, kiln drying to u=10%;RoW
0.34;EUR2005;96501bb6-a68f-41f5-a067-92137e816e05;sodium hypochlorite production, product in 15% solution state;RER
0.0106;EUR2005;71e2f1db-a2c5-44d0-8337-dfff15be974d;heat and power co-generation, wood chips, 6667 kW;IN-WB
122108.526966542;EUR2005;0bd7e3fc-8e16-4847-8a28-cdd87a81e0e5;mine construction, potash salt;RER
0.473;EUR2005;f5707bdf-f7e2-479b-b3ea-99c04de8a927;nutrient supply from NPK (15-15-15) fertiliser;RNA
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity, high voltage, import from DE;AT
1.280428682;EUR2005;5c57b4dd-48da-4182-b43a-18b99419efd0;maleic unsaturated polyester resin production;RER
44.33108632459341;EUR2005;60de37c6-15cf-4e4c-ab79-11deb3731de4;fuel cell production, stack polymer electrolyte membrane, 2kW electrical, future;CH
44.01606784572548;EUR2005;2b8a9ea3-5dea-47c1-9c37-e98a1dd9f2d0;printed wiring board production, through-hole mounted, unspecified, Pb free;GLO
0.166;EUR2005;a9007f10-7e39-4d50-8f4a-d6d03ce3d673;petroleum and gas production, onshore;NL
