amount;unit;flow;name;location
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity production, natural gas, conventional power plant;CN-SH
1.10869528576;EUR2005;aeaa3b03-0475-4c6a-9a5e-eb2323dc481a;titanium tetrachloride production;JP
1.1272861498036368;EUR2005;a5d022c6-c879-416a-bb1a-51b8c2c87bb1;market for EDTA, ethylenediaminetetraacetic acid;GLO
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity, high voltage, import from MX;GT
0.1;EUR2005;759b89bd-3aa6-42ad-b767-5bb9ef5d331d;market for electricity, medium voltage;MK
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity production, wind, 1-3MW turbine, onshore;SK
0.117738409;EUR2005;91ca277e-bd29-4777-ba5e-e6fe052f0913;operation, computer, laptop, 68% active work;CH
0.002611150685;EUR2005;c6dd4cd2-cacd-40ed-b2b5-9c54cc21cee6;process-specific burdens, municipal waste incineration;RoW
18107.000000000004;EUR2005;9eb12779-1ac9-4b9a-8545-3dc3b14761ed;market for oil storage, 3000l;GLO
0.073;EUR2005;1fb2e33c-efb6-42f9-99e0-f9024ace9fcc;hardwood forestry, mixed species, sustainable forest management;CH
0.0689;EUR2005;b1e480cc-6707-4f7f-898d-a7dc46437d3b;hot rolling, steel;Europe without Austria
8.58035949;EUR2005;bdfd256b-43c3-4b77-82e3-4191323564ea;laser machining, metal, with CO2-laser, 6000W power;CA-QC
0.138;EUR2005;2966d161-5281-47d6-86d3-efbb0a4b2110;market group for heavy fuel oil;RER
1.737695564548119;EUR2005;4135c4ce-e9ab-51d1-9c3e-592b616adb68;dimethyldichlorosilane production;GLO
17.4091002777261;EUR2005;b77c44e6-9d76-47c3-8f45-4e68ebf7dfff;market for magnesium-alloy, AZ91, diecast;GLO
0.002611150685;EUR2005;c6dd4cd2-cacd-40ed-b2b5-9c54cc21cee6;market for process-specific burdens, municipal waste incineration;CH
1.6122637390641272;EUR2005;4a9432d1-aaeb-4861-b776-822258862206;market for aluminium removed by turning, primarily roughing, conventional;GLO
2.975416727742;EUR2005;9888cbd6-aceb-4782-b174-36a91dd0e404;orbencarb production;RER
1.94448731284882;EUR2005;c3416676-694e-475d-8374-c6f458078a69;polyphenylene sulfide production;GLO
0.034;EUR2005;2c9486c9-1fc4-4535-a296-cd8f3bc0e1cd;market for bark;GLO
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity production, hard coal;HR
0.44;EUR2005;71051431-fb13-4033-a896-2c6ef0705d71;colemanite mine operation and beneficiation;RoW
0.16;EUR2005;6d423844-bec8-46c9-b905-dc609e79aa61;refinery gas production, petroleum refinery operation;Europe without Switzerland
0.107;EUR2005;d69294d7-8d64-4915-a896-9996a014c410;electricity voltage transformation from medium to low voltage;PY
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity production, hydro, reservoir, tropical region;RoW
0.473;EUR2005;f5707bdf-f7e2-479b-b3ea-99c04de8a927;nutrient supply from NPK (26-15-15) fertiliser;CN
1.28;EUR2005;0d89c476-685a-4501-bb4c-0f5d65becf13;market for bitumen seal, VA4;GLO
11.4;EUR2005;361e78e0-0094-48d2-b9a2-2c70921e5c1e;rare earth oxides production, from rare earth carbonate concentrate;CN-FJ
10688.0;EUR2005;879bc816-ead6-4d8d-a5fd-0aa6c97ad710;furnace production, wood chips, average storage area, 50kW;RoW
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity production, wind, >3MW turbine, onshore;AT
1.78;EUR2005;43c61790-cbeb-493e-8836-279a12ce3e43;market for xylene;RER
0.239;EUR2005;deb4f70c-bf2a-4cd3-bc3b-c71af8820da3;soybean production;US
293641.247510986;EUR2005;fdc5597b-6520-401e-a4a4-f76dedf2a1c7;market for helicopter;GLO
0.04603320268493879;EUR2005;1bed7aa6-94cd-445e-83f2-0ac811d8be86;market for deep drawing, steel, 3500 kN press, automode;GLO
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity, high voltage, import from TR;SY
160.0;EUR2005;4d99bc33-b641-4573-ada2-12a788afbbd5;market for sawnwood, beam, softwood, raw, dried (u=10%);Europe without Switzerland
0.079;EUR2005;451550a8-d9e6-4396-9f9a-97e752111228;treatment of waste wood, post-consumer, sorting and shredding;RoW
0.1;EUR2005;759b89bd-3aa6-42ad-b767-5bb9ef5d331d;electricity voltage transformation from high to medium voltage;RS
11.0;EUR2005;990922a0-97f0-4141-a63a-d0514daeee99;magnesium, for reuse in zirconium sponge production, to generic market for magnesium;FR
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity production, wind, <1MW turbine, onshore;RU
2.004117925;EUR2005;88fa9736-6a3b-5c51-b4c7-81a5d15dde83;hexamethylene-1,6-diisocyanate production;RER
32580.0;EUR2005;703d4093-582b-40f5-9ff6-58d533120fec;market for lorry, 28 metric ton;RER
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity production, wind, 1-3MW turbine, onshore;RO
0.1;EUR2005;759b89bd-3aa6-42ad-b767-5bb9ef5d331d;market for electricity, medium voltage;TM
0.431;EUR2005;d68ff014-fb83-4ac7-a312-641b085a3a08;market for nitric oxide;GLO
185.0;EUR2005;3fdbecc2-bb86-4c4b-8f5c-7b80e5e365c8;market for concrete, 25MPa;ZA
0.297;EUR2005;3990b197-a303-4c36-ae1c-c2ddebaad744;market for kerosene;CH
0.01;EUR2005;b3c58f5d-5815-487c-8b9c-4366e00d22dc;heat production, natural gas, at boiler fan burner low-NOx non-modulating <100kW;Europe without Switzerland
0.349;EUR2005;a3ee1ec6-ce17-430e-a475-f98f1b2890d2;milk production, from cow;CA-QC
11.08387;EUR2005;11985fce-629a-40c9-b2bc-03b9f707bced;zirconium sponge production, from zirconium tetrachloride;FR
0.5761989309163277;EUR2005;838aab4c-3cba-4528-ac67-52db590db910;market for bitumen seal, Alu80;GLO
0.15;EUR2005;ebb5a65b-75b5-4489-a065-b11b7b8543bd;anode production, paste, for aluminium electrolysis;IAI Area, Russia & RER w/o EU27 & EFTA
0.0106;EUR2005;71e2f1db-a2c5-44d0-8337-dfff15be974d;heat production, softwood chips from forest, at furnace 300kW;CH
41023970.09653481;EUR2005;60e49368-8f1a-49a1-87bd-4e9cb932a8d3;uranium mill construction;RoW
0.10699999999999997;EUR2005;d69294d7-8d64-4915-a896-9996a014c410;market for electricity, low voltage;LV
8.645046873136238;EUR2005;1a496c03-c02a-485a-af78-ac6564bf51cd;market for planting, sugarcane;GLO
185.0;EUR2005;7deb8cd6-8e29-4f14-aae0-b1dd046ad038;concrete production, 40MPa, for civil engineering, with cement, Portland;PE
0.001543746059272627;EUR2005;2bf774fd-4855-40e3-83f1-bbebd00557e2;mint seedling production, for planting;US
0.075;EUR2005;dc763799-ba2f-46a0-9b15-9cbd9d61139d;market for supplementary cementitious materials;RoW
0.91;EUR2005;9611236b-e75a-4622-90b2-308d9e4f4503;market for polystyrene foam slab, 10% recycled;GLO
71.43105014370295;EUR2005;ca439928-3048-44a5-9ec3-9cf32b52bdce;photovoltaics, electric installation for 3kWp module, at building;CH
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity production, wind, 2.3MW turbine, precast concrete tower, onshore;CA-QC
2004542632.0;EUR2005;0d3c67a6-3b18-4010-9703-47da3569fbc7;paper mill construction, non-integrated;RER
0.349392909;EUR2005;b21c5bf0-60da-4095-a5b4-cc8b8a3b2668;sodium sulfite production;RoW
18.89942691872666;EUR2005;e2d6dd95-4200-4497-901a-eaf6eaff4276;market for cathode, NCA, for Li-ion battery;RoW
0.0340395449274135;EUR2005;b0b26bf6-ed2c-4844-a0be-aa7cef435585;water pump operation, electric;ES
0.107;EUR2005;d69294d7-8d64-4915-a896-9996a014c410;electricity production, photovoltaic, 570kWp open ground installation, multi-Si;CN-XZ
0.1436820122012432;EUR2005;54db2e3a-ff7f-43df-bcc1-92ac1c82410a;impact extrusion of steel, warm, 1 strokes;RoW
0.1072673724144768;EUR2005;93d5bc32-a832-4ac1-960a-6705cdfaddc2;transport, passenger car, small size, natural gas, EURO 3;RER
10990468.22216;EUR2005;b3b9ef80-e096-4d20-9d1a-c1002e24362f;sanitary landfill facility construction;RoW
0.0083;EUR2005;1f6c6d72-b328-4f8b-841b-5e0ecb494989;transport, pipeline, onshore, long distance, natural gas;CN
0.1151505906462326;EUR2005;31ada85a-050c-45b9-b09d-51397f5d2c0c;market for rye grain, feed, Swiss integrated production;CH
0.0977;EUR2005;5d954e5c-1e6d-4f78-9fc3-d3857b7892cb;electricity production, natural gas, aluminium industry;IAI Area, South America
0.010599999999999991;EUR2005;1125e767-7b5d-442e-81d6-9b0d3e1919ac;market for heat, district or industrial, natural gas;RoW
0.0106;EUR2005;71e2f1db-a2c5-44d0-8337-dfff15be974d;heat and power co-generation, oil;DK
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity production, hydro, reservoir, non-alpine region;US-SERC
97.71788000000001;EUR2005;7416da9e-af4d-4667-a842-3288ff9d04d4;market for wood wool boards, cement bonded;RoW
41242.50296710708;EUR2005;e0224dd5-a071-4dae-ad9f-1bb93ad21a8f;milking parlour construction;CH
0.2700250313391661;EUR2005;4b60b7d1-1f63-444f-83b7-f922bff8254b;peanut seed production, at farm;IN
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity, high voltage, import from FI;NO
6101709.665727396;EUR2005;a08f56a6-8a65-42c0-94a0-73704de2fdb2;wastewater treatment facility construction, lagoon, capacity 1.0E9l/year;CA-QC
0.615;EUR2005;da32bb23-2d5e-4c85-9886-bb5a8cee78c4;liquid packaging board production;RoW
6101709.665727396;EUR2005;a08f56a6-8a65-42c0-94a0-73704de2fdb2;market for wastewater treatment facility, capacity 1E9l/year;GLO
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity, high voltage, import from GR;IT
1.2;EUR2005;b9d163af-230d-4a54-a9e0-27f894dc8c2a;acrylic acid production;RoW
320.2903691691571;EUR2005;0bd87d38-42ee-4029-8a5e-ba6b932e9ea2;market for printed wiring board, mounted mainboard, laptop computer, Pb free;GLO
1.395526985036884;EUR2005;de97cdc6-2141-426e-aab2-70b4afbc2e5b;sodium perborate production, monohydrate, powder;RER
0.210753023517516;EUR2005;58f087c9-c348-4c55-bdc4-9805b5a0239a;market for transport, passenger car, large size, petrol, EURO 5;GLO
0.107;EUR2005;d69294d7-8d64-4915-a896-9996a014c410;market for electricity, low voltage;OM
30.56586531262181;EUR2005;6534b875-82f0-4714-b31e-58214929b0a9;polyvinylfluoride, film production;US
0.107;EUR2005;d69294d7-8d64-4915-a896-9996a014c410;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;MK
0.704;EUR2005;f593c5c2-0980-43e9-8f70-617142b07bd6;fibre cement facing tile production, large format;CH
1.644722485312567;EUR2005;136f89b3-af52-4826-97f7-cc35f80f226f;seal production, natural rubber based;DE
491301.9098001714;EUR2005;3c7c79f6-f850-44f5-bf8d-b434adeff91b;maintenance, train, passenger, high-speed;RoW
657.6040452400001;EUR2005;bf0425ee-99c2-488e-9056-3495e9f4e9cb;deep well drilling, for deep geothermal power;WECC
0.0106;EUR2005;71e2f1db-a2c5-44d0-8337-dfff15be974d;heat and power co-generation, hard coal;AT
0.139872;EUR2005;64258a0a-b069-431d-839f-3e47c1a4d9c4;recultivation, limestone mine;CH
0.10699999999999997;EUR2005;d69294d7-8d64-4915-a896-9996a014c410;market for electricity, low voltage;IE
15.83000611838861;EUR2005;2f618520-1bd4-440c-84cd-045335db2e6c;tillage, harrowing, by offset disc harrow;RoW
0.239;EUR2005;deb4f70c-bf2a-4cd3-bc3b-c71af8820da3;soybean production;BR-RS
6.75;EUR2005;2ffc27c3-c08c-4d6e-a91d-98cf4765e065;market for lithium carbonate;GLO
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity production, hydro, reservoir, non-alpine region;CA-NF
0.02982105239802769;EUR2005;c7bd9b85-63d3-481e-b51b-00435cbd54e8;transport, passenger, motor scooter;CH
0.806;EUR2005;fec8576b-65e6-482e-a3c0-2e46e5854022;treatment of aluminium scrap, new, at remelter;RER
3.5;EUR2005;39d6e8fc-3213-473b-b515-9d0fd85d3a33;chromium steel pipe production;GLO
1.1097565166976298;EUR2005;12968f44-c081-4982-94da-d447bb56150b;market for anode, graphite, for Li-ion battery;RoW
0.107;EUR2005;d69294d7-8d64-4915-a896-9996a014c410;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;CN-XZ
0.0106;EUR2005;1125e767-7b5d-442e-81d6-9b0d3e1919ac;heat production, natural gas, at boiler modulating >100kW;Europe without Switzerland
2.232551676399273;EUR2005;3d455af5-1a55-4ac3-a685-4cb13e1d2097;isoproturon production;RER
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity production, oil;US-TRE
0.8479635093025047;EUR2005;751b5ee2-aa63-456c-8d7d-1af517fb7032;stone wool production, packed;RoW
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity production, wind, 1-3MW turbine, onshore;CN-YN
379.8311174111875;EUR2005;729005c5-811f-42a1-b599-fac315af9f3a;operation, housing system, cattle, tied;CH
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity production, wind, <1MW turbine, onshore;IN-AP
0.1;EUR2005;ba0676c3-a315-4a6a-84e5-17472054edb1;strontium mine operation and beneficiation;CN
1.29;EUR2005;6826a703-2476-42f3-bb7c-4f32594ab030;market for nylon 6-6, glass-filled;RER
3.37;EUR2005;53c35893-3698-4819-8994-b5484cf379b3;market for alkyd resin, long oil, without solvent, in 70% white spirit solution state;RER
0.8428613854828011;EUR2005;aaa19cdb-3011-46eb-9f08-a340a730c7bc;market for wood preservation, spray tunnel/deluging, organic solvent-based, outdoor use, no ground contact;GLO
0.02943677457623601;EUR2005;f9895e44-5657-47fc-8eec-a4985e2bce2e;transport, freight, lorry 16-32 metric ton, EURO3;RoW
0.7357695569000001;EUR2005;6b344179-5d4c-47cb-a440-0256a8b501a9;market for benzal chloride;RER
6.54;EUR2005;89c7b45d-490c-4877-8893-e097b0723fc6;harvester production;CH
0.18556;EUR2005;6ada853f-7787-4880-b159-826651fadee5;market for SOx retained, in hard coal flue gas desulfurisation;RoW
0.92;EUR2005;8cb6c7f7-c5c7-4507-91ea-8094de0dcfe8;stibnite mine operation and beneficiation;RoW
0.0775;EUR2005;906b050f-69fc-4c54-9069-e8672a669b10;lightweight concrete block production, pumice;DE
0.1;EUR2005;759b89bd-3aa6-42ad-b767-5bb9ef5d331d;electricity voltage transformation from high to medium voltage;DO
0.5461403278036366;EUR2005;5f855941-74ab-4d1d-9128-c52f680dc86e;market for white spirit;GLO
0.22;EUR2005;77e110eb-c54c-4210-8c49-38aff74dac63;sodium silicate production, furnace process, solid product;RER
41.8;EUR2005;bded6c5a-4dca-497e-bdd9-fcd343012087;slab and siding, hardwood, wet, measured as dry mass to generic market for residual hardwood, wet;CH
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity production, wind, <1MW turbine, onshore;CN-GS
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity, high voltage, import from CA-NB;US-NPCC
0.1560516586996203;EUR2005;7d4a6b92-6675-429e-9f3f-b184973577f5;market for transport, passenger car, EURO 4;RER
0.107;EUR2005;d69294d7-8d64-4915-a896-9996a014c410;electricity voltage transformation from medium to low voltage;CA-PE
4.199999999999999;EUR2005;b3b67831-8d80-4fbb-afe8-99db667f7426;market for glyphosate;GLO
293641.247510986;EUR2005;fdc5597b-6520-401e-a4a4-f76dedf2a1c7;helicopter production;GLO
0.0106;EUR2005;dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b;heat production, light fuel oil, at boiler 100kW condensing, non-modulating;Europe without Switzerland
1.77;EUR2005;7b8b6416-68c0-4f2d-ad8a-f1177a132064;market for lime, hydraulic;RER
6185.582719253851;EUR2005;975eca2c-0129-41cc-b920-2394b205994f;maintenance, heat and power co-generation unit, 160kW electrical;RoW
0.0106;EUR2005;dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b;heat production, anthracite, at stove 5-15kW;RoW
0.017826124739743654;EUR2005;52858e96-f7e8-4a24-b431-916fbb3d4c7b;sweetening, natural gas;DE
0.09770000000000005;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;market for electricity, high voltage;HN
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity production, wind, 1-3MW turbine, onshore;CN-CQ
1.052336364036364;EUR2005;e90a4d0e-9dd1-4031-84ca-30edcb6049c6;phthalimide production;RoW
5187.0;EUR2005;f31b56c1-49dc-425d-936e-6539a4e740ad;gas motor production, 206kW;RER
0.1;EUR2005;759b89bd-3aa6-42ad-b767-5bb9ef5d331d;market for electricity, medium voltage;BE
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity production, hydro, run-of-river;GR
0.107;EUR2005;d69294d7-8d64-4915-a896-9996a014c410;electricity voltage transformation from medium to low voltage;ER
0.24200000000000008;EUR2005;319ab25e-8c69-47bc-baeb-e22971136dfe;market for phosphoric acid, fertiliser grade, without water, in 70% solution state;RoW
31.56153074794;EUR2005;1f61a047-2cac-4f60-91c0-e60fb6b865a6;silicon production, multi-Si, casted;CA-QC
0.843653143398418;EUR2005;a2193d6a-1c79-42de-aa16-355543601b4e;liquid manure spreading, by vacuum tanker;CH
0.107;EUR2005;d69294d7-8d64-4915-a896-9996a014c410;electricity voltage transformation from medium to low voltage;CA-NT
0.685;EUR2005;f4eed19a-f927-5017-a69d-fe505180bb7d;market for used beverage cans;CH
0.6286357390641268;EUR2005;dc4f7e30-5436-4f74-af37-2c7164239032;market for steel removed by turning, primarily roughing, conventional;GLO
0.107;EUR2005;d69294d7-8d64-4915-a896-9996a014c410;market for electricity, low voltage;IL
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity, high voltage, import from JO;EG
0.1;EUR2005;759b89bd-3aa6-42ad-b767-5bb9ef5d331d;market for electricity, medium voltage;CA-NU
295.223581565755;EUR2005;5cb475d3-4cfa-432f-853b-c4b5254dc7e8;uranium production, centrifuge, enriched 4.0%;RoW
0.55;EUR2005;5d15df3e-fa54-45d5-85c6-5e3f5b89b20e;market for zinc scrap, post-consumer;GLO
0.0106;EUR2005;71e2f1db-a2c5-44d0-8337-dfff15be974d;heat and power co-generation, oil;PL
0.0615;EUR2005;de26c021-2a85-4ca6-ba19-7ff1b80b0a15;market for cement, CP II-E;BR
0.107;EUR2005;d69294d7-8d64-4915-a896-9996a014c410;electricity voltage transformation from medium to low voltage;IN-Eastern grid
0.0224552567054762;EUR2005;559d5695-102a-4beb-9f7f-3db334c9b51d;transport, freight, lorry 16-32 metric ton, EURO2;BR
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity production, hydro, reservoir, alpine region;IN-HP
13.6686714051394;EUR2005;2fadcb51-4a0a-5785-a2e1-87b4da0409ab;cobalt production;GLO
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity, high voltage, import from IT;GR
0.4679999999999998;EUR2005;817c3650-4fed-4ef2-b9b6-404a198834e6;market for steel, low-alloyed;GLO
1.12;EUR2005;9aa43f13-dfdb-45a0-ac93-8c4b0f7ddb84;market for aniline;RoW
0.11699999999999995;EUR2005;a00b7e35-1bc7-4b73-9df8-05f3dd07ffdb;market for lime;RoW
0.107527;EUR2005;51981001-f60a-4dce-ae66-c0aeef64015e;market for bamboo culm;PH
0.0977;EUR2005;5d954e5c-1e6d-4f78-9fc3-d3857b7892cb;electricity production, nuclear, aluminium industry;RoW
0.107;EUR2005;d69294d7-8d64-4915-a896-9996a014c410;market for electricity, low voltage;FR
1.316432014197003;EUR2005;73ba2ae4-7316-43af-86f5-89675d660f40;market for trimethyl borate;GLO
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity production, nuclear, pressure water reactor;CN-ZJ
11.7;EUR2005;5ab6bfdc-32e9-4061-82b6-ac18962a7885;market for silicon tetrahydride;GLO
0.1;EUR2005;759b89bd-3aa6-42ad-b767-5bb9ef5d331d;market for electricity, medium voltage;IN-Eastern grid
20.82562192957743;EUR2005;db1c2047-0778-4de6-a5ce-2e1714278d34;market for resistor, wirewound, through-hole mounting;GLO
0.09770000000000002;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;market for electricity, high voltage;ES
0.028;EUR2005;026c1068-871f-57e5-8fda-30d989615214;market for container, for collection of post-consumer waste plastic for recycling;CH
0.819401033872;EUR2005;f62099af-2f69-4a09-b3b3-bfea04cf46cd;ethylamine production;RoW
23.24;EUR2005;16492d65-da65-41ea-9c2f-acf7f938b5ab;NMC811 oxide production, for Li-ion battery;RoW
3401.0;EUR2005;af9351f4-34ee-48a2-a1df-da7ffa2875b5;furnace production, logs, hardwood storage area, 30kW;RoW
0.026;EUR2005;0ace02fa-eca5-482d-a829-c18e46a52db4;transport, freight train, steam;RoW
0.01566307857703371;EUR2005;93afc03f-5832-4ec0-8d76-cf6e62efff26;transport, freight, lorry >32 metric ton, EURO5;RER
1.395526985036884;EUR2005;de97cdc6-2141-426e-aab2-70b4afbc2e5b;market for sodium perborate, monohydrate, powder;GLO
0.0106;EUR2005;1125e767-7b5d-442e-81d6-9b0d3e1919ac;heat and power co-generation, natural gas, conventional power plant, 100MW electrical;US-MRO
0.16;EUR2005;680ea06e-19d5-4355-a71f-097106b8a059;chromite ore concentrate production;RoW
0.8460958960645502;EUR2005;9a63d81f-e922-4b53-85ff-d1074882d61e;steel turning, average, computer numerical controlled;RER
0.0106;EUR2005;71e2f1db-a2c5-44d0-8337-dfff15be974d;heat production, softwood chips from forest, at furnace 300kW, state-of-the-art 2014;RoW
0.37400000000000005;EUR2005;6e4f1a58-c17a-4c76-aecc-3b5180d4f6b5;market for wood wool;RoW
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity production, hydro, pumped storage;NO
2.132951696;EUR2005;6fea6eaf-02a4-5783-a79e-10c93c891212;market for lentil seed, for sowing;GLO
16.300000000000008;EUR2005;a7e1dd79-7f97-4f06-86f7-8965e13db3db;market for peat moss;GLO
11.7;EUR2005;c4230712-ca79-435b-bb28-37041635b772;textile production, cotton, circular knitting;RoW
1.513366276;EUR2005;550f6b4b-1612-4e72-b13a-4e000df4c4ef;cyanoacetic acid production;RER
0.268;EUR2005;b89dadb0-75e9-44fd-8d41-1ec8dcce23b6;light fuel oil production, petroleum refinery operation;Europe without Switzerland
0.0003969999999999999;EUR2005;c5adb1fb-872e-4446-a3bb-c4b61aa4bd45;market for tap water;RoW
185.0;EUR2005;1e8b4d56-39a8-4f15-b606-435b988945dc;unreinforced concrete production, 15MPa, with cement, CEM II/B;CH
8.25569697764948;EUR2005;2158c948-5317-40d4-9803-73a47fbcad35;cocoon production, silkworm rearing;IN
0.02895553137623601;EUR2005;c691b775-a65a-4b77-a588-c8c6cd01c725;market for transport, freight, lorry 16-32 metric ton, EURO6;RoW
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity production, oil;CN-HA
0.0615;EUR2005;4fcef539-9596-4d1f-911c-0241320c86ba;cement production, CP II-Z;BR
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity production, hydro, run-of-river;SI
0.27;EUR2005;1570a766-fe08-427f-94cb-6947995117ec;natural gas, liquefied, import from AE;GLO
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity production, hydro, pumped storage;US-NPCC
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity, high voltage, import from GE;AZ
0.304848990285;EUR2005;3fbcb3ea-30d6-5459-8ac1-955fb642e67f;market for single superphosphate;RoW
0.528625607203075;EUR2005;22cdac63-419a-4980-ad99-5c0caff0a614;soybean meal and crude oil production;BR
0.14;EUR2005;d4ee8f39-342b-4443-bbb9-c49b6801b5d6;concrete block production;RoW
15.09872850040695;EUR2005;cfaded1c-5fdd-46e0-9ccf-634da6d5d8ae;wood chipping, terrain chipper, diesel;RoW
37585549.60264276;EUR2005;915500af-3702-4039-8ea7-005a5f84cd2d;market for bentonite quarry infrastructure;GLO
2.073933327006;EUR2005;b47b9c9a-6a79-4a66-a5ac-0ff98a618084;market for metamitron;GLO
0.1;EUR2005;759b89bd-3aa6-42ad-b767-5bb9ef5d331d;market for electricity, medium voltage;TH
97.71788000000001;EUR2005;7416da9e-af4d-4667-a842-3288ff9d04d4;wood wool boards production, cement bonded;RER
0.107;EUR2005;d69294d7-8d64-4915-a896-9996a014c410;electricity production, photovoltaic, 570kWp open ground installation, multi-Si;CN-GZ
15492.2194696396;EUR2005;960bec1c-d3f1-496a-86d8-f8168245e465;skidder production;GLO
0.1;EUR2005;759b89bd-3aa6-42ad-b767-5bb9ef5d331d;electricity voltage transformation from high to medium voltage;DZ
0.0106;EUR2005;dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b;heat production, light fuel oil, at boiler 100kW, non-modulating;Europe without Switzerland
5.4;EUR2005;a18bcfed-b25b-45b7-853f-eb1b3191f439;carbon tetrachloride production;RoW
0.239;EUR2005;deb4f70c-bf2a-4cd3-bc3b-c71af8820da3;market for soybean;RoW
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity, high voltage, import from DZ;TN
0.43;EUR2005;b2c3da99-4052-4e12-b38f-4efee8371432;market for calcium carbide, technical grade;RER
0.000397;EUR2005;c5adb1fb-872e-4446-a3bb-c4b61aa4bd45;tap water production, conventional treatment;ZA
0.1;EUR2005;759b89bd-3aa6-42ad-b767-5bb9ef5d331d;electricity voltage transformation from high to medium voltage;BE
29.02965580019132;EUR2005;cf11031f-462b-48ce-857b-f36ed83e0095;printed wiring board production, for through-hole mounting, Pb free surface;GLO
19624711.19640415;EUR2005;28f2da0b-78ef-4715-ab9a-db1a5b17b2aa;blast furnace production;RER
24000000.0;EUR2005;884c48fb-56c9-44e5-a18e-b400b40cb2c4;power block installation, solar tower power plant, 20 MW;RoW
3.67;EUR2005;44defed2-3dc7-4d59-b3bc-23dacf1b9140;aluminium, ingot, primary, import from South America;IAI Area, EU27 & EFTA
0.10699999999999998;EUR2005;d69294d7-8d64-4915-a896-9996a014c410;market group for electricity, low voltage;UCTE
72252.0;EUR2005;971337d4-7826-4ec6-bfef-5e5c6dd517be;industrial furnace production, 1MW, oil;CH
2.118378255638194;EUR2005;f0347014-5771-4658-bcca-65a327ae34db;pea seed production, organic, for sowing;RoW
160.0;EUR2005;a1a4300c-8440-4eed-8205-24042aad6df7;beam, softwood, raw, kiln drying to u=20%;Europe without Switzerland
0.0004711936407863918;EUR2005;2741cea8-327f-4e0f-9401-b10858dc68f8;transport, freight, sea, container ship;GLO
0.437564415;EUR2005;15e08bcb-75e0-4f45-ab47-d6ddff721ebc;market for acetone, liquid;RoW
0.297;EUR2005;3990b197-a303-4c36-ae1c-c2ddebaad744;kerosene, import from RoW;PE
2815373.0;EUR2005;a0e53510-b90b-43ba-80cc-7600f5da004f;municipal waste incineration facility construction;CH
343.1588028792117;EUR2005;0e2551ac-9a5e-4883-96a1-52f1e5a4d556;market for gallium, semiconductor-grade;GLO
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity production, hydro, run-of-river;RO
0.471;EUR2005;38d493e9-6feb-4c66-86eb-2253ef8ee54d;sodium silicate production, furnace liquor, product in 37% solution state;RoW
707932169.4895129;EUR2005;75137e7d-0cdd-41a8-9a0d-8b926a27e5a5;uranium enrichment diffusion facility construction;RoW
0.004622;EUR2005;1c5d51e7-9762-5fbb-b707-03198c65b424;natural gas, burned in gas turbine;IT
