amount;unit;comment;flow;name;location
0.508;EUR2005;Calculated value based on data from United Nations Commodity Trade Statistics Database (comtrade.un.org). UN comtrade category: 680293 Worked granite. Year 2005. Using exchange rate of 1EURO = 1.209 USD. Average of price of import into 5 main markets (EU, US, JP, IN and CN).;fa18a7ed-8078-4d8b-8bd6-3d9a94ab0a5f;natural stone plate production, polished;RoW
0.0106;EUR2005;Average European district heat price from Ecoheatcool and Euroheat 2005-2006, Ecoheat Work package 1: The European heat market. Final report. 10.6 EUR/GJ i s the price of district heat. http://www.solarthermalworld.org/files/Ecoheatcool%20WP1%20Web.pdf?download;dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b;operation, solar collector system, evacuated tube collector, one-family house, for combined system;RoW
0.522;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: Same price as for methylcyclohexane has been assumed;4cf8fef9-7874-49bc-a4d6-e4091dc5a121;market for fraction 7 from naphtha separation;GLO
0.0977;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 94% of the average price (to account for a 6% loss in transformation and transmission) for electricity for industrial consumersin 2005 (excluded taxes). From IEA.;66c93e71-f32b-4591-901c-55395db5c132;electricity production, natural gas, combined cycle power plant;IN-GJ
0.107;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 94% of the average price (to account for a 6% loss in transformation and transmission) for electricity for industrial consumersin 2005 (excluded taxes). From IEA.;d69294d7-8d64-4915-a896-9996a014c410;electricity voltage transformation from medium to low voltage;TT
0.012;EUR2005;"Estimated to be the same price as ""straw"".";b5af62bc-efea-42c5-8dce-3b83b66a14dc;straw production, stand-alone production;CH
0.0977;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 94% of the average price (to account for a 6% loss in transformation and transmission) for electricity for industrial consumersin 2005 (excluded taxes). From IEA.;66c93e71-f32b-4591-901c-55395db5c132;electricity production, hydro, run-of-river;CN-HN
0.107;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 94% of the average price (to account for a 6% loss in transformation and transmission) for electricity for industrial consumersin 2005 (excluded taxes). From IEA.;d69294d7-8d64-4915-a896-9996a014c410;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;CN-QH
4.57;EUR2005;"Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application. Cross reference; Calculated value based on data from United Nations Commodity Trade Statistics Database (comtrade.un.org) is 2.4 Euro/kg. UN comtrade category: 740721 Bars, rods & profiles of copper-zinc base alloys. Year 2005. Using exchange rate of 1EURO = 1.209 USD. Average of price of import into 5 main markets (EU, US, JP, IN and CN).";34118ede-473b-4a05-8c6e-c5ea2942652d;market for brass removed by turning, average, computer numerical controlled;GLO
0.127;EUR2005;Calculated relative to 'Irrigating' ids 6978. Ecoinvent report 15, top page 65: 1/1200;3f5f5aef-3833-43d4-8b81-44123105afd7;irrigation;US
1.78;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;af729e94-ad8b-4c25-859c-e2f6aba1de16;market for sugar beet seed, for sowing;GLO
0.202;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;bf56bcc1-aecc-4c4f-aec3-9a35e967ae8a;rape seed production, organic, for sowing;RoW
0.754;EUR2005;Calculated value based on data from United Nations Commodity Trade Statistics Database (comtrade.un.org). UN comtrade category: 390130 Ethylene-vinyl acetate copolymers in primary forms. Year 2005. Using exchange rate of 1EURO = 1.209 USD. Average of price of import into 5 main markets (EU, US, JP, IN and CN).;c7c790e7-474f-495a-911e-bb905050682d;market for ethylene, pipeline system;RER
3.28;EUR2005;Temporary price. Calulated as the average of the price of tuna and hake.;a459eea1-4e62-4daf-9135-1aea9805aa90;landed tuna to generic market for marine fish;GLO
2.83;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;d5863802-d93f-4c5e-a028-bc34668ef3c5;market for machine operation, diesel, >= 74.57 kW, low load factor;GLO
80.0;EUR2005;"Expert judgement (Urs Luginbühl, Swiss Sawmilling industry, personal communication in June 2014). Cross-reference; FAOSTAT database; http://faostat.fao.org/site/626/DesktopDefault.aspx?PageID=626#ancor; Average import/export prices of EU for 'chips and particles'. Price: 48.76 Euro/m3. The density of the wood chips is 650 kg/m3. The price is calculated to be 0.075 EUR/kg.";42a1bdfc-883d-41f0-b83a-1c5527e34de7;market for sawlog and veneer log, softwood, measured as solid wood under bark;CA-QC
0.0977;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 94% of the average price (to account for a 6% loss in transformation and transmission) for electricity for industrial consumersin 2005 (excluded taxes). From IEA.;66c93e71-f32b-4591-901c-55395db5c132;heat and power co-generation, natural gas, conventional power plant, 100MW electrical;AU
0.03945;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;24f5a760-85ea-4ed7-a4f2-cff90141671b;market for transport, freight, lorry 7.5-16 metric ton, EURO5;RER
4.72;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;404074c5-9468-4ecb-8b65-bbc53783fcda;market for laser machining, metal, with CO2-laser, 2000W power;GLO
0.7;EUR2005;"From UN data (http://data.un.org/Data.aspx?q=polyethylene&d=ComTrade&f=_l1Code%3a40%3bcmdCode%3a390120); Polyethylene HDPE has gravity >0.94 from http://www.dynalabcorp.com/technical_info_hd_polyethylene.asp.";f3a6095a-d689-5bcf-8bd9-6ae701313632;market for polyethylene, high density, granulate, recycled;RoW
3451840.0;EUR2005;"The production volume of this product is small compared to other products supplied by the activities within the same ISIC 3 category. Therefore, an average price of products supplied by the activities in the same ISIC 3 code has been applied.This price is obtained as '-66 Machinery and equipment, EU27' (5.71 EURO2003/kg dry soilds) in the 'EU & DK Input Output Database' (available in SimaPro);  Weight: 64512 kg per unit. (Source: Existing ecoinvent documentation from ecoinvent v.2.2. From information in the dataset wind power plant 800kW, moving parts.). Extrapolated to relevant wind power plant by a factor 800/150.";abc562d5-8dd7-4fad-81fa-64174ef0a16a;market for wind power plant, 2MW, offshore, fixed parts;GLO
265.0;EUR2005;"Expert judgement (Urs Luginbühl, Swiss Sawmilling industry, personal communication in June 2014). Cross-reference; FAOSTAT (accessed 20140428). The price is calculated by using data on total world import quantity (m3) and import value (1000 USD), year 2005. 109432798 m3 of Sawnwood (C) - coniferous was imported in the world in 2005. The import value was 22249842000 USD. The calculated price is thus (22249842000/109432798=203*0.8=) 164 Euro.";96ca17ef-cd4b-410f-b50e-d00d58dd8b94;market for sawnwood, hardwood, dried (u=10%), planed;RoW
2.13;EUR2005;Calculated value based on data from United Nations Commodity Trade Statistics Database (comtrade.un.org). UN comtrade category: 3214 Putty, mastics, painters fillers etc (non-refractory). Year 2005. Using exchange rate of 1EURO = 1.209 USD. Average of price of import into 5 main markets (EU, US, JP, IN and CN).;aad176cd-625d-4e08-917b-6434e207accd;market for acrylic filler;RoW
0.00113;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;12beeeef-5f97-45c3-89ae-6174be37eb41;operation, reefer, cooling, 40-foot, high-cube, carbon dioxide, liquid as refrigerant;GLO
0.107;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 94% of the average price (to account for a 6% loss in transformation and transmission) for electricity for industrial consumersin 2005 (excluded taxes). From IEA.;d69294d7-8d64-4915-a896-9996a014c410;market for electricity, low voltage;BN
0.11;EUR2005;The price is estimated to be the same as for lime.;b055cb73-3656-4bb2-b53c-928352e1e8ac;lime production, hydrated, packed;RoW
0.107;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 94% of the average price (to account for a 6% loss in transformation and transmission) for electricity for industrial consumersin 2005 (excluded taxes). From IEA.;d69294d7-8d64-4915-a896-9996a014c410;market for electricity, low voltage;SERC
0.01;EUR2005;Average European district heat price from Ecoheatcool and Euroheat 2005-2006, Ecoheat Work package 1: The European heat market. Final report. 10.6 EUR/GJ i s the price of district heat. http://www.solarthermalworld.org/files/Ecoheatcool%20WP1%20Web.pdf?download;b3c58f5d-5815-487c-8b9c-4366e00d22dc;propane extraction, from liquefied petroleum gas;GLO
0.0106;EUR2005;Average European district heat price from Ecoheatcool and Euroheat 2005-2006, Ecoheat Work package 1: The European heat market. Final report. 10.6 EUR/GJ i s the price of district heat. http://www.solarthermalworld.org/files/Ecoheatcool%20WP1%20Web.pdf?download;71e2f1db-a2c5-44d0-8337-dfff15be974d;heat and power co-generation, diesel, 200kW electrical, SCR-NOx reduction;CH
1656000.0;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;d5d26aca-7e11-4b01-8d4e-967d3f89457c;market for storage building, chemicals, solid;GLO
0.00959;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;b940f2cb-0916-477f-9d15-916e96347330;market for internet access, videoconference, 0.7 Mbit/s;GLO
110.0;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;6300d56d-9a47-462c-8171-dd53f3f7bb8b;market for sputtering target, sintered, indium tin oxide;GLO
0.107;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 94% of the average price (to account for a 6% loss in transformation and transmission) for electricity for industrial consumersin 2005 (excluded taxes). From IEA.;d69294d7-8d64-4915-a896-9996a014c410;electricity voltage transformation from medium to low voltage;SG
0.0977;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 94% of the average price (to account for a 6% loss in transformation and transmission) for electricity for industrial consumersin 2005 (excluded taxes). From IEA.;66c93e71-f32b-4591-901c-55395db5c132;electricity production, wind, <1MW turbine, onshore;PT
0.0207;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;9c5b9099-11e9-4a60-af91-c0346cdf9395;market for cooling energy;GLO
0.678;EUR2005;Calculated value based on data from United Nations Commodity Trade Statistics Database (comtrade.un.org). UN comtrade category: 730640 Pipes and tubing, stainless steel, welded. Year 2005. Using exchange rate of 1EURO = 1.209 USD. Average of price of import into 5 main markets (EU, US, JP, IN and CN).;b761ec9b-9749-45a8-885f-71b5371e330e;chromium steel turning, primarily roughing, conventional;RoW
0.149;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;d7432632-40dc-4af8-8125-cb70dd9742c5;extrusion of plastic sheets and thermoforming, inline;FR
3.42e-05;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;7f8a51d3-2d37-4535-a185-3c2351aea9e6;sweet gas, burned in gas turbine;NO
1.35;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;0793f6d6-802f-40de-9a18-1f6bc0f351e5;market for rosin size, for paper production;RoW
0.0977;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 94% of the average price (to account for a 6% loss in transformation and transmission) for electricity for industrial consumersin 2005 (excluded taxes). From IEA.;66c93e71-f32b-4591-901c-55395db5c132;market for electricity, high voltage;CM
0.362;EUR2005;Calculated value based on data from United Nations Commodity Trade Statistics Database (comtrade.un.org). UN comtrade category: 310210 Urea, including aqueous solution in packs > 10kg. Year 2005. Using exchange rate of 1EURO = 1.209 USD. Average of price of import into 5 main markets (EU, US, JP, IN and CN).;e303fb73-b0e1-41ae-bddc-5e0e444eb3fb;treatment of used vegetable cooking oil, purification;CA-QC
5193.0;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;6874a6ba-4ed7-47c7-86d7-93ea0d49143c;air compressor production, screw-type compressor, 300kW;RER
724.0;EUR2005;"Calculated by 2.0 - Prices from UNDATA ""Industrial furnace, oven, incinerator non-electric ne"" (http://data.un.org/Data.aspx?q=industrial+furnace&d=ComTrade&f=_l1Code%3a84%3bcmdCode%3a841780). The prices are per kg and converted to per unit by summed weight of material concumption of the process in existing ecoinvent documentation from ecoinvent v.2.2. For weight of concrete, it is separately added for from price per m3 used of each unit and apply EU&DK input output database 2003 (0.08 Euro2003/kg DS of concrete => 176 Euro2003/m3 concrete).";8cfe7d7c-f0f3-410e-8bbb-b5cb3e994313;market for furnace, logs, average storage area, 6kW;GLO
0.0761;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;a8b337d2-72d7-4cec-a2ab-a105661011c1;transport, freight, small lorry with refrigeration machine, EURO4, R134a refrigerant, cooling to generic market;GLO
0.1;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 94% of the average price (to account for a 6% loss in transformation and transmission) for electricity for industrial consumersin 2005 (excluded taxes). From IEA.;4fcfb407-7879-42ad-9582-ab3fbfe5af10;market for electricity, medium voltage, aluminium industry;RNA
0.205;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;bcc2de51-bded-45a8-ac4b-0d9ea6d5b2b1;aluminium around steel bi-metal stranded cable production, 3x3.67mm external diameter wire;CA-QC
0.0761;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;c3c7fe25-71c0-4c57-bf6e-a7b781ee0a6c;transport, freight, small lorry with refrigeration machine, EURO6, CO2 refrigerant, freezing to generic market;GLO
0.126;EUR2005;"Temporary price data. Calculated as 90% of purchasers price based on: 2004 import and export prices (total trades (USD) divided by total weight (kg) in EU27, USA, China, Japan and India) from UN data - Calcium chloride (http://data.un.org/Data.aspx?q=calcium+chloride&d=ComTrade&f=_l1Code%3a29%3bcmdCode%3a282720; accessed 1 June 10).";a4a72d78-6642-4e02-bec4-8dcd7fc35d4a;soda production, solvay process;RoW
0.802;EUR2005;Calculated after Alibaba. Source: http://www.alibaba.com/product-detail/Glass-fiber-reinforced-plastic-sheet-Fiberglass_60408629556.html?spm=a2700.7724838.30.28.uclAAV;102d2161-b570-42cd-b646-1c44e47d23c5;market for glass fibre;GLO
0.1;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 94% of the average price (to account for a 6% loss in transformation and transmission) for electricity for industrial consumersin 2005 (excluded taxes). From IEA.;759b89bd-3aa6-42ad-b767-5bb9ef5d331d;market for electricity, medium voltage;ZW
0.174;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;92230601-ebf2-49ec-a12d-6da72af41b55;market for maize seed, Swiss integrated production, at farm;GLO
0.133;EUR2005;Calculated based on literature data. The import quantity of sugar beet pulp in 2005 is 2091854 ton. The import value is 336121000 USD. The resulting price is (import value/import quantity*0.827=) 0.044 EUR/kg.;e98c4987-0c27-4ad8-aa06-568bea573460;market for sugar beet pulp;GLO
50650.0;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;2e1d1b7d-eefc-4713-b9e5-0db3ed345ecd;market for wafer factory;GLO
0.141;EUR2005;"Global average price for gaseous chlorine derived from the global average price of liquid chlorine by substracting the cost of inputs (0.07 KWh of electricity, medium voltage) needed for the liquefaction (0.007EUR/kg of liquid chlorine at an electricity price of 0.1EUR/kWh). The price for liquid chlorine (0.148 EUR/kg) was calculated as weighted average of the European (238Eur/tonne), US (223EUR/tonne) and the Chinese (84EUR/tonne) (Tecnon OrbiCHem, 2016) price according to the region's market shares (Europe 15%, US 20%, China 45%) scaled to 100% (ruschlor.ru, 2014). 
Reference(s): 
Tecnon OrbiCHem. 2016. Chem-Netfacts, Chemical insight an foresight - on a single page, Chlorine, 1 April 2016, document requested at http://www.orbichem.com/Chem-Netfacts.aspx?P_ID=208, 6 October 2017;
ruschlor.ru. 2014. International Outlook for the Future of the Chinese Chlor-Alkali Industry retrieved from http://ruschlor.ru/english/images/stories/Pekin%20/Otchet_Engl/_.doc, 6 October 2017";0992e479-07eb-4837-8aa3-d4411f675dad;market for chlorine, gaseous;RoW
2350.0;EUR2005;"EU27 I/O database-68 Electronic machinery (4.02 EURO2003/kg dry soilds) in the 'EU & DK Input Output Database' (available in SimaPro); 150 kg";81080eb5-68db-4ba3-b75a-de1d4eb65158;market for oil boiler, 100kW;GLO
0.1;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 94% of the average price (to account for a 6% loss in transformation and transmission) for electricity for industrial consumersin 2005 (excluded taxes). From IEA.;759b89bd-3aa6-42ad-b767-5bb9ef5d331d;electricity voltage transformation from high to medium voltage;BY
0.1;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 94% of the average price (to account for a 6% loss in transformation and transmission) for electricity for industrial consumersin 2005 (excluded taxes). From IEA.;759b89bd-3aa6-42ad-b767-5bb9ef5d331d;electricity voltage transformation from high to medium voltage;CH
0.49;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;aecd9597-ca42-49be-b98b-97ab87058f50;tomato seedling production, in unheated greenhouse, for planting;RoW
5.08;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;75168394-3da2-467a-90a1-285836ccd00d;market for fertilising, by broadcaster;GLO
48.9;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;c4f7fc5e-1e0a-4ced-b431-76c8c539d95e;market for start-up, heat and power co-generation unit, 160kW electrical;GLO
0.127;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 2004 Import/Export data (total trades (USD) divided by total weight (kg) in EU27, USA, China, Japan and India) from UN Commodity Trade Statistics Database (http://data.un.org/Explorer.aspxDatabase [Accessed 2 July 2010]). Commodity: Hydrogen chloride (hydrochloric acid).;3ab60559-40d3-42e4-9cac-476a519098fa;hydrochloric acid production, from the reaction of hydrogen with chlorine;CA-QC
0.192;EUR2005;"Estimated to have the same price as the generic product ""petroleum"".";7c65ea22-94ec-466d-9e23-a130bd72b807;market for petroleum combustion, in drilling tests;GLO
0.073;EUR2005;Calculated value based on data from United Nations Commodity Trade Statistics Database (comtrade.un.org). UN comtrade category: 250810 Bentonite. Year 2005. Using exchange rate of 1EURO = 1.209 USD. Average of price of import into 5 main markets (EU, US, JP, IN and CN).;1fb2e33c-efb6-42f9-99e0-f9024ace9fcc;hardwood forestry, oak, sustainable forest management;RoW
0.1;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 94% of the average price (to account for a 6% loss in transformation and transmission) for electricity for industrial consumersin 2005 (excluded taxes). From IEA.;759b89bd-3aa6-42ad-b767-5bb9ef5d331d;electricity voltage transformation from high to medium voltage;CA-SK
5.0;EUR2005;Estimated based on purchasing price.;8a309022-83ff-455f-a0bd-17edef16b064;market for refrigerant R134a;GLO
0.02088;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;08b50381-c9ae-49ae-b279-5495b9f8f14a;market for operation, computer, desktop, office use;GLO
0.107;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 94% of the average price (to account for a 6% loss in transformation and transmission) for electricity for industrial consumersin 2005 (excluded taxes). From IEA.;d69294d7-8d64-4915-a896-9996a014c410;market for electricity, low voltage;MM
0.0977;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 94% of the average price (to account for a 6% loss in transformation and transmission) for electricity for industrial consumersin 2005 (excluded taxes). From IEA.;66c93e71-f32b-4591-901c-55395db5c132;electricity production, hydro, pumped storage;FRCC
0.155;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: Assumed to be the same prices as for heat using heating value for steam of 2.9 MJ/kg from Zah et al. (2007) Life cycle inventories of Detergents, Data v2.0 (2007), Ecoinvent report no.12.;28c2473e-1e11-4078-9a76-de9550553adc;air separation, cryogenic;CA-QC
3.05;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;28b3e3f2-6040-48bd-8558-9ff0d104b5e0;trifluoromethane production;GLO
0.004;EUR2005;Calculated from EU prices by use of exchange rates.;b254bbdf-fb2b-4878-aec9-2a7820f3f32e;treatment of blast furnace gas, in power plant;JP
0.153;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;648bdb63-6ff5-45e5-bcb4-411296a22c3d;transport, passenger car;RoW
24.0;EUR2005;Calculated value based on data from United Nations Commodity Trade Statistics Database (comtrade.un.org). UN comtrade category: 8546 Electrical insulators of any material. Year 2005. Using exchange rate of 1EURO = 1.209 USD. Average of price of import into 5 main markets (EU, US, JP, IN and CN).;d3392d17-8ac2-4a74-b8e8-c1b2e6784d3e;epoxy resin insulator, Al2O3 production;RER
0.0977;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 94% of the average price (to account for a 6% loss in transformation and transmission) for electricity for industrial consumersin 2005 (excluded taxes). From IEA.;66c93e71-f32b-4591-901c-55395db5c132;market for electricity, high voltage;RS
0.174;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;7c0ab4ca-e778-44c1-a33d-c26466d32c1a;market for energy and auxilliary inputs, metal working machine;RER
0.48;EUR2005;From UN trade database. http://data.un.org/  Calculated as average price for all chemicals in the category 'Trade of goods , US$, HS 1992, 28 Inorganic chemicals, precious metal compound, isotope'. Import data from the largest economies of the world are used (Brazil, India, USA, China, Japan and EU-27).;d349d8a1-79fb-433e-8bf4-64fbda6f657a;carbon monoxide production;RER
0.0046;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;f641be92-9d7b-4880-9fcf-ab5a24ea2dad;natural gas, burned in gas motor, for storage;DE
0.0977;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 94% of the average price (to account for a 6% loss in transformation and transmission) for electricity for industrial consumersin 2005 (excluded taxes). From IEA.;66c93e71-f32b-4591-901c-55395db5c132;heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical;ES
0.0977;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 94% of the average price (to account for a 6% loss in transformation and transmission) for electricity for industrial consumersin 2005 (excluded taxes). From IEA.;66c93e71-f32b-4591-901c-55395db5c132;heat and power co-generation, natural gas, conventional power plant, 100MW electrical;RO
0.1;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 94% of the average price (to account for a 6% loss in transformation and transmission) for electricity for industrial consumersin 2005 (excluded taxes). From IEA.;759b89bd-3aa6-42ad-b767-5bb9ef5d331d;market for electricity, medium voltage;KR
0.0188;EUR2005;"Estimated price. The amount of diesel needed to produce 1MJ of energy is 0.0234 kg. The price of diesel is 0.37 EUR. The resulting price is 0.0086 EUR. On top of the value of diesel there are other inputs from technosphere such as infrastructure. Therefore it has been decided, that the price will be set the 0.0187 EUR, i.e. the same as in case of ""diesel, burned in diesel-electric generating set"".";b0f4c2fb-5081-474a-8ffa-1457da8345db;market for diesel, burned in building machine;GLO
