amount;unit;comment;flow;name;location
0.047;EUR2005;Price assumed to be zero.;1f41586d-0d8a-4c7c-8473-dd8351bab538;market for clinker;CH
0.03976;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;ae39ee61-d4d0-4cce-93b4-0745344da5fa;market for transport, freight, lorry 7.5-16 metric ton, EURO3;RER
1.37;EUR2005;Calculated value based on data from United Nations Commodity Trade Statistics Database (comtrade.un.org). UN comtrade category: 390940 Phenolic resins, in primary forms. Year 2005. Using exchange rate of 1EURO = 1.209 USD. Average of price of import into 5 main markets (EU, US, JP, IN and CN).;0d84cdfe-bcf2-4821-8f34-d93b9f611c11;market for phenolic resin;RER
11890.0;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;8f4ffa67-3167-47ca-8355-f8d1a5030615;photovoltaic facade installation, 3kWp, multi-Si, panel, mounted, at building;CH
0.109;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: IEA Key world energy statistics 2004 (www.iea.org/textbase/nppdf/free/2004/keyworld2004.pdf);18e1cfa1-498b-4d93-bace-44cd2ae12596;market for biogas;RoW
0.1;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 94% of the average price (to account for a 6% loss in transformation and transmission) for electricity for industrial consumersin 2005 (excluded taxes). From IEA.;759b89bd-3aa6-42ad-b767-5bb9ef5d331d;natural gas, burned in gas turbine, for compressor station;RoW
0.0977;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 94% of the average price (to account for a 6% loss in transformation and transmission) for electricity for industrial consumersin 2005 (excluded taxes). From IEA.;66c93e71-f32b-4591-901c-55395db5c132;electricity, high voltage, import from IN-Southern grid;IN-Northern grid
6783.0;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;c5d96d5d-ba53-42b6-9dc5-7a21d1608af7;heat and power co-generation unit construction, 160kW electrical, components for electricity only;RER
0.02884;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;f9895e44-5657-47fc-8eec-a4985e2bce2e;market for transport, freight, lorry 16-32 metric ton, EURO3;RER
16.0;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;51d3e5e1-ebff-4b8c-b764-42bfe74434ea;market for tillage, rolling;GLO
0.1;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: Price for industrial users from IEA Key world energy statistics 2004 (www.iea.org). In addition, regarding label-certified electricity, the Swiss government has a market instrument for renewable energy which is calculated as the difference between the market price and the production price. This was started in 2009 and is 0.45 Rp/kWh (http://www.bfe.admin.ch/themen/00612/02073/index.html?lang=de). Therefore, the production price of label certified energy is assumed to be the supplyer price plus the 0.45Rp/kWh.The unit conversion from CH to EUR is based on the ecoinvent unit conversion file (1 CHF2005 = 0.644 EUR2005).;637ee275-a239-4dcb-b084-abfa110dd65b;market for electricity, for reuse in municipal waste incineration only;LU
0.107;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 94% of the average price (to account for a 6% loss in transformation and transmission) for electricity for industrial consumersin 2005 (excluded taxes). From IEA.;d69294d7-8d64-4915-a896-9996a014c410;electricity voltage transformation from medium to low voltage;DE
0.0067;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;8aa5cd19-c1ca-49f1-8efb-c7a28f5ad71f;market for section bar rolling, steel;GLO
0.1;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 94% of the average price (to account for a 6% loss in transformation and transmission) for electricity for industrial consumersin 2005 (excluded taxes). From IEA.;759b89bd-3aa6-42ad-b767-5bb9ef5d331d;electricity, from municipal waste incineration to generic market for electricity, medium voltage;PT
8.56;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;21663725-f3b4-4d6a-a45a-baf3cb343a6a;market for chimney;GLO
10.1;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;9d5356f8-1a39-495b-aa35-3f38379886b4;delimbing, with excavator-based processor;RER
0.76;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;a289fbe9-0efa-43ff-9c01-44503d641912;dimethyl sulfide production;RER
37793556.0;EUR2005;Convert from EU 27 price to the world by currency exchange rate.;cc6a23f6-7ba6-4355-a557-d92fbfb9602f;packaging box factory construction;RER
0.02088;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;08b50381-c9ae-49ae-b279-5495b9f8f14a;market for operation, computer, desktop, office use;GLO
0.01584;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;267c6637-2ba7-40dc-b17d-9d5eaa4f0fe5;impact extrusion of steel, hot, deformation stroke;RoW
1.45;EUR2005;From ICIS (http://www.icispricing.com/il_shared/Samples/SubPage10100075.asp). Commodity: 'Fatty acids'. Year 2011.;4aeb3a6c-81f4-4f6e-80b6-797b812e0792;fatty acid production, from palm oil;RER
897.0;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;7101abbb-e136-4f29-99e9-e4e89f9266ab;market for precious metal from electronics scrap, in anode slime;GLO
0.107;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 94% of the average price (to account for a 6% loss in transformation and transmission) for electricity for industrial consumersin 2005 (excluded taxes). From IEA.;d69294d7-8d64-4915-a896-9996a014c410;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;IN-TN
0.107;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 94% of the average price (to account for a 6% loss in transformation and transmission) for electricity for industrial consumersin 2005 (excluded taxes). From IEA.;d69294d7-8d64-4915-a896-9996a014c410;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;UA
0.01838;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;cf237b63-46c5-4567-b705-84bdac0a8ac6;market for operation, computer, desktop, with liquid crystal display, off mode;GLO
0.01868;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;2a88d06a-8d72-483a-b47c-04b4a7c95b09;market for operation, dried roughage store, cold-air dried, conventional;GLO
13560.0;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;0d4b2b9d-33d3-4c67-b91d-c2064357970d;market for photovoltaic slanted-roof installation, 3kWp, single-Si, laminated, integrated, on roof;GLO
1.14;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 2004 import and export prices (total trades (USD) divided by total weight (kg) in EU27, USA, China, Japan and India) from UN Commodity Trade Statistics Database  (http://data.un.org/Explorer.aspxDatabase [Accessed 2 July 2010]). Commodity: 'Butanols nes';dafa1eaf-3254-436c-a273-1f38b10ee28e;decarboxylative cyclization of adipic acid;RoW
0.187;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;6bcb7d07-3c26-45c4-a87a-ead2ac75a66a;market for transport, passenger car, large size, diesel, EURO 4;GLO
0.171;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;e110266e-a20e-41ae-a5f6-7dbcf0935abd;market for transport, passenger car, medium size, petrol, EURO 5;GLO
0.000397;EUR2005;Converted from EU price by using Purchasing Power Parities  (0.8458 in 2003 and 0.8426 in 2004);c5adb1fb-872e-4446-a3bb-c4b61aa4bd45;tap water production, artificial recharged wells;CA-QC
0.126;EUR2005;"Temporary price data. Calculated as 90% of purchasers price based on: 2004 import and export prices (total trades (USD) divided by total weight (kg) in EU27, USA, China, Japan and India) from UN data - Calcium chloride (http://data.un.org/Data.aspx?q=calcium+chloride&d=ComTrade&f=_l1Code%3a29%3bcmdCode%3a282720; accessed 1 June 10).";a4a72d78-6642-4e02-bec4-8dcd7fc35d4a;market for calcium chloride;RER
5419400.0;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;f456aceb-2c05-484d-afde-180ef35c0eec;market for gas power plant, 300MW electrical;GLO
236.0;EUR2005;"Calculated based on literature values. The price of 1 kg of wood-metal window frame is calculated to be 2.68 euro/kg. This price is calculated as a weighted average of prices calculated based on import (net trade) of this material from the world into 5 big economies; EU, Japan, China, India, USA. The net weight and the trade value is obtained from the UN Comtrade database (average of commodity no. 730830 Doors, windows, frames of iron or steel and commodity no. 441810 Windows, French-windows, frames, of wood), year 2005. The weight of the window is 83.4kg/m2 based on the description of the dataset.";96601c52-3d6a-4f6d-a657-5c4cc8c16453;market for window frame, wood, U=1.5 W/m2K;GLO
0.1;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 94% of the average price (to account for a 6% loss in transformation and transmission) for electricity for industrial consumersin 2005 (excluded taxes). From IEA.;4fcfb407-7879-42ad-9582-ab3fbfe5af10;market for electricity, medium voltage, aluminium industry;IAI Area, Asia, without China and GCC
0.107;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 94% of the average price (to account for a 6% loss in transformation and transmission) for electricity for industrial consumersin 2005 (excluded taxes). From IEA.;d69294d7-8d64-4915-a896-9996a014c410;electricity voltage transformation from medium to low voltage;KR
0.000433;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;124772cf-e0c0-4f79-9861-dc7091a49ead;market for transport, freight, sea, transoceanic tanker;GLO
0.127;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 2004 Import/Export data (total trades (USD) divided by total weight (kg) in EU27, USA, China, Japan and India) from UN Commodity Trade Statistics Database (http://data.un.org/Explorer.aspxDatabase [Accessed 2 July 2010]). Commodity: Hydrogen chloride (hydrochloric acid).;3ab60559-40d3-42e4-9cac-476a519098fa;hydrochloric acid production, from the reaction of hydrogen with chlorine;RER
0.1;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 94% of the average price (to account for a 6% loss in transformation and transmission) for electricity for industrial consumersin 2005 (excluded taxes). From IEA.;759b89bd-3aa6-42ad-b767-5bb9ef5d331d;market for electricity, medium voltage;ID
1332.0;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;eea4367a-96f1-46ca-8c58-8857714fc670;market for maintenance, light commercial vehicle;GLO
1.3;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: ecoinvent v2 report 'Bioenergy', chapter 'Biogas', page 188;788a9b6e-8251-438b-81d1-405920e2687e;market for butadiene;RER
0.0106;EUR2005;Average European district heat price from Ecoheatcool and Euroheat 2005-2006, Ecoheat Work package 1: The European heat market. Final report. 10.6 EUR/GJ i s the price of district heat. http://www.solarthermalworld.org/files/Ecoheatcool%20WP1%20Web.pdf?download;dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b;market for heat, central or small-scale, other than natural gas;RoW
0.188;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: ecoinvent v2 report 'Bioenergy', chapter 'Biogas', page 188;7c4dafff-fe18-45c0-92e4-857950032abb;nutrient supply from poultry manure, dried;GLO
0.107;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 94% of the average price (to account for a 6% loss in transformation and transmission) for electricity for industrial consumersin 2005 (excluded taxes). From IEA.;d69294d7-8d64-4915-a896-9996a014c410;electricity voltage transformation from medium to low voltage;JM
503437.0;EUR2005;"Average 2005 prices for EU27, USA, China, Japan and India from Import/Export data (US$ and tonnes) in UN Commodity Trade Statistics Database;  Commodity: Pipe-line submerged arc welded steel diameter >406mm. Unit in EUR/kg is converted to EUR/km based on dataset for pipeline production in Ecoinvent database. - For weight of concrete, it is separately added for from price per m3 used of each unit and apply EU&DK input output database 2003 (0.08 Euro2003/kg DS of concrete => 176 Euro2003/m3 concrete).  For weight of pitch, the price used in ecoinvent for this product is used, namely 4 EUR/kg. For diesel burned in building machine used in the construction, only the costs of diesel are taken into account, namely 0.37 EUR/kg. The lower heating value of diesel is 42.8 MJ/kg (Ecoinvent report I, pg 15). The price of sand is calculated in the Ecoinvent database as 0,004 EUR/kg";24e0c6bd-f875-4ec7-a615-05db8cb3115f;market for pipeline, natural gas, long distance, low capacity, onshore;GLO
0.494;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;bfc12aad-8c6e-42de-a21a-3a12c7d0ca1d;market for machine operation, diesel, < 18.64 kW, underground mining;GLO
13.5;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;cc7e810b-79d2-4c9c-96e6-60a3c739952c;market for transport, helicopter, LTO cycle;GLO
0.424;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;8b2dfb58-660d-44eb-b83f-5d9e28e467db;skimmed milk, from cow milk to generic market for protein feed;GLO
0.034;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;a514c9f2-0d4d-4ce2-809b-de4c29e74709;suction, sawdust;CA-QC
1.36;EUR2005;Calculated based on literature value (UN Commodity Trade Statistics Database) using data on trade value and net weight (kg). UN classification: 3814 Organic composite solvents, paint, varnish remover et. Using exchange rate of 1EURO = 1.209 USD.;c6c77fb4-9850-4849-be9e-71fc9656bc03;1,1-dimethylcyclopentane to generic market for solvent, organic;GLO
61.9;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;93880249-2fea-4042-ab23-7b3a75a185d9;market for photovoltaic cell, single-Si wafer;GLO
0.000397;EUR2005;Converted from EU price by using Purchasing Power Parities  (0.8458 in 2003 and 0.8426 in 2004);c5adb1fb-872e-4446-a3bb-c4b61aa4bd45;market for tap water;RoW
0.49;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;aecd9597-ca42-49be-b98b-97ab87058f50;tomato seedling production, in unheated greenhouse, for planting;MX
0.107;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 94% of the average price (to account for a 6% loss in transformation and transmission) for electricity for industrial consumersin 2005 (excluded taxes). From IEA.;d69294d7-8d64-4915-a896-9996a014c410;electricity voltage transformation from medium to low voltage;MN
0.04402;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;0826be50-8d6d-4f84-bcd4-6dad817586e6;market for transport, freight, lorry with refrigeration machine, 7.5-16 ton, EURO3, R134a refrigerant, freezing;GLO
1.3;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;a430f433-cdc8-45be-ace2-32a634634d3b;aluminium ingot, primary, to aluminium, cast alloy market;GLO
724.0;EUR2005;"Calculated by 2.0 - Prices from UNDATA ""Industrial furnace, oven, incinerator non-electric ne"" (http://data.un.org/Data.aspx?q=industrial+furnace&d=ComTrade&f=_l1Code%3a84%3bcmdCode%3a841780). The prices are per kg and converted to per unit by summed weight of material concumption of the process in existing ecoinvent documentation from ecoinvent v.2.2. For weight of concrete, it is separately added for from price per m3 used of each unit and apply EU&DK input output database 2003 (0.08 Euro2003/kg DS of concrete => 176 Euro2003/m3 concrete).";55dbb48f-1749-4545-9fc7-1900c96b91f1;furnace production, logs, hardwood storage area, 6kW;RoW
0.0977;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 94% of the average price (to account for a 6% loss in transformation and transmission) for electricity for industrial consumersin 2005 (excluded taxes). From IEA.;66c93e71-f32b-4591-901c-55395db5c132;electricity production, wind, 1-3MW turbine, onshore;TRE
0.02088;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;08b50381-c9ae-49ae-b279-5495b9f8f14a;operation, computer, desktop, with liquid crystal display, office use;CA-QC
0.0977;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 94% of the average price (to account for a 6% loss in transformation and transmission) for electricity for industrial consumersin 2005 (excluded taxes). From IEA.;66c93e71-f32b-4591-901c-55395db5c132;electricity production, hydro, reservoir, alpine region;IN-BR
406.0;EUR2005;Material for treatment;32b92bba-6384-4d3e-9d19-d64be49c3c56;market for passenger car maintenance;GLO
0.0977;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 94% of the average price (to account for a 6% loss in transformation and transmission) for electricity for industrial consumersin 2005 (excluded taxes). From IEA.;66c93e71-f32b-4591-901c-55395db5c132;electricity production, hydro, reservoir, alpine region;IN-MN
0.754;EUR2005;Calculated value based on data from United Nations Commodity Trade Statistics Database (comtrade.un.org). UN comtrade category: 390130 Ethylene-vinyl acetate copolymers in primary forms. Year 2005. Using exchange rate of 1EURO = 1.209 USD. Average of price of import into 5 main markets (EU, US, JP, IN and CN).;44e8a892-3178-4352-a898-722e68990fe9;market for ethylene, average;RER
0.1127;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;65e289a5-e378-41e7-9a41-bd51db029439;market for transport, passenger car, small size, diesel, EURO 3;GLO
0.035;EUR2005;Convert from EU 27 price to the world by currency exchange rate.;b3184435-d00c-5713-823d-5ff6741bfbbc;market for waste polyethylene terephthalate, for recycling, sorted;US
0.016;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: Assumed to be the same prices as for heat using heating value for steam of 2.9 MJ/kg from Zah et al. (2007) Life cycle inventories of Detergents, Data v2.0 (2007), Ecoinvent report no.12.;bd20be8e-9b7a-4391-980f-4ecf8f2867be;market for steam, in chemical industry;GLO
100000000.0;EUR2005;"Calculated based on literature value; http://www.indembassy.org.jo/user/Commerce/ reports full-fledged costs (no information what type) of a phosphoric acid plant with an annual production volume of 475000 tons to be 570 million USD (the phosphoric acid plant in ecoinvent has an annual production volume of 65000 tons (i.e. ~14%). Scaling linearly by means of the annual production volume (which is defenitley to optimistic) would result in costs of roughly 60 million EUR2005. Another source http://www.thefreelibrary.com/Petrokimia+Gresik+to+build+new+factories+to+cost+US$+1.1+billion.-a0297916001 reports cost (no information what type) for phosporic acid factory with roughly USD 200 million, i.e. roughly 128 million EUR2005. However, it provides no information for the annual production volume. Nevertheless, in the light of the lack of further information we estimate the production cost of the factory with 100 million EUR2005.";6abd94ee-c078-4163-8ba0-acbc45aa9423;market for phosphoric acid factory, fertiliser grade;GLO
0.01838;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;cf237b63-46c5-4567-b705-84bdac0a8ac6;operation, computer, desktop, with liquid crystal display, off mode;CA-QC
5.52;EUR2005;"Estimation. Average 2005 prices for EU27, USA, China, Japan and India from Import/Export data (US$ and tonnes) in UN Commodity Trade Statistics Database;  Commodity: Pesticides, rodenticides, nes, for retail sale";fbb039f7-f9cc-46d2-b631-313ddb125c1a;aluminium alloy production, AlLi;CA-QC
2.782433110085;EUR2005;"Calculated value based on data from United Nations Commodity Trade Statistics Database (comtrade.un.org). UN comtrade category: 150420 Fats and oils and their fractions; of fish, (excluding liver-oils). Year 2015. Using exchange rate of 1EURO = 1.209 USD. Average of price of import into 5 main markets (EU, US, IN, JPN and CN).";24878a86-f390-4b7e-9019-75947138a59b;market for fish oil;GLO
0.1148;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;2f874117-e51e-41c0-8cd5-dbb954b046d3;market for transport, freight, lorry with refrigeration machine, 3.5-7.5 ton, EURO3, carbon dioxide, liquid refr(...)_11;GLO
5.29;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;a873567a-d299-40bd-a8a7-640b31921c11;market for photovoltaic mounting system, for slanted-roof installation;GLO
0.127;EUR2005;Calculated relative to 'Irrigating' ids 6978. Ecoinvent report 15, top page 65: 1/1200;3f5f5aef-3833-43d4-8b81-44123105afd7;market for irrigation;CN
1.67;EUR2005;Calculated from EU prices by use of exchange rates.;8ed69bc7-09fe-420a-a282-014cbf5f278f;aluminium turning, primarily roughing, computer numerical controlled;RoW
0.0977;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 94% of the average price (to account for a 6% loss in transformation and transmission) for electricity for industrial consumersin 2005 (excluded taxes). From IEA.;66c93e71-f32b-4591-901c-55395db5c132;electricity production, hydro, reservoir, alpine region;CA-YK
0.552;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;4cc87eb6-20a4-4968-ab90-6d344d46755d;market for industrial machine, heavy, unspecified;GLO
0.0977;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 94% of the average price (to account for a 6% loss in transformation and transmission) for electricity for industrial consumersin 2005 (excluded taxes). From IEA.;66c93e71-f32b-4591-901c-55395db5c132;electricity, high voltage, import from PL;DE
155.15309668;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;8cc14249-6937-4cdf-9ab2-f838e03bb786;market for fish canning plant;GLO
2004542632.0;EUR2005;Convert from EU 27 price to the world by currency exchange rate.;0d3c67a6-3b18-4010-9703-47da3569fbc7;paper mill construction, non-integrated;RER
53.1;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;79b9ceea-f11c-4d24-9f30-057ebb8a34ba;market for dried roughage store, cold-air dried, conventional;GLO
