amount;unit;comment;flow;name;location
44038.0;EUR2005;"Average 2005 prices for EU27, USA, China, Japan and India from Import/Export data (US$ and tonnes) in UN Commodity Trade Statistics Database;  Commodity: Pipe-line submerged arc welded steel diameter >406mm. Unit in EUR/kg is converted to EUR/km based on dataset for pipeline production in Ecoinvent database. - For weight of concrete, it is separately added for from price per m3 used of each unit and apply EU&DK input output database 2003 (0.08 Euro2003/kg DS of concrete => 176 Euro2003/m3 concrete).  For weight of pitch, the price used in ecoinvent for this product is used, namely 4 EUR/kg. For diesel burned in building machine used in the construction, only the costs of diesel are taken into account, namely 0.37 EUR/kg. The lower heating value of diesel is 42.8 MJ/kg (Ecoinvent report I, pg 15). The price of sand is calculated in the Ecoinvent database as 0,004 EUR/kg";5f5a720f-df9c-4317-949a-8ceeefca4055;market for pipeline, natural gas, low pressure distribution network;GLO
265.0;EUR2005;"Expert judgement (Urs Luginbühl, Swiss Sawmilling industry, personal communication in June 2014). Cross-reference; FAOSTAT (accessed 20140428). The price is calculated by using data on total world import quantity (m3) and import value (1000 USD), year 2005. 109432798 m3 of Sawnwood (C) - coniferous was imported in the world in 2005. The import value was 22249842000 USD. The calculated price is thus (22249842000/109432798=203*0.8=) 164 Euro.";c1d67007-4d6c-49c3-b662-b640065bc57e;market for sawnwood, board, hardwood, dried (u=20%), planed;GLO
0.0977;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 94% of the average price (to account for a 6% loss in transformation and transmission) for electricity for industrial consumersin 2005 (excluded taxes). From IEA.;66c93e71-f32b-4591-901c-55395db5c132;treatment of blast furnace gas, in power plant;FI
51000000.0;EUR2005;Literature value. The value is taken from http://www.cembureau.be/about-cement/cement-industry-main-characteristics, accessed 20151214. The source indicates a value of 150M EUR per million tonnes annual capacity. A similar values was found in http://www.ethioembassy.org.uk/trade_and_investment/Selected%20Investment%20Project%20Profiles/Manufacturing/Non-metalic%20Products/Mini%20Cement.pdf, accessed 20151214, a project for mini cement plant in Ethiopia. The investement cost per kg was calculatated to be 0.13 EUR/kg (given an exchange rate for 2005 of 0.16 (UN treasury link to exchange rates history (2005-2015), Accessed 20150924). Both source do not report a date. Through the data it is presumed that the study in Ethiopia was conducted in 2003 for future construction of a plant and it is presumed that the cembureau information is up-to-date. It is therefore assumed that this price is valid for year 2005 to 2015.;c08228bd-b9ab-4278-a40b-2139980899b3;market for cement factory;GLO
0.127;EUR2005;Calculated relative to 'Irrigating' ids 6978. Ecoinvent report 15, top page 65: 1/1200;3f5f5aef-3833-43d4-8b81-44123105afd7;market for irrigation;IN
0.986;EUR2005;Temporary price data.Same price as basic steel from European Union statistics;b4d3bf0b-4192-4c37-b639-c85ace435c13;market for steel removed by turning, primarily dressing, computer numerical controlled;GLO
0.166;EUR2005;"Temporary price data. Calculated as 90% of purchasers price based on: 2005 price for Europe-27 Import (US$ and kg) in UN Commodity Trade Statistics Database - Natural gas in gaseous state (http://data.un.org/Data.aspx?q=natural+gas&d=ComTrade&f=_l1Code%3a28%3bcmdCode%3a271121; accessed 4 January 2011), using density of natural gas of 0.8 kg/m3 for unit conversion.";a9007f10-7e39-4d50-8f4a-d6d03ce3d673;evaporation of natural gas;RER
0.0106;EUR2005;Average European district heat price from Ecoheatcool and Euroheat 2005-2006, Ecoheat Work package 1: The European heat market. Final report. 10.6 EUR/GJ i s the price of district heat. http://www.solarthermalworld.org/files/Ecoheatcool%20WP1%20Web.pdf?download;dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b;heat and power co-generation, biogas, gas engine;MY
1.11;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application. Cross-reference: The consumer price for glyoxal is 100 EURO for 3kg. (http://www.sigmaaldrich.com/catalog/product/sial/128465?lang=de&region=DE&gclid=Cj0KEQjwt763BRDZx_Xg3-Pv2cABEiQAoDfeGJuUoSN7pTGYiHccPm0SLAgjI5sE1yVvyG4UclWcinMaAl4G8P8HAQ , accessed 20160421);7e94cd56-6eec-417d-a54e-39b07fdd8d4c;glyoxal production;RER
0.494;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;bfc12aad-8c6e-42de-a21a-3a12c7d0ca1d;machine operation, diesel, < 18.64 kW, underground mining;GLO
0.03945;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;24f5a760-85ea-4ed7-a4f2-cff90141671b;market for transport, freight, lorry 7.5-16 metric ton, EURO5;RER
3.5;EUR2005;Calculated value based on data from United Nations Commodity Trade Statistics Database (comtrade.un.org). UN comtrade category: 730640 Pipes and tubing, stainless steel, welded. Year 2005. Using exchange rate of 1EURO = 1.209 USD. Average of price of import into 5 main markets (EU, US, JP, IN and CN).;39d6e8fc-3213-473b-b515-9d0fd85d3a33;chromium steel pipe production;GLO
0.107;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 94% of the average price (to account for a 6% loss in transformation and transmission) for electricity for industrial consumersin 2005 (excluded taxes). From IEA.;d69294d7-8d64-4915-a896-9996a014c410;market for electricity, low voltage;NI
1.67;EUR2005;Calculated from EU prices by use of exchange rates.;76736f35-6812-4b73-967d-010efeda851f;aluminium milling, average;RoW
0.175;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;4f312355-ac65-4635-8fb2-006dba64ce60;treatment of municipal solid waste, incineration;DK
6.54;EUR2005;Calculated from IO 2003. See documentation file.;6523c63f-40e2-4944-a5c7-16d9ed7b27f6;liquid manure tank trailer production;CH
1.27;EUR2005;Calculated value based on data from United Nations Commodity Trade Statistics Database (comtrade.un.org, accessed 20140430). UN comtrade category: 7325 Cast articles, of iron or steel nes. Using exchange rate of 1EURO = 1.209 USD. Average (weigheted by the NetWeight of the import) of price of import into 5 main markets (EU, US, IN, JP, and CH). Data for the year 2005.;6d874a27-bc1e-45a5-8dcd-7d0754ee17d1;market for cast iron removed by turning, primarily roughing, conventional;GLO
0.0106;EUR2005;Average European district heat price from Ecoheatcool and Euroheat 2005-2006, Ecoheat Work package 1: The European heat market. Final report. 10.6 EUR/GJ i s the price of district heat. http://www.solarthermalworld.org/files/Ecoheatcool%20WP1%20Web.pdf?download;71e2f1db-a2c5-44d0-8337-dfff15be974d;heat, from municipal waste incineration to generic market for heat district or industrial, other than natural gas;PL
4.57;EUR2005;"Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application. Cross reference; Calculated value based on data from United Nations Commodity Trade Statistics Database (comtrade.un.org) is 2.4 Euro/kg. UN comtrade category: 740721 Bars, rods & profiles of copper-zinc base alloys. Year 2005. Using exchange rate of 1EURO = 1.209 USD. Average of price of import into 5 main markets (EU, US, JP, IN and CN).";34118ede-473b-4a05-8c6e-c5ea2942652d;brass turning, average, computer numerical controlled;RER
0.127;EUR2005;Calculated relative to 'Irrigating' ids 6978. Ecoinvent report 15, top page 65: 1/1200;3f5f5aef-3833-43d4-8b81-44123105afd7;market for irrigation;RoW
0.0977;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 94% of the average price (to account for a 6% loss in transformation and transmission) for electricity for industrial consumersin 2005 (excluded taxes). From IEA.;66c93e71-f32b-4591-901c-55395db5c132;market for electricity, high voltage;CU
0.474;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application. Cross-reference: The consumer price for chlorosulfonic acid is 92 EURO for 1kg. (http://www.sigmaaldrich.com/catalog/product/sial/571024?lang=de&region=DE , accessed 20160421);d5c99e46-7caa-4a97-b29d-9ceffdec1e75;market for chlorosulfonic acid;RER
0.806;EUR2005;Calculated from EU prices by use of exchange rates.;fec8576b-65e6-482e-a3c0-2e46e5854022;market for aluminium scrap, new;RER
0.704;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: ecoinvent v2 report 'Bioenergy', chapter 'Biogas', page 188;f593c5c2-0980-43e9-8f70-617142b07bd6;fibre cement facing tile production, large format;CH
0.035;EUR2005;Convert from EU 27 price to the world by currency exchange rate.;b3184435-d00c-5713-823d-5ff6741bfbbc;treatment of waste polyethylene terephthalate, for recycling, unsorted, sorting;US
6.72;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;746fcd09-118b-4e91-87be-64b0883ff04f;forwarding, forwarder;RER
0.149;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;d7432632-40dc-4af8-8125-cb70dd9742c5;wastewater treatment facility construction, lagoon, capacity 1.6E8l/year;CA-QC
0.073;EUR2005;Calculated value based on data from United Nations Commodity Trade Statistics Database (comtrade.un.org). UN comtrade category: 250810 Bentonite. Year 2005. Using exchange rate of 1EURO = 1.209 USD. Average of price of import into 5 main markets (EU, US, JP, IN and CN).;1fb2e33c-efb6-42f9-99e0-f9024ace9fcc;cork forestry;PT
2.24;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;fbf87b1b-6462-4557-b412-1a7f79b12efc;market for pendimethalin;GLO
0.107;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 94% of the average price (to account for a 6% loss in transformation and transmission) for electricity for industrial consumersin 2005 (excluded taxes). From IEA.;d69294d7-8d64-4915-a896-9996a014c410;electricity voltage transformation from medium to low voltage;CA-MB
0.0977;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 94% of the average price (to account for a 6% loss in transformation and transmission) for electricity for industrial consumersin 2005 (excluded taxes). From IEA.;66c93e71-f32b-4591-901c-55395db5c132;electricity production, wind, >3MW turbine, onshore;DE
6.82;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;3a9b33f8-d1b1-4bea-9df7-7db6846c6df6;market for samarium europium gadolinium concentrate, 94% rare earth oxide;GLO
0.0315;EUR2005;Convert from EU 27 price to the world by currency exchange rate.;d13ae29b-7d6a-55d2-8380-86343a80fed8;market for waste polyethylene terephthalate, for recycling, unsorted;CH
0.03561;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;994082a3-1fed-43f0-a510-6d9c151c8350;market for potato seed, organic, for setting;GLO
0.1141;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;90cf748b-ae7c-4d87-a874-0e86a970440d;market for transport, freight, lorry with refrigeration machine, 3.5-7.5 ton, EURO6, R134a refrigerant, cooling;GLO
0.028;EUR2005;Based on estimate for main materials and material processing amounting to 0.04 CHF per kg of collected PE/PET in Switzerland.;026c1068-871f-57e5-8fda-30d989615214;market for container, for collection of post-consumer waste plastic for recycling;RoW
0.107;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 94% of the average price (to account for a 6% loss in transformation and transmission) for electricity for industrial consumersin 2005 (excluded taxes). From IEA.;d69294d7-8d64-4915-a896-9996a014c410;electricity voltage transformation from medium to low voltage;TT
26.5;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;245732f4-a5ce-4881-816b-a207ba8df4c8;market for electronics, for control units;GLO
120511770.0;EUR2005;"EU27 I/O  database(in the 'EU & DK Input Output Database' (available in SimaPro)); -79 Building, non-residential EU 27 (calculated to be 38.169 EUR2003/kg). Based on consumption of  (_53 Iron basic, virgin, EU27;7.25517782294095E-3 kg/EUR building; 0.45 EUR2003 per kg DS), (_61 Iron, after first processing, EU27;5.8766830719783E-3kg/EUR building; 0.62 EUR2003 per kg DS), (_65 Fabricated metal products, except machinery, EU27; 8.9167022775554E-3 kg/EUR building; 3.63 EUR2003 per kg DS) and (_66 Machinery and equipment n.e.c., EU27;4.15071881936446E-3 kg/EUR building; 5.71 EUR2003 per kg DS) -3181500 kg";6e18e1d7-32f3-4cf1-a031-4ec384e79ec5;market for nuclear spent fuel conditioning facility;GLO
0.02399;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;cfbce515-3f54-4411-ad9d-3d26b7faa15a;transport, freight, lorry, all sizes, EURO3 to generic market for transport, freight, lorry, unspecified;RER
38274000.0;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;450d9dd6-4108-4f55-944e-87bc5bb0904e;market for mine infrastructure, gold and silver;GLO
0.179;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;ae2656f5-6d14-462d-972a-4c598951a405;market for maize seed, organic, for sowing;GLO
0.0106;EUR2005;Average European district heat price from Ecoheatcool and Euroheat 2005-2006, Ecoheat Work package 1: The European heat market. Final report. 10.6 EUR/GJ i s the price of district heat. http://www.solarthermalworld.org/files/Ecoheatcool%20WP1%20Web.pdf?download;dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b;operation, solar collector system, Cu flat plate collector, one-family house, for hot water;CH
0.0977;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 94% of the average price (to account for a 6% loss in transformation and transmission) for electricity for industrial consumersin 2005 (excluded taxes). From IEA.;66c93e71-f32b-4591-901c-55395db5c132;electricity production, hydro, pumped storage;CN-ZJ
0.107;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 94% of the average price (to account for a 6% loss in transformation and transmission) for electricity for industrial consumersin 2005 (excluded taxes). From IEA.;d69294d7-8d64-4915-a896-9996a014c410;electricity voltage transformation from medium to low voltage;NO
0.0977;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 94% of the average price (to account for a 6% loss in transformation and transmission) for electricity for industrial consumersin 2005 (excluded taxes). From IEA.;66c93e71-f32b-4591-901c-55395db5c132;heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014;PT
2.28;EUR2005;Calculated from EU prices by use of exchange rates.;e8ce7dac-b45a-4dd3-b978-3a4bcb1152f4;market for aluminium removed by milling, dressing;GLO
0.016;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;46f10d01-11e9-4e24-b68e-920100c4878f;market for ryegrass-red&Egyptian clover-mixture silage;GLO
0.1;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 94% of the average price (to account for a 6% loss in transformation and transmission) for electricity for industrial consumersin 2005 (excluded taxes). From IEA.;759b89bd-3aa6-42ad-b767-5bb9ef5d331d;market for electricity, medium voltage;DK
0.98;EUR2005;Calculated value based on data from United Nations Commodity Trade Statistics Database (comtrade.un.org). UN comtrade category: 292111 Methylamine, di- or trimethylamine, salts. Year 2005. Using exchange rate of 1EURO = 1.209 USD. Average of price of import into 5 main markets (EU, US, JP, IN and CN).;abb7adc8-c87d-4c4e-b91c-b23f88135a59;market for trimethylamine;RoW
0.0106;EUR2005;Average European district heat price from Ecoheatcool and Euroheat 2005-2006, Ecoheat Work package 1: The European heat market. Final report. 10.6 EUR/GJ i s the price of district heat. http://www.solarthermalworld.org/files/Ecoheatcool%20WP1%20Web.pdf?download;1125e767-7b5d-442e-81d6-9b0d3e1919ac;heat production, natural gas, at boiler modulating >100kW;Europe without Switzerland
0.404;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 2004 import and export prices (total trades (USD) divided by total weight (kg) in EU27, USA, China, Japan and India) from UN Commodity Trade Statistics Database  (http://data.un.org/Explorer.aspxDatabase [Accessed 2 July 2010]). Commodity: Formic acid;118a9202-6b68-44aa-82b5-2c2bf5bc02cf;decarboxylative cyclization of adipic acid;RER
0.107;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 94% of the average price (to account for a 6% loss in transformation and transmission) for electricity for industrial consumersin 2005 (excluded taxes). From IEA.;d69294d7-8d64-4915-a896-9996a014c410;market for electricity, low voltage;CA-NS
0.222;EUR2005;"Temporary price data. Calculated as 90% of purchasers price based on: 2004 import and export prices (total trades (USD) divided by total weight (kg) in EU27, USA, China, Japan and India) from UN data - Calcium chloride (http://data.un.org/Data.aspx?q=calcium+chloride&d=ComTrade&f=_l1Code%3a29%3bcmdCode%3a282720; accessed 1 June 10).";dae62135-2e34-4b47-bed2-e2ea1e137cd8;sodium chloride production, brine solution;RER
