amount;unit;comment;flow;name;location
0.241;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 2004 prices are calculated on basis of Import/Export data (tonnes and US$) from UN Trade Statistics Database (http://data.un.org/Browse.aspx?d=ComTrade, accessed 7/7-2010). N, P2O5, or K2O content (http://www.fertilizer.org/ifa/Home-Page/STATISTICS/Conversions-factors);5321a299-0c03-4bfc-9dda-d020456f6b2e;market for inorganic phosphorus fertiliser, as P2O5;CL
0.094;EUR2005;Calculated value based on data from United Nations Commodity Trade Statistics Database (comtrade.un.org). UN comtrade category: 252321 Portland cement, white or white artificially coloured. Year 2005. Using exchange rate of 1EURO = 1.209 USD. Average of price of import into 5 main markets (EU, US, JP, IN and CN).;d454e221-5f08-4259-b46b-31d0dbe595d1;market for cement mortar;IN
0.412;EUR2005;Temporary price data.Same price as basic steel from European Union statistics;8cb650d5-8a48-4719-81b1-2080b3b4387f;market for steel, low-alloyed, hot rolled;GLO
0.00936768149882904;EUR2005;Calculated based on the price of diesel and the relative input of diesel to this activity.;79838d89-26c0-4781-b17f-a0deb787d482;diesel, burned in fishing vessel;GLO
0.149;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: estimated at 85% of sorted scrap;d7432632-40dc-4af8-8125-cb70dd9742c5;beef cattle production on pasture;RoW
0.166;EUR2005;"Temporary price data. Calculated as 90% of purchasers price based on: 2005 price for Europe-27 Import (US$ and kg) in UN Commodity Trade Statistics Database - Natural gas in gaseous state (http://data.un.org/Data.aspx?q=natural+gas&d=ComTrade&f=_l1Code%3a28%3bcmdCode%3a271121; accessed 4 January 2011), using density of natural gas of 0.8 kg/m3 for unit conversion.";a9007f10-7e39-4d50-8f4a-d6d03ce3d673;natural gas, high pressure, import from RU;DE
79.5;EUR2005;Calculated value based on data from United Nations Commodity Trade Statistics Database (comtrade.un.org). UN comtrade category: 840130 Fuel elements non-irradiated, for nuclear reactors. Year 2005. Using exchange rate of 1EURO = 1.209 USD. Average of price of import into 4 main markets (EU, US, JP and CN).;cacf7090-a406-469b-acad-5bab2d2bb7a1;dung slab construction;CH
2.84;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: Source: USGS Mineral Yearbook 2007, Table 1 in <http://minerals.usgs.gov/minerals/pubs/commodity/recycle/myb1-2007-recyc.pdf>;cc0d4252-6207-41d6-8567-bcbad58a7bef;treatment of municipal solid waste, open burning;GLO
0.0977;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 94% of the average price (to account for a 6% loss in transformation and transmission) for electricity for industrial consumersin 2005 (excluded taxes). From IEA.;66c93e71-f32b-4591-901c-55395db5c132;heat and power co-generation, natural gas, conventional power plant, 100MW electrical;CA-AB
10.2774454049419;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;cf9b55af-2e87-4898-958a-b789dd66d5fa;market for silencer, steel, DN 125;GLO
0.0977;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 94% of the average price (to account for a 6% loss in transformation and transmission) for electricity for industrial consumersin 2005 (excluded taxes). From IEA.;66c93e71-f32b-4591-901c-55395db5c132;electricity production, wind, >3MW turbine, onshore;CZ
0.0977;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 94% of the average price (to account for a 6% loss in transformation and transmission) for electricity for industrial consumersin 2005 (excluded taxes). From IEA.;66c93e71-f32b-4591-901c-55395db5c132;electricity, high voltage, import from DE;AT
0.715;EUR2005;Information from personal communication with SQM S.A. (https://www.sqm.com/en/): the average market price for nitrate salts used in solar power application in 2019 is approximately 800USD per metric tonne. See also SQM 2018 Results, http://s1.q4cdn.com/793210788/files/doc_presentations/2018/07/SQM-CorpPres_1Q18_long-final_12jul2018-update.pdf, accessed June 2019. Converted to EUR applying an exchange rate of 1.12 USD/EUR (as of June 2019).;e40669db-1c25-4340-8976-5db555ea8f6d;market for nitrate salts, for solar power application;GLO
0.2481694614131;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;a0ba6a2c-191c-4f4c-9253-f68034bee6ae;market for biomethane, medium pressure, vehicle grade;CH
0.0106;EUR2005;Average European district heat price from Ecoheatcool and Euroheat 2005-2006, Ecoheat Work package 1: The European heat market. Final report. 10.6 EUR/GJ i s the price of district heat. http://www.solarthermalworld.org/files/Ecoheatcool%20WP1%20Web.pdf?download;71e2f1db-a2c5-44d0-8337-dfff15be974d;treatment of blast furnace gas, in power plant;CN-HN
0.1;EUR2005;Calculated to be between the price of electricity, high voltage and electricity, low voltage.;759b89bd-3aa6-42ad-b767-5bb9ef5d331d;electricity voltage transformation from high to medium voltage;NG
0.726;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 2004 import and export prices (total trades (USD) divided by total weight (kg) in EU27, USA, China, Japan and India) from UN Commodity Trade Statistics Database  (http://data.un.org/Explorer.aspxDatabase [Accessed 2 July 2010]). Commodity: 'Chlorobenzene, o-dichlorobenzene and p-dichlorobenzen';b2651a4d-dbb8-4fb9-b5eb-457193dc543d;market for p-dichlorobenzene;RER
1.1519945842068;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;7310faf6-857d-4013-8fa4-043200a2c0e7;market for anode, silicon coated graphite, for Li-ion battery;RoW
0.989903964540754;EUR2005;Estimated based on the price of cadmium and cadmium content of cadmium sludge. Based on the production process of primary cadmium, it is assumed that the value of cadmium sludge is equal to 80% of the value of cadmium it contains. ;27299f2c-5571-422a-8c7d-c0f8498b5704;market for cadmium sludge from zinc electrolysis;GLO
0.034;EUR2005;Data on Import/Export (USD/kg) from UN data has been used. (http://data.un.org/Data.aspx?d=ComTrade&f=_l1Code%3a45, [accessed 10th June 2010]) Commodity: 'Sawdust, wood waste or scrap'. A density of 250 kg/m3 was used to convert from M3 to kg (data on density: http://wiki.answers.com/Q/What_is_the_density_of_sawdust, [Accessed 13 June 2010]).;2c9486c9-1fc4-4535-a296-cd8f3bc0e1cd;sawing, hardwood;Europe without Switzerland
1351033.38965643;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;3f7cf9ef-4608-4f6b-b628-071bcdb69f3a;market for oil mill;GLO
0.094;EUR2005;Calculated value based on data from United Nations Commodity Trade Statistics Database (comtrade.un.org). UN comtrade category: 252321 Portland cement, white or white artificially coloured. Year 2005. Using exchange rate of 1EURO = 1.209 USD. Average of price of import into 5 main markets (EU, US, JP, IN and CN).;d454e221-5f08-4259-b46b-31d0dbe595d1;cement mortar production;CH
0.0977;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 94% of the average price (to account for a 6% loss in transformation and transmission) for electricity for industrial consumersin 2005 (excluded taxes). From IEA.;66c93e71-f32b-4591-901c-55395db5c132;electricity, high voltage, import from BG;RO
1.525718286;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;ac21a604-4cf8-4b71-8900-03c2d3aa6694;market for retention aid, for paper production;RER
0.118308398692912;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;3e914ece-73a4-4769-9d14-eab87b6d1fc1;transport, freight, lorry with refrigeration machine, 3.5-7.5 ton, EURO4, carbon dioxide, liquid refrigerant, cooling;GLO
0.1;EUR2005;Calculated to be between the price of electricity, high voltage and electricity, low voltage.;759b89bd-3aa6-42ad-b767-5bb9ef5d331d;electricity voltage transformation from high to medium voltage;IT
0.0467;EUR2005;"Calculated based on literature value (UN Commodity Trade Statistics Database) using data on trade value and net weight (kg) for 5 reference countries/regions (EU-27, USA, JP, CN and IN) which weighted (by net weight) average  is assumed to be a good approximation of the global price. The UN classification; 2601 Iron ores and concentrates, roasted iron pyrites (accessed 20140508). Data for the year 2005.";cb262c3c-a7c7-4781-82e6-e1e90dd92b65;iron ore beneficiation;IN
185.0;EUR2005;Calculated value based on data from United Nations Commodity Trade Statistics Database (comtrade.un.org). UN comtrade category: 681019 Tiles & flagstones of cement, concrete, artificial ston. Year 2005. Using exchange rate of 1EURO = 1.209 USD. Average of price of import into 5 main markets (EU, US, JP, IN and CN).;7deb8cd6-8e29-4f14-aae0-b1dd046ad038;market for concrete, 40MPa;RoW
52000000.0;EUR2005;"Telsnig 2015: Investment cost for the thermal storage system of a 50MW CSP solar thermal parabolic trough plant in South Africa (EUR2010) with limited storage capacity (see Table 4-4 in Telsnig, 2015). 
Reference(s): Telsnig, Thomas. 2015. Standortabhängige Analyse und Bewertung solarthermischer Kraftwerke am Beispiel Südafrikas. Forschungsbericht. Band 123. ISSN 0938-1228. Institut für Energiewirtschaft und Rationelle Energieanwendung, Universität Stuttgart, Germany.";c31e712c-3536-476f-997b-6bca9b530651;market for thermal storage system, solar thermal parabolic trough, 50 MW;GLO
169.09707790783;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;f273f526-f8c5-41cb-965b-c7ad173d8e67;hot water tank production, 600l;RoW
0.0977;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 94% of the average price (to account for a 6% loss in transformation and transmission) for electricity for industrial consumersin 2005 (excluded taxes). From IEA.;66c93e71-f32b-4591-901c-55395db5c132;electricity, high voltage, import from PL;LT
0.466;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 2004 Import/Export data (total trades (USD) divided by total weight (kg) in EU27, USA, China, Japan and India) from UN Commodity Trade Statistics Database (http://data.un.org/Explorer.aspxDatabase [Accessed 2 July 2010]). Commodity: 'Salts of formic acid'.;c38bc109-9347-463e-b539-2833c7c066d8;sodium formate production;GLO
0.035;EUR2005;Convert from EU 27 price to the world by currency exchange rate.;ed25f589-c6c8-56a7-a518-b01dd3e8a453;market for waste polyethylene, for recycling, sorted;CH
151.0;EUR2005;"Temporary price data. Calculated as 90% of purchasers price based on: 2004 export prices for the World+ according to: http://faostat.fao.org/site/626/DesktopDefault.aspx?PageID=626#ancor downloaded 28 April 2009; calculated as export value divided by export volume.";2669baa0-c363-4ba4-bb4d-6c7cff61d241;market for sawnwood, softwood, dried (u=20%), planed;RoW
0.473;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 2004 prices are calculated on basis of Import/Export data (tonnes and US$) from UN Trade Statistics Database (http://data.un.org/Browse.aspx?d=ComTrade, accessed 7/7-2010). N, P2O5, or K2O content (http://www.fertilizer.org/ifa/Home-Page/STATISTICS/Conversions-factors);f5707bdf-f7e2-479b-b3ea-99c04de8a927;market for inorganic nitrogen fertiliser, as N;IN
0.0615;EUR2005;2005 import and export prices (total trades (USD) divided by total weight (kg) in China, India, USA, Japan, Russia and Europe, major producers and consumers (http://www.cementchina.net/freport/showfre.asp?id=749) from UN Commodity Trade Statistics Database  (http://data.un.org/Explorer.aspxDatabase [Accessed 2 July 2010]). Commodity: Cement (portland, aluminious, slag or hydraulic);06d2feef-655c-472f-a9a2-4b40d49e253a;cement production, blast furnace slag 21-35%;RoW
0.0977;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 94% of the average price (to account for a 6% loss in transformation and transmission) for electricity for industrial consumersin 2005 (excluded taxes). From IEA.;66c93e71-f32b-4591-901c-55395db5c132;electricity, high voltage, import from RAF;CM
0.0106;EUR2005;Average European district heat price from Ecoheatcool and Euroheat 2005-2006, Ecoheat Work package 1: The European heat market. Final report. 10.6 EUR/GJ i s the price of district heat. http://www.solarthermalworld.org/files/Ecoheatcool%20WP1%20Web.pdf?download;71e2f1db-a2c5-44d0-8337-dfff15be974d;heat production, wood chips from industry, at furnace 300kW;CH
0.755206320886033;EUR2005;"Literature data. Data from Eurostat. More information can be found in ""Petroleum refinery industry and liquid fuels  Description of the ifeu refinery model and the calculation of LCI datasets for refinery products in Brazil, India, South Africa, Peru and Colombia"" available on the ecoinvent website.";07f702da-9f08-4082-85ea-6a3586caddd2;market for C3 hydrocarbon mixture;GLO
0.132237312201243;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;9088e87e-fded-4dfe-bfd9-a28574daf748;market for impact extrusion of steel, cold, 1 strokes;GLO
0.115;EUR2005;Equal to potato starch.;c4ed73ce-ed64-4823-96d9-5661c11c6941;citric acid production;RNA
0.473;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 2004 prices are calculated on basis of Import/Export data (tonnes and US$) from UN Trade Statistics Database (http://data.un.org/Browse.aspx?d=ComTrade, accessed 7/7-2010). N, P2O5, or K2O content (http://www.fertilizer.org/ifa/Home-Page/STATISTICS/Conversions-factors);f5707bdf-f7e2-479b-b3ea-99c04de8a927;nutrient supply from ammonia, anhydrous, liquid;UN-SEASIA
1.06166376316018;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;d52287cc-5068-44eb-8f18-93974f93b1b5;market for plug, inlet and outlet, for printer cable;GLO
33853.95623;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;c5becf71-fc41-4921-9a9e-b6b700e0408b;waste collection lorry production, 21 metric ton;RoW
9.02360545408987;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;54186f39-acc2-4c84-95e7-fbb067bde4cd;market for fertilising, by rig fertiliser, sugarcane;GLO
0.151244255638194;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;7a233d92-6d7c-43c2-a90d-a19d542d3b9c;market for cottonseed, organic, for sowing;GLO
1.78166985563819;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;af729e94-ad8b-4c25-859c-e2f6aba1de16;market for sugar beet seed, for sowing;GLO
0.15578305383266;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;85e9e1e5-9aaa-48e7-ab3b-7597358317e8;market for transport, passenger car, EURO 5;RER
0.0106;EUR2005;Average European district heat price from Ecoheatcool and Euroheat 2005-2006, Ecoheat Work package 1: The European heat market. Final report. 10.6 EUR/GJ i s the price of district heat. http://www.solarthermalworld.org/files/Ecoheatcool%20WP1%20Web.pdf?download;71e2f1db-a2c5-44d0-8337-dfff15be974d;heat, from municipal waste incineration to generic market for heat district or industrial, other than natural gas;NL
0.13699216555771;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;55b795a2-886f-419e-af38-fba1b83fa51b;market for transport, freight, light commercial vehicle, unregulated;ZA
