amount;unit;comment;flow;name;location
0.113;EUR2005;Calculated based on data from FAOSTAT (accessed 20140429). The price is calculated by using data on total world import quantity (m3) and import value (1000 USD), year 2005. 40461924 m3 of Chips and Particles was imported in the world in 2005. The import value was 3022227000 USD. The calculated price is thus (3022227000/40461924=74.7*0.8=) 62.2 Euro/m3. It is estimated, that the chips and particles are half hardwood (of density 650 kg/m3) and half softwood (of density 450 kg/m3), thus the remaining mixture has a density of 550 kg/m3. The recalculated price is (1/550*62.2=) 0.11 Euro/kg. Using the same approach the calculated price for 2010 was 0.123 Euro/kg.;aa447135-9cc5-4f34-9385-ca2a0ae70d3c;market for shavings, softwood, loose, measured as dry mass;GLO
0.0977;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 94% of the average price (to account for a 6% loss in transformation and transmission) for electricity for industrial consumersin 2005 (excluded taxes). From IEA.;66c93e71-f32b-4591-901c-55395db5c132;electricity, high voltage, import from CA-MB;CA-SK
0.00997387869119924;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;2741f2b1-96a3-4458-bcd5-85d85bbfa463;operation, dried roughage store, non ventilated;CA-QC
0.0642;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;567c1e2d-b33a-4bf5-b4ad-d69926ce2f89;potato seed production, for setting;GLO
41.8;EUR2005;"Temporary price data. Calculated as 90% of purchasers price based on: 2004 World Export prices from FaoStat http://faostat.fao.org/site/626/DesktopDefault.aspx?PageID=626#ancor downloaded 29 April 2009; calculated as export value divided by export volume. Commodity: 'wood residues'.";bded6c5a-4dca-497e-bdd9-fcd343012087;slab and siding, hardwood, wet, measured as dry mass to generic market for residual hardwood, wet;Europe without Switzerland
0.0977;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 94% of the average price (to account for a 6% loss in transformation and transmission) for electricity for industrial consumersin 2005 (excluded taxes). From IEA.;66c93e71-f32b-4591-901c-55395db5c132;electricity production, natural gas, combined cycle power plant;CA-NT
0.127;EUR2005;Calculated relative to 'Irrigating' ids 6978. Ecoinvent report 15, top page 65: 1/1200;3f5f5aef-3833-43d4-8b81-44123105afd7;market for irrigation;US
0.107;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: IEA Key world energy statistics 2004 (www.iea.org/textbase/nppdf/free/2004/keyworld2004.pdf);d69294d7-8d64-4915-a896-9996a014c410;electricity voltage transformation from medium to low voltage;BR-Southern grid
265.0;EUR2005;"Expert judgement (Urs Luginbühl, Swiss Sawmilling industry, personal communication in June 2014). Cross-reference; FAOSTAT (accessed 20140428). The price is calculated by using data on total world import quantity (m3) and import value (1000 USD), year 2005. 25656806 m3 of Sawnwood (NC) - coniferous was imported in the world in 2005. The import value was 9652714000 USD. The calculated price is thus (9652714000/25656806=376*0.8=) 303 Euro.";85baf90a-61f7-4b5c-aba7-116b889513ed;market for sawnwood, hardwood, raw, dried (u=10%);RER
0.0977;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 94% of the average price (to account for a 6% loss in transformation and transmission) for electricity for industrial consumersin 2005 (excluded taxes). From IEA.;66c93e71-f32b-4591-901c-55395db5c132;electricity production, solar thermal parabolic trough, 50 MW;RoW
0.03924;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: Assumed to be 10% less than for sorted waste paperboard;ad38bbd2-e41c-4509-9dc3-c5c708a36606;photovoltaic mounting system production, for facade installation;RoW
0.0659668303553305;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;41df1492-7d1a-46ae-b71b-b2d21793e27f;oat seed production, for sowing;RoW
0.036;EUR2005;Steam coal import costs in EU in IEA key world energy statistics 2003-2004.;0d3eda5a-4601-4573-9549-0701c459ab88;market for hard coal;AU
0.0977;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 94% of the average price (to account for a 6% loss in transformation and transmission) for electricity for industrial consumersin 2005 (excluded taxes). From IEA.;66c93e71-f32b-4591-901c-55395db5c132;electricity production, solar tower power plant, 20 MW;AU
1.19527589606455;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;5f166bcc-ca8e-48b3-a954-85e4ba3a0cea;market for chromium steel removed by turning, primarily dressing, computer numerical controlled;GLO
0.073;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: Calculated relative to the price of sugar beet pulp based on the difference in dry matter content 15%/25%;443828cb-ec4e-4e12-9840-ee2adfedca11;market for vinasse, from fermentation of sweet sorghum;GLO
0.37;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: Source: International Energy Agency (http://wds.iea.org/WDS/TableViewer/tableView.aspx downloaded 4 July 2009) for Germany and excl. taxes, applying diesel density of 0.844 kg/litre;291fc06d-1b3e-4077-aabb-346b588ed24b;market group for diesel;GLO
0.0615;EUR2005;2005 import and export prices (total trades (USD) divided by total weight (kg) in China, India, USA, Japan, Russia and Europe, major producers and consumers (http://www.cementchina.net/freport/showfre.asp?id=749) from UN Commodity Trade Statistics Database  (http://data.un.org/Explorer.aspxDatabase [Accessed 2 July 2010]). Commodity: Cement (portland, aluminious, slag or hydraulic);ec23da1b-e5fa-4f01-bd2c-3233fece2175;cement, all types to generic market for cement, unspecified;PE
0.739;EUR2005;"From UN data (http://data.un.org/Data.aspx?q=polyethylene&d=ComTrade&f=_l1Code%3a40%3bcmdCode%3a390120); Polyethylene HDPE has gravity >0.94 from http://www.dynalabcorp.com/technical_info_hd_polyethylene.asp.";b685192a-e033-421e-9074-8fe7cb176046;polyethylene production, high density, granulate;RER
2211497.60118644;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;54d3412f-bf58-44be-8a75-f4b35480f24e;market for infrastructure, for regional distribution of oil product;GLO
0.123150590646233;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;281fc4f0-c05d-410a-a784-06e3508e78e6;market for barley grain, feed, Swiss integrated production;CH
0.0615;EUR2005;2005 import and export prices (total trades (USD) divided by total weight (kg) in China, India, USA, Japan, Russia and Europe, major producers and consumers (http://www.cementchina.net/freport/showfre.asp?id=749) from UN Commodity Trade Statistics Database  (http://data.un.org/Explorer.aspxDatabase [Accessed 2 July 2010]). Commodity: Cement (portland, aluminious, slag or hydraulic);d5d4665a-d909-464f-a8a1-d73127fcb944;market for cement, pozzolana and fly ash 25-35%;IN
0.0106;EUR2005;Average European district heat price from Ecoheatcool and Euroheat 2005-2006, Ecoheat Work package 1: The European heat market. Final report. 10.6 EUR/GJ i s the price of district heat. http://www.solarthermalworld.org/files/Ecoheatcool%20WP1%20Web.pdf?download;45fbbc41-7ae9-46cc-bb31-abfa11e69de0;market for heat, for reuse in municipal waste incineration only;DE
0.241;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 2004 prices are calculated on basis of Import/Export data (tonnes and US$) from UN Trade Statistics Database (http://data.un.org/Browse.aspx?d=ComTrade, accessed 7/7-2010). N, P2O5, or K2O content (http://www.fertilizer.org/ifa/Home-Page/STATISTICS/Conversions-factors);5321a299-0c03-4bfc-9dda-d020456f6b2e;market for inorganic phosphorus fertiliser, as P2O5;CY
298.0;EUR2005;"Expert judgement (Urs Luginbühl, Swiss Sawmilling industry, personal communication in June 2014). Wood chips from softwood should have a price of 0.101 EUR/kg. Woodchips from hardwood should have a price of 0.112 EUR/kg. Average of these two values is used. Cross-reference; FAOSTAT database; http://faostat.fao.org/site/626/DesktopDefault.aspx?PageID=626#ancor; Average import/export prices of EU for 'chips and particles'. Price: 48.76 Euro/m3. The density of the wood chips is 650 kg/m3. The price is recalculated accordingly.";6eabd178-3f87-5399-a0e9-1875d44bfe28;heat and power co-generation unit construction, organic Rankine cycle, 1400kW thermal, building;CH
0.241;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 2004 prices are calculated on basis of Import/Export data (tonnes and US$) from UN Trade Statistics Database (http://data.un.org/Browse.aspx?d=ComTrade, accessed 7/7-2010). N, P2O5, or K2O content (http://www.fertilizer.org/ifa/Home-Page/STATISTICS/Conversions-factors);5321a299-0c03-4bfc-9dda-d020456f6b2e;market group for inorganic phosphorus fertiliser, as P2O5;RER
23800.0;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 2004 price from USGS (2007) Mineral commodity summaries 2007. <http://minerals.usgs.gov/minerals/pubs/mcs/2007/mcs2007.pdf> [Accessed 25 May 2010];4cfe813a-b653-4fce-bf8b-52f493545820;market for rhodium;GLO
160.0;EUR2005;"Expert judgement (Urs Luginbühl, Swiss Sawmilling industry, personal communication in June 2014). Cross-reference; FAOSTAT (accessed 20140428). The price is calculated by using data on total world import quantity (m3) and import value (1000 USD), year 2005. 109432798 m3 of Sawnwood (C) - coniferous was imported in the world in 2005. The import value was 22249842000 USD. The calculated price is thus (22249842000/109432798=203*0.8=) 164 Euro.";50998c77-fa60-4504-b53d-65f3c47eb96c;planing, beam, softwood, u=10%;RoW
0.989903964540754;EUR2005;Estimated based on the price of cadmium and cadmium content of cadmium sludge. Based on the production process of primary cadmium, it is assumed that the value of cadmium sludge is equal to 80% of the value of cadmium it contains. ;27299f2c-5571-422a-8c7d-c0f8498b5704;market for cadmium sludge from zinc electrolysis;GLO
265.0;EUR2005;"Expert judgement (Urs Luginbühl, Swiss Sawmilling industry, personal communication in June 2014). Cross-reference; FAOSTAT (accessed 20140428). The price is calculated by using data on total world import quantity (m3) and import value (1000 USD), year 2005. 25656806 m3 of Sawnwood (NC) - coniferous was imported in the world in 2005. The import value was 9652714000 USD. The calculated price is thus (9652714000/25656806=376*0.8=) 303 Euro.";137e2c15-2e4a-4bf4-a1e4-a630a87b2cb7;beam, hardwood, raw, kiln drying to u=20%;CA-QC
0.109;EUR2005;Calculated based on inputs: the price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expenses can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;b0b26bf6-ed2c-4844-a0be-aa7cef435585;irrigation, surface;US
3.16;EUR2005;Upscale from EU by exchange rate. Afterwards apply the PPP (Purchasing power parity) factor of 0.83.;e9661fc2-f27f-4b41-87cc-2d55a4bee0cd;market for flat glass, uncoated;RoW
0.00795867848944918;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;c53d3387-2ce7-4619-afb1-a6e9b868a55b;market for drying of lentils;GLO
0.473;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 2004 prices are calculated on basis of Import/Export data (tonnes and US$) from UN Trade Statistics Database (http://data.un.org/Browse.aspx?d=ComTrade, accessed 7/7-2010). N, P2O5, or K2O content (http://www.fertilizer.org/ifa/Home-Page/STATISTICS/Conversions-factors);f5707bdf-f7e2-479b-b3ea-99c04de8a927;market for inorganic nitrogen fertiliser, as N;RS
0.0237268592554762;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;653ca70d-49a6-4c62-ae9c-56b3c00b647c;market for transport, freight, lorry 16-32 metric ton, unregulated;ZA
3.71449334197096;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;08fee6e0-0099-4c24-accb-6091eab79734;machine operation, diesel, >= 18.64 kW and < 74.57 kW, high load factor;GLO
160.0;EUR2005;"Expert judgement (Urs Luginbühl, Swiss Sawmilling industry, personal communication in June 2014). Cross-reference; FAOSTAT (accessed 20140428). The price is calculated by using data on total world import quantity (m3) and import value (1000 USD), year 2005. 109432798 m3 of Sawnwood (C) - coniferous was imported in the world in 2005. The import value was 22249842000 USD. The calculated price is thus (22249842000/109432798=203*0.8=) 164 Euro.";1458c180-5333-475e-88d2-7886d76e779e;market for sawnwood, lath, softwood, raw, dried (u=20%);CH
0.0106;EUR2005;Average European district heat price from Ecoheatcool and Euroheat 2005-2006, Ecoheat Work package 1: The European heat market. Final report. 10.6 EUR/GJ i s the price of district heat. http://www.solarthermalworld.org/files/Ecoheatcool%20WP1%20Web.pdf?download;1125e767-7b5d-442e-81d6-9b0d3e1919ac;heat production, natural gas, at boiler condensing modulating >100kW;RoW
0.0280920117335757;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;999d5179-2235-493a-8bd8-d805bb71eee8;market for transport, freight, lorry 7.5-16 metric ton, EURO2;BR
657.60404524;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;bf0425ee-99c2-488e-9056-3495e9f4e9cb;market for deep well, drilled, for geothermal power;GLO
620.0;EUR2005;Estimated value based on research on different producers. The price calculated based on the amount and price of materials and energy needed to produce heavy water is around 100 Euro. The price calculated like that is considered underestimated.;0a00902d-0b1d-470e-a290-2be9bf0cef65;market for heavy water;GLO
0.1;EUR2005;"Estimated to be the same as the generic ""electricity, medium voltage"".";4fcfb407-7879-42ad-9582-ab3fbfe5af10;electricity voltage transformation from high to medium voltage, aluminium industry;RoW
0.0106;EUR2005;Average European district heat price from Ecoheatcool and Euroheat 2005-2006, Ecoheat Work package 1: The European heat market. Final report. 10.6 EUR/GJ i s the price of district heat. http://www.solarthermalworld.org/files/Ecoheatcool%20WP1%20Web.pdf?download;71e2f1db-a2c5-44d0-8337-dfff15be974d;treatment of blast furnace gas, in power plant;CN-TJ
80.0;EUR2005;"Expert judgement (Urs Luginbühl, Swiss Sawmilling industry, personal communication in June 2014). Cross-reference; Calculated as 90% of purchasers price based on: 2004 prices for World Import/Export data (USD/m3) from UN Commodity Trade Statistics Database (http://data.un.org/Data.aspx?d=ComTrade&f=_l1Code%3a45, [accessed 10th June 2010]) Commodity: 'Logs, poles, coniferous not treated or painted'.";e76d8fdf-fbea-4ae3-85d6-ea1e6d5c21c5;market for sawlog and veneer log, softwood, debarked, measured as solid wood;RER
250.0;EUR2005;Literature value. According to literature (USGS, http://minerals.usgs.gov/minerals/pubs/commodity/gallium/myb1-2013-galli.pdf, accessed 20160222) the price of gallium depands on ist grade (how quality it is) and situation on the market. Gallium costs between 250 - 500 USD.;b14d767b-e563-4b91-9ddd-d78089c32e89;gallium, in Bayer liquor from aluminium production;GLO
0.241;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 2004 prices are calculated on basis of Import/Export data (tonnes and US$) from UN Trade Statistics Database (http://data.un.org/Browse.aspx?d=ComTrade, accessed 7/7-2010). N, P2O5, or K2O content (http://www.fertilizer.org/ifa/Home-Page/STATISTICS/Conversions-factors);5321a299-0c03-4bfc-9dda-d020456f6b2e;market for inorganic phosphorus fertiliser, as P2O5;CN
17820367.8575283;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;2c8cec2b-9d8b-4359-a182-ea9c1ef23053;market for flat glass factory;GLO
0.1;EUR2005;Calculated to be between the price of electricity, high voltage and electricity, low voltage.;759b89bd-3aa6-42ad-b767-5bb9ef5d331d;electricity voltage transformation from high to medium voltage;SA
22629.6914130565;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;bc835410-f608-4bc1-90f6-811fab8c5b0d;heat and power co-generation unit construction, 1MW electrical, components for electricity only;RoW
0.0106;EUR2005;Average European district heat price from Ecoheatcool and Euroheat 2005-2006, Ecoheat Work package 1: The European heat market. Final report. 10.6 EUR/GJ i s the price of district heat. http://www.solarthermalworld.org/files/Ecoheatcool%20WP1%20Web.pdf?download;45fbbc41-7ae9-46cc-bb31-abfa11e69de0;market for heat, for reuse in municipal waste incineration only;FR
929713.0;EUR2005;The production volume of this product is small compared to other products supplied by the activities within the same ISIC 3 category. Calculated from Aluminium  consumption. According to activity '_80 Infrastructure, excluding buildings, EU27' in the EU & DK IO database (Simapro, (0.0000404 (Al, after first processing) + 0.000615 (Al basic, virgin)) kg Al per EURO.. Ecoinvent: 614 kg Al per km (dataset 'transmission network construction, electricity, medium voltage').;46712f19-9f47-43d7-a13d-5fac729070ba;market for transmission network, electricity, medium voltage;GLO
0.0106;EUR2005;Average European district heat price from Ecoheatcool and Euroheat 2005-2006, Ecoheat Work package 1: The European heat market. Final report. 10.6 EUR/GJ i s the price of district heat. http://www.solarthermalworld.org/files/Ecoheatcool%20WP1%20Web.pdf?download;71e2f1db-a2c5-44d0-8337-dfff15be974d;heat production, softwood chips from forest, at furnace 1000kW;CH
0.107;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: IEA Key world energy statistics 2004 (www.iea.org/textbase/nppdf/free/2004/keyworld2004.pdf);d69294d7-8d64-4915-a896-9996a014c410;electricity voltage transformation from medium to low voltage;LU
0.0977;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 94% of the average price (to account for a 6% loss in transformation and transmission) for electricity for industrial consumersin 2005 (excluded taxes). From IEA.;66c93e71-f32b-4591-901c-55395db5c132;electricity production, natural gas, combined cycle power plant;NL
0.507734818763227;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;d5c99e46-7caa-4a97-b29d-9ceffdec1e75;market for chlorosulfonic acid;RoW
0.0615;EUR2005;2005 import and export prices (total trades (USD) divided by total weight (kg) in China, India, USA, Japan, Russia and Europe, major producers and consumers (http://www.cementchina.net/freport/showfre.asp?id=749) from UN Commodity Trade Statistics Database  (http://data.un.org/Explorer.aspxDatabase [Accessed 2 July 2010]). Commodity: Cement (portland, aluminious, slag or hydraulic);ec23da1b-e5fa-4f01-bd2c-3233fece2175;market for cement, unspecified;BR
0.144;EUR2005;"Temporary price data. Calculated as 90% of purchasers price based on: Same prices per energy output as natural gas, based on the proportional heating value (55.5 MJ/kg for methane; 54.8 MJ/kg for natural gas)";df713085-e762-4edb-b02f-cc2b274ffab5;market for biomethane, low pressure;CH
0.0977;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 94% of the average price (to account for a 6% loss in transformation and transmission) for electricity for industrial consumersin 2005 (excluded taxes). From IEA.;66c93e71-f32b-4591-901c-55395db5c132;electricity production, natural gas, combined cycle power plant;AT
0.473;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: 2004 prices are calculated on basis of Import/Export data (tonnes and US$) from UN Trade Statistics Database (http://data.un.org/Browse.aspx?d=ComTrade, accessed 7/7-2010). N, P2O5, or K2O content (http://www.fertilizer.org/ifa/Home-Page/STATISTICS/Conversions-factors);f5707bdf-f7e2-479b-b3ea-99c04de8a927;nutrient supply from ammonium sulfate;RoW
0.004;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: Same price as natural gas per MJ;b254bbdf-fb2b-4878-aec9-2a7820f3f32e;treatment of blast furnace gas, in power plant;HU
55717785.0;EUR2005;Upscale from EU 27 to the world by PPP (0.8458 in 2003 and 0,8426 in 2004);3ce2f7c0-30bf-48f3-8e31-d9deeb08cb05;market for aluminium casting facility;GLO
1.25;EUR2005;Calculated price specifically and exclusively for Brazil. The price is calculated using yearly values from 2006 till 2015 in Brazil. Data from embrapa are used. ;49719318-578e-40fe-b359-0780c8df9221;intensive beef cattle production on pasture;BR
0.595950073354839;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;090f56b8-6a83-48c1-ae26-234d04771e53;market group for transport, freight, light commercial vehicle;GLO
