Filename;ActivityName;Location;ReferenceProduct
7a1415d9-9f0f-5aa0-989c-d3d99720fc14_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, oil;CN-SX;electricity, high voltage
f5d94cdc-897f-54b3-83dd-d0a96b0bbd80_7b132b21-631d-49d8-8720-abfa11264288.spold;treatment of sulfidic tailings, from cinnabar mine operation, tailings impoundment;CN;sulfidic tailings, from cinnabar mine operation
715e09b2-81c9-590f-8123-372e9f36b2c7_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, wind, 1-3MW turbine, onshore;CA-NB;electricity, high voltage
1f8080d7-60e2-5c25-b106-7b83e1cecaf3_775234b1-0e93-4cdb-9cd2-db60577e1a5a.spold;solar collector system installation, evacuated tube collector, one-family house, combined system;CH;solar collector system, with evacuated tube collector, one-family house, combined system
58336960-757a-53a0-949c-c7f4bf6670ea_fc22c44f-f565-487a-a6ae-09b6e18a0e1c.spold;trout feed production, commercial;RLA;trout feed, 42% protein
46bb924d-5d4d-5a5d-97df-45cb954f45b8_5152317a-00c9-5492-8c22-26e8f133626e.spold;market for samarium oxide;GLO;samarium oxide
6196f5b3-6636-5482-870d-b1d6b4c783a5_cb752f65-32fa-4181-84c4-bb9733f242d5.spold;market for deep drawing, steel, 38000 kN press, automode;GLO;deep drawing, steel, 38000 kN press, automode
a36865e4-504c-575b-bbf7-dfa2fb578e29_45fbbc41-7ae9-46cc-bb31-abfa11e69de0.spold;market for heat, for reuse in municipal waste incineration only;GB;heat, for reuse in municipal waste incineration only
edd41f06-6478-5b73-839f-49d48ec269bd_315d1b7c-4c81-4ef7-9e4a-eb475047418a.spold;DTPA production;RoW;DTPA, diethylenetriaminepentaacetic acid
5a42a55d-dbac-5164-b3c7-e7a79b71a9fc_637ee275-a239-4dcb-b084-abfa110dd65b.spold;market for electricity, for reuse in municipal waste incineration only;BE;electricity, for reuse in municipal waste incineration only
059d710b-95d9-5f58-8ffa-b12d83033880_ae041a3b-6d81-423f-856e-1ac7d14824c2.spold;market for residues, MSWI-WWT, WW from concrete production;GLO;residues, MSWI-WWT, WW from concrete production
984701e1-4c61-5732-8fc0-a77c91930466_85086b85-ef0a-55c6-be1f-66e45e7aeaaa.spold;market for land use change, pasture, man made;BR-RJ;land use change, pasture, man made
9f75be6e-2abc-563a-8492-c6ef85204be7_e205cf62-396d-488a-8e2f-71344bbee1aa.spold;yogurt production, from cow milk;RoW;cream, from cow milk
28811970-4fce-512a-98da-f32c4744369b_3edc34a3-d5d8-43dd-ab86-ea9a44b1730c.spold;treatment of used domestic refrigerator, uncontrolled dismantling;GH;used domestic refrigerator
4fa64811-5d1c-5f03-a78f-1b40dc715f31_9c563baa-b91f-4f34-a0c4-9303ffa71870.spold;market for landed anchovy, fresh;PE;landed anchovy, fresh
b3ceebfa-4923-5801-9141-a6d8b268b70e_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, biogas, gas engine;IR;electricity, high voltage
4253278f-fb85-58d5-8b15-7541a39bd8c1_159ebab4-dc26-448a-a3d7-5c0f28ed883a.spold;operation, computer, laptop, off mode;CH;operation, computer, laptop, off mode
ab8dd246-88c8-5a9c-999a-153ee9f7468a_fb08b2ca-e5e7-48ab-bb97-eda13dfaecfe.spold;treatment of used blower and heat exchange unit, Storkair G 90;CH;used blower and heat exchange unit Storkair G 90
02976fc5-47e1-5175-b2dc-6963c5cdf2df_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical;KR;electricity, high voltage
4c3f5b02-333d-5c65-b7d6-0b1591c8aab2_45fbbc41-7ae9-46cc-bb31-abfa11e69de0.spold;treatment of waste sealing sheet, polyvinylchloride, municipal incineration;RoW;heat, for reuse in municipal waste incineration only
517be10e-1a7b-5cac-afac-f978e8cd5175_fa6301a4-5f34-493a-b1a0-0c989191b6a3.spold;market for ultrafiltration module;GLO;ultrafiltration module
fab92201-e848-515e-adb0-0bb04e896107_87511127-88e4-4ba4-8a22-711768510342.spold;desulfurisation of lignite flue gas;GLO;SOx retained, in lignite flue gas desulfurisation
92090507-14dd-519d-a010-a2c7f03c13cc_69b3d58f-ddde-59c4-a78d-2ededd641aab.spold;market for land tenure, arable land, measured as carbon net primary productivity, forest, intensive;BR-GO;land tenure, arable land, measured as carbon net primary productivity, forest, intensive
53303622-3e2c-5a91-9858-29eaa217425e_7fbe7184-9e9e-4a21-bd42-fa630266af1d.spold;battery production, lead acid, rechargeable, stationary;US;battery, lead acid, rechargeable, stationary
67e66a75-7f48-59d8-a071-7a76d7f1af41_f5707bdf-f7e2-479b-b3ea-99c04de8a927.spold;nutrient supply from urea ammonium nitrate mix;RER;inorganic nitrogen fertiliser, as N
8de012d2-7b55-576f-acf0-a42e734e2d7c_71e2f1db-a2c5-44d0-8337-dfff15be974d.spold;treatment of blast furnace gas, in power plant;IR;heat, district or industrial, other than natural gas
0349a77b-249b-54ae-a569-11105a962d09_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, wood chips, 6667 kW;IN-TN;electricity, high voltage
9bc9d262-0760-5cf6-b066-e81f40a770d0_9219c94a-7a25-4a4c-b25d-c096fdd50d47.spold;treatment of waste polyvinylchloride, open dump, very wet infiltration class (1000mm);GLO;waste polyvinylchloride
bfe9c1ef-9a01-53f1-a52f-7570e76dbdfc_69b3d58f-ddde-59c4-a78d-2ededd641aab.spold;clear-cutting, primary forest to arable land, forest, intensive;BR-MT;land tenure, arable land, measured as carbon net primary productivity, forest, intensive
31d07578-c0cb-5805-97cb-946cab6111d0_560e69eb-413e-49db-8796-3dd103ae8888.spold;sugar beet production;RU;sugar beet
56117602-c29b-578e-9aa2-8e112db78e84_fe8e025f-14c8-4abd-86df-1797ab26d3db.spold;sulfur production, petroleum refinery operation;IN;sulfur
0879e055-f8a7-576c-8ccc-5b2863778a52_aa447135-9cc5-4f34-9385-ca2a0ae70d3c.spold;market for shavings, softwood, loose, measured as dry mass;GLO;shavings, softwood, loose, measured as dry mass
8e09a050-b3a7-5ac8-95dd-6a3f66d641b5_9e2fbebe-7357-4057-b7c6-3c4d7cfa5285.spold;uranium production, centrifuge, enriched 3.9%;RU;uranium, enriched 3.9%, per separative work unit
21e4d10d-b6c7-5462-93f6-1131e3f9ea8c_d76a43a4-17da-4713-b4d7-569804af59ab.spold;quicklime production, milled, loose;CH;quicklime, milled, loose
0819cf65-bdef-598c-8139-126009efc3fd_699f15e5-d6b7-4bf2-aca6-364178e11377.spold;foam glass production, without cullet, electricity from renewable energy products;GLO;foam glass, electricity from renewable energy products
6912d76d-d86f-5f65-82bb-4c4df3484b15_00d5b850-ada6-4636-9672-e72e43d620f3.spold;market for heat and power co-generation unit, 1MWel, 6.4MWth;GLO;heat and power co-generation unit, 1MWel, 6.4MWth
396457e8-1376-5913-afdb-670d61e043e2_b7e3b1ef-098a-48f1-b686-8baa82cff1d3.spold;zinc mine operation;GLO;zinc concentrate
f9a036bc-f10d-5ba5-8556-50604af20c9b_d69294d7-8d64-4915-a896-9996a014c410.spold;market for electricity, low voltage;BA;electricity, low voltage
dfb8b96e-a5d6-5715-b0c5-72ac2ad1434c_33c391ff-079b-4082-9ec5-a57a34a950f6.spold;market for photovoltaic cell factory;GLO;photovoltaic cell factory
27859cf0-3b78-5e0a-b41f-f61c55b3e6a1_474e7001-a158-4379-8793-e02f0c14bbfe.spold;dysprosium oxide to generic market for mischmetal;GLO;mischmetal
868dbaac-1a94-5923-bff4-5b7da5e600aa_202081d5-a1a6-48a7-aec5-43fe4b6afa97.spold;market for trichloropropane;RER;trichloropropane
04b00724-0d59-51b9-acdc-18a35ebc491b_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;land already in use, annual cropland to perennial crop;BR-AM;land tenure, arable land, measured as carbon net primary productivity, perennial crop
1f342119-7cab-598b-bb02-01fd930c09db_9e3d1adf-2aef-43b4-a1d5-a3b59c8e86d5.spold;planing, lath, hardwood, u=10%;RoW;sawnwood, lath, hardwood, dried (u=10%), planed
d6f9a4bf-a730-5fb2-81aa-713e7e86d480_c59a5976-9a34-40b7-8874-f62b300c21e8.spold;sputtering, indium tin oxide, for liquid crystal display;RoW;sputtering, indium tin oxide, for liquid crystal display
7d53fa57-18ec-5ac2-971e-92565f229e31_45fbbc41-7ae9-46cc-bb31-abfa11e69de0.spold;treatment of biowaste, municipal incineration with fly ash extraction;CH;heat, for reuse in municipal waste incineration only
178d9573-c6cc-5583-8d6a-47593ac3a553_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity voltage transformation, residual mix, from medium to low voltage;DK;electricity, low voltage
2cfebe2e-ed55-5252-af8b-d950c296febc_1b269b5c-9561-4809-b905-ec321866f3ce.spold;operation, computer, desktop, with cathode ray tube display, active mode;CH;operation, computer, desktop, with cathode ray tube display, active mode
243eca2b-3af4-5257-9c1b-0469ac67a121_45b3791f-0b00-4600-9c07-3aafb1f29663.spold;fuel cell production, polymer electrolyte membrane, 2kW electrical, future;CH;fuel cell, polymer electrolyte membrane, 2kW electrical, future
51989dc8-ee4f-5826-84c0-4c159bd9f0e2_57143a43-20ab-44a5-a4a2-26effbdfafd1.spold;market group for transport, freight, inland waterways, barge tanker;GLO;transport, freight, inland waterways, barge tanker
79ed37d2-df7c-5ad5-8377-8dd22d33f590_7f758dea-2473-4400-a8ed-349bc95e2deb.spold;market for papaya;GLO;papaya
62fc76f9-9427-52a6-9b71-4229553201c9_93880249-2fea-4042-ab23-7b3a75a185d9.spold;photovoltaic cell production, single-Si wafer;RoW;photovoltaic cell, single-Si wafer
20a3161e-b3e1-5027-8822-344a3a72baa7_d69294d7-8d64-4915-a896-9996a014c410.spold;market for electricity, low voltage;BW;electricity, low voltage
3f62b732-396c-5b35-bfe1-ffca1042f7e7_b7667b06-c667-481c-8718-bfbdfcd20d94.spold;treatment of scrap tin sheet, municipal incineration;RoW;scrap tin sheet
b3d1ffe7-e3eb-5e0d-9469-76a799763b8a_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, import from US-NPCC;CA-ON;electricity, high voltage
96e44e8c-b129-5261-947a-317ed0f32850_6a38ebd7-c7d9-41aa-941e-84772a9b40be.spold;market for antimony;GLO;antimony
850aa372-26d2-5568-a8d9-e6c9d0fd0efc_9cdb112b-0d90-4d76-9cec-412b0c67d8bb.spold;market for waste polyurethane;CZ;waste polyurethane
1cae1dd9-0671-54c0-bf94-85a317fb6d79_4a62806e-17d6-473e-95fc-394ac760261e.spold;market for weaned heifers, live weight;ZA;weaned heifers, live weight
629f7db7-73ea-57dd-82bf-d5bee7560ac1_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, import from NO;DK;electricity, high voltage
dcc67a0c-0d71-5760-be0c-2cd608409267_092689fc-3f10-47fe-abbd-9ffaf77f3013.spold;process-specific burdens, slag landfill;Europe without Switzerland;process-specific burdens, slag landfill
bab287cf-710e-549a-987e-76ee95b572c4_dae141a8-7daa-4f03-a649-b85b718ac65b.spold;market group for waste glass;Europe without Switzerland;waste glass
6948d963-1aee-5b58-8f9b-da8a9dcec244_479205fc-ee9f-45ec-9859-0f05b803147f.spold;operation, computer, desktop, with cathode ray tube display, off mode;CA-QC;operation, computer, desktop, with cathode ray tube display, off mode
6439f7c5-76c5-5049-97e2-5978d73ff0ab_42baed81-24d1-4aed-a120-cc7d35ddac10.spold;market for waste paperboard;GB;waste paperboard
ad238caa-6e54-54bb-95ae-4a5f0568b79a_8d950031-fee3-4f3c-9bc1-889f6be31ea9.spold;transport, passenger car, large size, diesel, EURO 5;RoW;transport, passenger car, large size, diesel, EURO 5
86ae9b4f-dc46-5ce7-a889-6f89e1ad422c_d773e4cf-c13f-4ebb-966e-ea14b712ff62.spold;market for willow stem cutting, for planting;GLO;willow stem cutting, for planting
dd2932b7-a6a2-5e6e-9d06-73c839ce2a4b_10789d56-1623-4564-81ec-e020e1651b3f.spold;ventilation of dwellings, central, 1 x 720 m3/h, steel ducts, with earth tube heat exchanger;RoW;ventilation of dwellings, central, 1 x 720 m3/h
0e7b2b93-8143-55d9-9ce0-1fa173380437_8cf5de7a-4796-4cfc-bd53-9b7148841b20.spold;tillage, rotary cultivator;ZA;tillage, rotary cultivator
b2e2fafe-3ae4-5bc6-9cbf-5f8688133256_1b0de015-ab20-4633-ac0e-715445cb88a6.spold;phosphorous chloride production;RoW;phosphorous chloride
b328e7de-66c5-5857-8792-05870f76d19f_b0e729a7-6db6-4adc-8ad6-bb85026bd1de.spold;market for frit, for cathode ray tube display;GLO;frit, for cathode ray tube display
ac3f2656-58fb-5ae7-8139-0d7ad82ead2b_7ee0ddc3-924d-4339-b9bf-7856af6a698f.spold;market for waste polyethylene;IE;waste polyethylene
0a1bf55d-812b-5f73-b7c6-7ee7b53a9d0a_66c93e71-f32b-4591-901c-55395db5c132.spold;sulfate pulp production, from hardwood, bleached;RoW;electricity, high voltage
4b3b6b38-8c9e-56ff-a3ba-52b1c236eab8_de0844f7-1fab-44b5-8d77-2a608f26fcc0.spold;market for magnesium, for reuse in hafnium sponge production;RoW;magnesium, for reuse in hafnium sponge production
ba7d530d-298f-564c-8998-eb41d1d480c3_cfbce515-3f54-4411-ad9d-3d26b7faa15a.spold;market group for transport, freight, lorry, unspecified;GLO;transport, freight, lorry, unspecified
8dbced56-c837-55f6-b551-986462ff25fc_2741f2b1-96a3-4458-bcd5-85d85bbfa463.spold;market for operation, dried roughage store, non ventilated;GLO;operation, dried roughage store, non ventilated
563f3faa-403b-5dca-b7ee-9210be124f4b_f10b8722-4be1-43d5-b17d-c51ad0e29d29.spold;deep drawing, steel, 10000 kN press, automode;RER;deep drawing, steel, 10000 kN press, automode
a870a06b-1d52-5628-bab6-ba8b0fd89c80_4763bc2c-e81a-4aaa-8889-ac0b5cf677ff.spold;chromium steel milling, small parts;RoW;chromium steel removed by milling, small parts
838dce23-5d08-5121-baf5-e4ff9488b5c4_1b4847ed-e3bf-43f7-b166-1158d304da79.spold;treatment of used silencer, steel, DN 315, 50 mm;CH;used silencer steel, DN 315
f4caf451-2aaf-5fca-a494-b545fb7fcaca_759b89bd-3aa6-42ad-b767-5bb9ef5d331d.spold;market for electricity, medium voltage;CN-NWG;electricity, medium voltage
5d4f941d-3ada-5f8e-b7f5-9de6923a476e_e6aad2de-0b1b-49c3-a0c4-797ba34d87e5.spold;petroleum and gas production, offshore;AZ;petroleum
b89252f8-1cc4-5d78-9f92-a501d8c182aa_f661cd95-dc54-4dbf-bd33-c24b23433d05.spold;treatment of bottom ash, MSWI[F]-WWT, WW from black chrome coating, slag compartment;CH;bottom ash, MSWI[F]-WWT, WW from black chrome coating
10e17652-0939-5c48-aa69-40c371591239_1d32b849-121f-4d23-853c-fa2bf55c42e9.spold;land use change, annual crop;CN;land use change, annual crop
20c37d85-04ca-585e-a554-0f2e8d06abc6_c1fd4059-c24f-4e05-b3f5-82651ec0dbfa.spold;dichloromethane production;RER;dichloromethane
a00a81b4-9c6e-5a29-91ef-88f92b0ef2a1_5321a299-0c03-4bfc-9dda-d020456f6b2e.spold;nutrient supply from NPK (15-15-15) fertiliser;RER;inorganic phosphorus fertiliser, as P2O5
a01769ff-a9f7-520a-b622-b8a448ad4bec_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, hydro, run-of-river;CN-SD;electricity, high voltage
d9a76b34-30bc-5c91-999a-11e1c92ae2d5_618bf4eb-bee5-4d38-8e4f-78cfebf779be.spold;treatment of scrap aluminium, municipal incineration;RoW;scrap aluminium
9dbb2535-a61f-5fb6-ab01-eb11fb2d4a31_75edc073-be76-5bc1-82a1-7be1ce500aaa.spold;market group for land use change, forest, intensive;BR;land use change, forest, intensive
94ea93c6-0620-55cc-9025-c861f80c6950_a08f56a6-8a65-42c0-94a0-73704de2fdb2.spold;market for wastewater treatment facility, capacity 1E9l/year;GLO;wastewater treatment facility, capacity 1E9l/year
20f25cd9-0e99-5513-b87e-2af6c3b9f2d7_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, hard coal;NL;electricity, high voltage
0ef41b8e-535f-5902-a698-815e7fd22836_3f5f5aef-3833-43d4-8b81-44123105afd7.spold;market for irrigation;ZA;irrigation
2581ab37-4791-5158-ba6e-cf4d4c41251b_44defed2-3dc7-4d59-b3bc-23dacf1b9140.spold;aluminium, ingot, primary, import from South America;IAI Area, EU27 & EFTA;aluminium, primary, ingot
1a092e74-9095-5393-89f6-6954fb3ed34b_b658a402-79b9-4a02-a818-f6090adb13f1.spold;synthetic fuel production, from coal, high temperature Fisher-Tropsch operations;ZA;propylene
02f86ce0-df8f-5409-a773-41108144cddb_d006454e-161f-4b7f-ad8a-8892ee176041.spold;cyclic N-compound production;RER;cyclic N-compound
003a182a-4671-5ac8-93c8-e5c2c7845ab0_e303fb73-b0e1-41ae-bddc-5e0e444eb3fb.spold;treatment of used vegetable cooking oil, purification;CA-QC;used vegetable cooking oil, purified
61b58373-69bf-50a6-ad3c-41f89a751aa1_0ace02fa-eca5-482d-a829-c18e46a52db4.spold;market for transport, freight train;IN;transport, freight train
a2450a35-6a74-5bb7-a311-2b5899e4dc04_67d88d5e-1ca4-4824-a491-5900d48840df.spold;compressed air production, 800 kPa gauge, >30kW, best generation;RoW;compressed air, 800 kPa gauge
dd9e62c8-ef43-5a22-b104-afc583076280_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, wind, >3MW turbine, onshore;GR;electricity, high voltage
9773ce12-cf0c-5578-9a94-19b663058421_4d5465b8-4e4a-4920-8200-9d79044d2d4a.spold;heat and power co-generation unit construction, 160kW electrical, common components for heat+electricity;RoW;heat and power co-generation unit, 160kW electrical, common components for heat+electricity
3dc3d7e3-7ae7-51a2-a3c1-0141942e5823_0d3eda5a-4601-4573-9549-0701c459ab88.spold;market for hard coal;ZA;hard coal
de49215e-8e01-51be-8877-01f1990d3ca4_75edc073-be76-5bc1-82a1-7be1ce500aaa.spold;market for land use change, forest, intensive;BR-TO;land use change, forest, intensive
fdd3ca11-96e3-5fd9-b5cd-41951f8eac12_41860f12-8b2b-47d9-bffe-966505490bf6.spold;market for acrolein;GLO;acrolein
e49fadd0-4775-51b2-b950-711fb3b41a8a_a95b9d49-4114-40c6-9929-0c6c79db22d1.spold;market for nickel concentrate, 16% Ni;GLO;nickel concentrate, 16% Ni
f67ffe5a-d5df-5b85-93e6-3b6fb7dbf8e2_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, import from IT;FR;electricity, high voltage
910d3d0b-3aad-5631-836a-8ec86fb5ea1f_6d2c81d0-5546-4bc3-a4f4-3e88606d539d.spold;sulfate pulp production, from softwood, unbleached;RER;bark chips, wet, measured as dry mass
6f47d36d-8422-5015-8e01-ac5d2d7f1f3b_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, oil;SA;electricity, high voltage
664a1c4a-8a60-5cdd-9e3d-eb92bc6e6a2c_c5651546-a49e-4c1d-b856-1cf358ab466a.spold;planing, board, hardwood, u=20%;CH;shavings, hardwood, loose, measured as dry mass
7984e6a7-a80d-593d-9378-aaa4e439340d_4cc48a86-dc1d-4c85-815c-8f1988326e97.spold;market for hoeing;GLO;hoeing
deb98903-da5a-51a5-b410-6db88eacee98_759b89bd-3aa6-42ad-b767-5bb9ef5d331d.spold;electricity voltage transformation from high to medium voltage;IN-Western grid;electricity, medium voltage
9d614153-581e-53ff-8757-15298d84da88_deacf25b-6aee-5105-893d-b78661769ca8.spold;market for diammonium phosphate;RER;diammonium phosphate
4b6e698e-b939-57d3-aa1a-8517e68fa51a_a7abd72a-4d9c-4f99-abfc-3de79d425a96.spold;treatment of wood ash mixture, pure, landfarming;CH;wood ash mixture, pure
aff6183f-7c47-5a84-be29-8858c49c5c52_1f6c6d72-b328-4f8b-841b-5e0ecb494989.spold;transport, pipeline, onshore, long distance, natural gas;CN;transport, pipeline, onshore, long distance, natural gas
464d73c5-4a3b-5e2b-8a91-6132c3e667ef_7ee0ddc3-924d-4339-b9bf-7856af6a698f.spold;market for waste polyethylene;ME;waste polyethylene
d1d93da5-0203-5267-bcca-bdb53fe067a3_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, oil;IN-ML;electricity, high voltage
5dcf2ebd-1832-5a2c-93a4-192e03201ec1_aa0f0057-073d-55b7-918d-e4d6bed420f3.spold;NPK (15-15-15) fertiliser production;CN;NPK (15-15-15) fertiliser
5559c48e-2079-5896-b906-b34b099f8dab_fb8ade8c-e39e-4733-88be-1357e3c8d52c.spold;treatment of used exhaust air roof hood, steel, DN 400;CH;used exhaust air roof hood steel, DN 400
1c4f6b44-7f92-5a00-928f-f230ea3e0de6_3a07b27c-f6fb-429a-b8b8-04c9e2fcddd7.spold;primary zinc production from concentrate;RoW;copper cake
81f2a59a-6400-5f0b-a314-3bfb56cf0d8c_08b50381-c9ae-49ae-b279-5495b9f8f14a.spold;operation, computer, desktop, with cathode ray tube display, office use;Europe without Switzerland;operation, computer, desktop, office use
a214a519-98b1-55d8-a12a-84181c3a5682_4fcfb407-7879-42ad-9582-ab3fbfe5af10.spold;electricity voltage transformation from high to medium voltage, aluminium industry;IAI Area, South America;electricity, medium voltage, aluminium industry
b5012233-fbb5-5b73-98f7-4258d46ebf2d_d69294d7-8d64-4915-a896-9996a014c410.spold;market for electricity, low voltage;YE;electricity, low voltage
ae9747b7-50c8-5912-ab91-b764fd0a82ef_60e40c5e-8a0e-52f7-8c7f-2664ac536903.spold;treatment of sewage sludge, 97% water, WWT, WW from plywood production, landfarming;CH;organic nitrogen fertiliser, as N
e0a09da8-6d8b-5ea7-8aa3-5449ef155763_60e40c5e-8a0e-52f7-8c7f-2664ac536903.spold;treatment of sewage sludge, 97% water, WWT, WW from hard fibreboard production, landfarming;RoW;organic nitrogen fertiliser, as N
52b9f797-81b3-53f6-b08c-46551a414fe7_9e3d1adf-2aef-43b4-a1d5-a3b59c8e86d5.spold;planing, lath, hardwood, u=10%;CH;sawnwood, lath, hardwood, dried (u=10%), planed
f0388042-d1e2-5941-97f4-07a8058e6b3e_344057fa-e494-4211-86f4-8538590fd559.spold;market for cork slab;RoW;cork slab
7d878db7-895b-530e-bf1f-31b15876688c_3d8a88cb-02ca-48f4-857e-18e68995d78d.spold;transport, freight, lorry with reefer, freezing;GLO;transport, freight, lorry with reefer, freezing
681af1a4-3061-5be8-9864-6619faa981f9_d69294d7-8d64-4915-a896-9996a014c410.spold;biomethane, low pressure burned in micro gas turbine 100kWe;CH;electricity, low voltage
8aba8ac4-b0ee-5f72-8170-5618c48b7eb4_bfd577e2-82b4-4166-af2b-3bda540931f6.spold;treatment of waste mineral wool, collection for final disposal;Europe without Switzerland;waste mineral wool
88ace02c-90a8-518e-8e63-cd01c9a1df05_cfbce515-3f54-4411-ad9d-3d26b7faa15a.spold;transport, freight, lorry, all sizes, EURO1 to generic market for transport, freight, lorry, unspecified;ZA;transport, freight, lorry, unspecified
7fff3d56-4170-5431-a235-8efb706dd225_69b2236c-0085-4805-a883-619fc4188437.spold;market for spent catalyst base from ethyleneoxide production;GLO;spent catalyst base from ethyleneoxide production
e4db64f9-f873-5bc9-a566-089bd2a33250_4bc66efe-f91b-48e5-9a26-07e383d47e80.spold;esterification of soybean oil;US;fatty acid methyl ester
531d7e3c-3505-57ab-9502-02e6e29795c6_759b89bd-3aa6-42ad-b767-5bb9ef5d331d.spold;treatment of sewage sludge, 75% water, WWT, WW from CRT production, sanitary landfill;GLO;electricity, medium voltage
5f2b7b6e-fe4b-5623-aa7f-fc6752f2495c_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, production mix;SG;electricity, high voltage
371aaa1b-396c-5b8f-9b4f-20ec45589c22_4a9432d1-aaeb-4861-b776-822258862206.spold;aluminium turning, primarily roughing, conventional;RER;aluminium removed by turning, primarily roughing, conventional
91c4c585-7ebf-5eba-968f-2eb7b5e52b7d_43918f35-ec6f-4054-898b-c381aa071e93.spold;solid bleached and unbleached board carton production;RER;turpentine
d23ccf82-3a92-5ef5-8e0f-45c4f41e6e54_1138be18-2a09-45c2-8eeb-28cf53c3fc0b.spold;natural gas production, unprocessed, at extraction;GLO;natural gas, unprocessed, at extraction
163fd5ba-a37f-5d1f-b855-a69da77e78eb_77282160-5a7e-4a84-9ba1-b0d81e14f10a.spold;tillage, hoeing and earthing-up, potatoes;RoW;tillage, hoeing and earthing-up, potatoes
d7c5521a-b90a-55cd-afee-e3a1fb0b7b04_8d220649-94e4-47e9-8e86-50e7e03c06dc.spold;washing machine production;GLO;washing machine
9a7861be-e14e-55f3-94c4-c19305ab31c1_8b2dfb58-660d-44eb-b83f-5d9e28e467db.spold;skimmed milk, from cow milk to generic market for protein feed;GLO;protein feed, 100% crude
677ef6bc-1b0e-58bd-9380-e654de2f6e63_dab51c45-3349-4fbf-8dbc-cc97ffdd57df.spold;2-butanol production by hydration of butene;RER;2-butanol
1a5c007a-8894-5bc4-8a7c-77a3549a251f_0798a5d1-6713-4c82-8ec9-c40ac2548279.spold;glass fibre reinforced plastic production, polyamide, injection moulded;RoW;glass fibre reinforced plastic, polyamide, injection moulded
5d508992-4136-5879-bb7c-473c85a7b6cb_7cb72345-4338-4f2d-830f-65bba3530fdb.spold;citric acid production;CN;energy feed, gross
45951c81-8ae6-5c14-ad53-acc6780c9fbb_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity voltage transformation from medium to low voltage;CM;electricity, low voltage
968e9223-b663-58f0-9a9b-be9bfd88af80_2b17042b-64a9-425a-acfa-782a52baf82f.spold;rye seed production, organic, for sowing;RoW;rye seed, organic, for sowing
a24d5961-0dfd-53a9-98c9-ede5c2d4a455_fcbf6c72-3a99-453b-b384-658e3423b0dc.spold;planing, board, softwood, u=20%;Europe without Switzerland;sawnwood, board, softwood, dried (u=20%), planed
6006a8fc-1a6c-55ee-a49d-fc9342f5d451_c5246dbb-0abd-4bee-8dda-d52a1b202322.spold;steel production, chromium steel 18/8, hot rolled;RoW;steel, chromium steel 18/8, hot rolled
cdd7c6e4-ecd3-5f8f-8c80-1f8a246f23eb_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, nuclear, pressure water reactor;RoW;electricity, high voltage
ddfb5ebd-1a1c-5663-9017-94a8bb8b9c13_dadc7057-9041-4fae-893c-20aba9725f29.spold;maize grain production;AR;maize grain
dc4e9eda-3431-511e-a4ba-d79d12abcc2a_45fdcba1-32e8-462e-b7a3-932ad3dd761b.spold;chromium oxide production, flakes;RER;chromium oxide, flakes
bc1eb8c7-46bd-5c7a-ad40-00dd6aeb57d8_759b89bd-3aa6-42ad-b767-5bb9ef5d331d.spold;electricity voltage transformation from high to medium voltage;CA-AB;electricity, medium voltage
1296274f-02ff-5dae-bafe-29de16507aad_044c33a8-4bd8-4334-9948-c41b96cfb314.spold;hardwood forestry, meranti, sustainable forest management;MY;sawlog and veneer log, meranti, measured as solid wood under bark
9454f411-39a7-55eb-8aad-30f2684c461a_631a00c8-e830-482f-846b-2114eb7f46e7.spold;planing, board, hardwood, u=10%;Europe without Switzerland;sawnwood, board, hardwood, dried (u=10%), planed
b84641ce-488f-5a13-9884-2d5c34f15bc7_8d7c013a-5aca-44d7-8fc4-193844d2953a.spold;market for waste packaging paper;RO;waste packaging paper
1fecd4bf-a3a6-5107-95bd-d9b265af382e_31e57e29-481b-4f04-b39c-45cf58c10be4.spold;market for cement, CP IV;BR;cement, CP IV
c3383b9e-3c37-5a16-9ee5-388a9796273d_7c4dafff-fe18-45c0-92e4-857950032abb.spold;market for inorganic potassium fertiliser, as K2O;IE;inorganic potassium fertiliser, as K2O
3317a730-e513-5c8f-b56d-bf4cc3187a70_85086b85-ef0a-55c6-be1f-66e45e7aeaaa.spold;market for land use change, pasture, man made;BR-AL;land use change, pasture, man made
