Filename;ActivityName;Location;ReferenceProduct
c74a58b7-d4fe-5e54-8e04-679a1e7f1743_5cb475d3-4cfa-432f-853b-c4b5254dc7e8.spold;market for uranium, enriched 4.0%, per separative work unit;GLO;uranium, enriched 4.0%, per separative work unit
855e5117-9d0c-5b24-ac7e-0bc64af91edc_759b89bd-3aa6-42ad-b767-5bb9ef5d331d.spold;market for electricity, medium voltage;KW;electricity, medium voltage
6f1042e3-35cd-5560-aad5-6b3e215a2894_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, wind, 1-3MW turbine, onshore;CN-JX;electricity, high voltage
ac4d2b2b-05ca-55ae-ae57-2b3f50852aad_8cfe7d7c-f0f3-410e-8bbb-b5cb3e994313.spold;market for furnace, logs, average storage area, 6kW;GLO;furnace, logs, average storage area, 6kW
fa150567-b5ce-5e3e-aa97-a8850b328254_f5707bdf-f7e2-479b-b3ea-99c04de8a927.spold;nutrient supply from ammonium nitrate;RoW;inorganic nitrogen fertiliser, as N
a975f2ae-1ca4-5d81-bef8-395ac42d5379_0b4d69f9-6b39-4232-948b-62b7b4f0d3d8.spold;cobalt production;GLO;copper concentrate, sulfide ore
e369497d-3ea0-5886-a0d6-5aea53bcfec9_759b89bd-3aa6-42ad-b767-5bb9ef5d331d.spold;electricity voltage transformation from high to medium voltage;TN;electricity, medium voltage
c811f2ed-8b40-506a-8855-db0dbae3c5d2_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, hydro, pumped storage;SK;electricity, high voltage
42428074-cdc6-5a8d-93a9-07575097e626_05170dff-9f59-4269-bf68-5a913d633654.spold;window frame production, wood-metal, U=1.6 W/m2K;RER;window frame, wood-metal, U=1.6 W/m2K
102e014b-7829-5791-b666-5ee1d76069c4_ff7958eb-3b53-4955-8ca8-464218e0fb10.spold;operation, computer, laptop, videoconference;RoW;operation, computer, laptop, videoconference
1bdfa9e5-508a-54f6-8b22-99fe4056e9dd_e4478b33-83cb-40fb-aae6-3888f13ad5c6.spold;graphic paper production, 100% recycled;RoW;graphic paper, 100% recycled
326f3a83-e6e7-559c-8a14-46e2640a7768_60e40c5e-8a0e-52f7-8c7f-2664ac536903.spold;treatment of sewage sludge, 97% water, WWT, WW from maize starch production, landfarming;RoW;organic nitrogen fertiliser, as N
17a806f0-9f3d-5ddf-a399-28f7e66b2f4c_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, production mix;FI;electricity, high voltage
e239661e-8c06-54da-b47c-238f362f45f8_10da3c92-bfbe-455c-8029-dfd4e4acedd4.spold;treatment of waste natural gas, sweet, burned in production flare;GLO;waste natural gas, sweet
e5887374-ff2a-572f-8342-705476389545_3bf68190-17bd-4506-84da-3ef2bcb1b624.spold;market for transport, passenger car, medium size, petrol, EURO 3;GLO;transport, passenger car, medium size, petrol, EURO 3
835291d0-bb84-5189-b60b-35031a350ec7_66c93e71-f32b-4591-901c-55395db5c132.spold;sugarcane processing, modern annexed plant;BR;electricity, high voltage
0b96f8cb-57ff-59a7-b168-9261cca64101_795369c8-09eb-439f-9321-15c0d3be6a6f.spold;synthetic gas production, from wood, at fluidized bed gasifier;RoW;synthetic gas
ecc04878-3ae5-557b-9837-22d930d4ab73_ac3ce6da-8f69-40be-885a-5ea13915e89b.spold;treatment of residue from mechanical treatment, desktop computer, municipal waste incineration;RoW;residue from mechanical treatment, desktop computer
1d100119-51f5-5b20-a499-cdc7905bad50_dcb70fd5-e305-4920-b68b-40697cc6a206.spold;treatment of waste polyethylene terephthalate, unsanitary landfill, moist infiltration class (300mm);GLO;waste polyethylene terephthalate
61acaf93-8d71-5c57-8e09-126ce3f10ede_fb79e3cf-4466-4999-9478-3f06a1260f7f.spold;sodium silicate production, spray powder, 80%;RoW;sodium silicate, spray powder, 80%
45b5cdd2-75f7-525d-96ce-7e4281e1eeda_7f31e37f-f021-4ad2-891e-495a5b3b70b3.spold;floating collar net cage for aquaculture 25 m construction and maintenance;GLO;floating collar cage
82dd892e-5407-5b88-aaef-6828f12a4b37_52c5e025-a198-4393-858b-3096589d9de3.spold;cadmium chloride production, semiconductor-grade;RoW;cadmium chloride, semiconductor-grade
50156a1c-09aa-5509-b588-a8d8dc1abfcd_06440ac0-a1f5-4ba5-a0f7-727570bfbfff.spold;smelting of copper concentrate, sulfide ore;RU;copper, anode
68e91679-7ac0-56f0-9f8e-57751085c62f_639dba7b-1762-4e9a-a95c-f30380e65d53.spold;market for transport, freight, lorry 7.5-16 metric ton, EURO4;RER;transport, freight, lorry 7.5-16 metric ton, EURO4
c4f26429-5a08-52e3-a33d-3c7873765cd1_6dbeade5-eb8e-5666-b681-f479757cfd86.spold;treatment of sewage sludge, 97% water, WWT[R], WW from anaerobic digestion of whey, landfarming;CH;organic phosphorus fertiliser, as P2O5
c1906b63-6a5b-54b0-a10d-c70e9e0a0640_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, production mix;AZ;electricity, high voltage
be840f0b-66e5-5d45-9a81-5e6d401807db_30df3cb7-d389-4007-a172-ad89e98c3270.spold;peach production;CN;peach
7c4be267-a86f-58c9-83ec-194c0aa93dff_1f61a047-2cac-4f60-91c0-e60fb6b865a6.spold;market for silicon, multi-Si, casted;RoW;silicon, multi-Si, casted
b5f289d4-3c23-5133-8748-eac8f11cffca_f3f85233-f9bb-4077-a6b0-2dd7bda88072.spold;treatment of bilge oil, hazardous waste incineration;Europe without Switzerland;bilge oil
d5c16d88-99ff-58f3-841d-ca23d6a2fccb_b0b26bf6-ed2c-4844-a0be-aa7cef435585.spold;water pump operation, electric;MA;water pump operation, electric
4173151b-de71-570f-b423-a487fea95a93_bd061b71-270b-4644-9e14-6c59b2e4090d.spold;market for transport, freight, lorry 3.5-7.5 metric ton, EURO2;ZA;transport, freight, lorry 3.5-7.5 metric ton, EURO2
707325d1-e9e3-55f2-a732-ddce4d744aa8_85086b85-ef0a-55c6-be1f-66e45e7aeaaa.spold;market for land use change, pasture, man made;BR-ES;land use change, pasture, man made
3322dd6f-7aa0-55bf-90be-db9ea128dbd3_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;clear-cutting, primary forest to arable land, annual crop;BR-PA;land tenure, arable land, measured as carbon net primary productivity, annual crop
932f874f-db6e-55f6-bf9f-788d392bcd09_637ee275-a239-4dcb-b084-abfa110dd65b.spold;treatment of sewage sludge, 70% water, WWT, WW from plywood production, municipal incineration;GLO;electricity, for reuse in municipal waste incineration only
1f086b37-e9a9-5080-979a-84b72f879d2c_510a8fef-7075-4da2-9984-8936ba08c89f.spold;market for protein pea, Swiss integrated production;CH;protein pea, Swiss integrated production
b64a5686-c0a3-51a3-83df-982deaf4d001_f8088723-18f4-40f4-afd8-7bcb13c56021.spold;market for thermal plaster, outdoor;GLO;thermal plaster, outdoor
25d2c60d-19a1-58bc-a268-2e74b1ea20a8_9c6b672a-661e-40c3-a9a0-902b33cc6871.spold;market for mandarin;RoW;mandarin
7aa3f056-97e6-538a-9adc-4ebf0fa6d9f6_16303e09-077e-4532-98c2-95fae1eb66fb.spold;market for N,N-dimethylformamide;GLO;N,N-dimethylformamide
cb4d4268-a7b3-5550-a29a-339a0ce6399b_fa8fdaec-627a-4055-b2e9-49b238cf166f.spold;protein pea production, organic;RoW;protein pea, organic
7ffe14bd-197d-569c-a831-0afdf9803a7f_e805d959-7903-47b0-9401-47d1f5ce6b3a.spold;market for tempering, flat glass;GLO;tempering, flat glass
da9985df-7efd-5ef6-95be-8d167ee8eb5c_cee6769c-ac58-45d5-9597-de2569031d74.spold;treatment of waste paint, municipal incineration;CH;waste paint
5d68b710-dc5d-5fd9-8d1b-0b2875c8a018_66c93e71-f32b-4591-901c-55395db5c132.spold;market for electricity, high voltage;EC;electricity, high voltage
81334899-40c3-5c29-9f31-b0b5985aa158_0d3c67a6-3b18-4010-9703-47da3569fbc7.spold;paper mill construction, non-integrated;RoW;paper mill, non-integrated
e4d0630f-9eb2-5fd1-a549-6cc543bce530_3f5f5aef-3833-43d4-8b81-44123105afd7.spold;irrigation, drip;CH;irrigation
467547a8-c008-58a4-bb8f-8223ac9f13e1_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, wind, >3MW turbine, onshore;IE;electricity, high voltage
3c454059-7b6d-5ff3-b920-1764b11e243d_94d77edb-b115-4541-b383-62d731784287.spold;concrete production, 25MPa, for building construction, for interior use, with cement ZN/D, with <30% RC-M aggregates;CH;waste mixed aggregates, from demolition
71a27884-b3a4-5ff1-8f84-7ebdbd2f7458_4f7d61bf-7489-5f91-9a40-cf8a849d3103.spold;market for sodium hydrogen sulfate;GLO;sodium hydrogen sulfate
a5ba2f89-ae94-5e4c-b474-85f6db854672_319ab25e-8c69-47bc-baeb-e22971136dfe.spold;phosphoric acid production, dihydrate process;US;phosphoric acid, fertiliser grade, without water, in 70% solution state
1c58feef-58c8-53da-a260-86aa5e898355_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, oil;TH;electricity, high voltage
2f69f925-3da8-5342-b7f1-89bb2acc65b8_1fb2e33c-efb6-42f9-99e0-f9024ace9fcc.spold;softwood forestry, spruce, sustainable forest management;SE;cleft timber, measured as dry mass
dbf494e0-80fe-592c-aa8e-44a82dd11a03_2fe4096e-1e4c-4235-853e-f00afc21adca.spold;bronze scrap, post-consumer to generic market for bronze;GLO;bronze
0bcf0c22-914e-5655-8611-5b75fdf31ea7_f372d4c2-7310-4fb9-8bb6-bee214fd08d1.spold;land use change, perennial crop;BR-CE;land use change, perennial crop
bdb85a9d-51e5-5f4e-b13f-eca95b1e6f25_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, production mix;CA-SK;electricity, high voltage
837660cb-b59f-5f58-b3ed-a6f36cbbbe3c_a9007f10-7e39-4d50-8f4a-d6d03ce3d673.spold;natural gas, high pressure, import from DE;CH;natural gas, high pressure
d35a3c7a-e44f-5f7b-9856-1ba57783c4ec_e6aad2de-0b1b-49c3-a0c4-797ba34d87e5.spold;petroleum and gas production, offshore;KZ;petroleum
91f232b1-1aa7-5e36-9fda-ad454cb2ba14_7ee0ddc3-924d-4339-b9bf-7856af6a698f.spold;treatment of waste polyethylene, unsanitary landfill, wet infiltration class (500mm);GLO;waste polyethylene
d1aac1b7-2ab0-5730-95eb-ceb00efc1375_9d23fe2a-b3f8-4ee2-9dcb-5f5cede20bd6.spold;sewer grid construction, 1E9l/year, 30 km;RoW;sewer grid, 1E9l/year, 30 km
b52c46c5-ba39-57e7-8a7c-7aef784c29f4_886d7d3f-d22e-4b5e-9037-2b104078c073.spold;market for assembly of generator and motor, auxilliaries and energy use, heat and power co-generation unit, 160kW;GLO;assembly of generator and motor, auxilliaries and energy use, heat and power co-generation unit, 160kW electrical
5c3e9c79-f55a-544e-a9e6-55ff199179dc_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, wind, >3MW turbine, onshore;NL;electricity, high voltage
e61cced0-b4cd-5383-b598-f2fd6ed79226_105707e8-7b2d-58a5-aa54-a6a298327688.spold;treatment, sludge from pulp and paper production, landfarming;Europe without Switzerland;organo-mineral nitrogen fertiliser, as N
cbef7cb4-3757-5830-a35b-e97b5d9bc698_070bc4e6-611e-4d09-9323-22013fc4ec8d.spold;drying of maize grain;BR;drying of maize grain
1b61c6a0-7909-513e-8baf-01e2c5db5472_4bc66efe-f91b-48e5-9a26-07e383d47e80.spold;treatment of waste cooking oil, purified, esterification;RoW;fatty acid methyl ester
35343ffe-627d-5609-ada7-d70f4c13e76e_8a92ef62-158f-464a-82f4-114523386ffd.spold;market for bottom ash, MSWI[F]-WWT, WW from liquid crystal production;CH;bottom ash, MSWI[F]-WWT, WW from liquid crystal production
9f02f867-48de-5b0e-a098-16cc33a049d6_ca1adf5d-eddf-490c-aa63-49684b3d91db.spold;treatment of residues, MSWI[F]-WWT, WW from concrete production, residual material landfill;CH;residues, MSWI[F]-WWT, WW from concrete production
70fd6fc2-ea95-5e93-8ec6-e528cbe15b37_318bc688-5b2f-56fa-8bab-3c071c0f52bb.spold;nutrient supply from poultry manure, fresh;GLO;organic potassium fertiliser, as K2O
fbf37ebc-c44c-590a-87a0-91acf6781fcc_d9931b4a-3621-4141-b47f-1073a83f6887.spold;market for energy use, electric bicycle;GLO;energy use, electric bicycle
567f4a9b-3908-5b1f-b809-2c1628e22a89_f372d4c2-7310-4fb9-8bb6-bee214fd08d1.spold;market for land use change, perennial crop;BR-MT;land use change, perennial crop
d9e43ddf-fa71-57b2-80db-8d7e28975cfb_f3f85233-f9bb-4077-a6b0-2dd7bda88072.spold;treatment of bilge oil, hazardous waste incineration, with energy recovery;RoW;bilge oil
94035949-def2-5242-8f40-550d133fbf59_1f097a0f-753b-501f-b9d5-df766bc97660.spold;market for fava bean;GLO;fava bean
252ed0db-d011-5178-aff9-a44c0762846c_e4ba6d0a-c36e-47d3-8806-60337363393b.spold;market for mint;GLO;mint
e0165181-8ef1-5f6f-91a8-60d4e22f59fe_7225e2a6-7fd6-40e2-b341-f097b027d119.spold;application of plant protection product, by field sprayer;ZA;application of plant protection product, by field sprayer
9360fbbf-6a46-5312-aad3-e668359e9bfe_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity voltage transformation from medium to low voltage;CA-NU;electricity, low voltage
801d68ef-3cb0-5ed1-a9a0-aa5f33c390c8_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, production mix;HT;electricity, high voltage
5e470f23-1bbf-599e-97b0-3834a64e15f0_45fbbc41-7ae9-46cc-bb31-abfa11e69de0.spold;treatment of municipal solid waste, incineration;AT;heat, for reuse in municipal waste incineration only
593959ed-7b39-5f06-81f2-c7e51941b3d0_b419e26a-249f-4286-a6f8-188e7dfba951.spold;market for titanium dioxide;RoW;titanium dioxide
ec583bd6-c05c-5415-8a08-8bc3a328ac6f_ece340ed-eced-4f6d-afed-fc47e3f8edd3.spold;market for esters of versatic acid;RER;esters of versatic acid
42c9799f-cb5a-5582-a5ed-e4928883b846_d8649ed8-daa1-43e2-976b-aa0e15f5680d.spold;steel milling, average;RoW;steel removed by milling, average
e1ddf21d-0f54-5a31-bf58-ea7caf69e288_71e2f1db-a2c5-44d0-8337-dfff15be974d.spold;heat and power co-generation, wood chips, 6667 kW;BR-South-eastern/Mid-western grid;heat, district or industrial, other than natural gas
799b30bd-41b0-598b-9f76-dae915157d6c_f5707bdf-f7e2-479b-b3ea-99c04de8a927.spold;market for inorganic nitrogen fertiliser, as N;LV;inorganic nitrogen fertiliser, as N
5953e7e2-2398-5763-8d65-44a467ac5e54_7ee0ddc3-924d-4339-b9bf-7856af6a698f.spold;market for waste polyethylene;FI;waste polyethylene
1c12a7a5-8a7a-55db-8205-f6611b4e00a9_3db648b2-8b8a-46c4-8e69-4ab60453b65f.spold;market for lorry, 40 metric ton;RoW;lorry, 40 metric ton
1885ffab-1f66-5135-ae16-61077f8a00e0_880b839e-a744-48ff-ba0e-c9139aa6f7ac.spold;market for furnace, logs, 6kW;RoW;furnace, logs, 6kW
4ff92363-b4d0-53d9-aa9d-b4292cec8b80_6eb408db-980a-4b9e-82a8-b6dca183ec35.spold;softwood forestry, spruce, sustainable forest management;RoW;pulpwood, softwood, measured as solid wood under bark
5121f8d6-ba92-5c29-ba53-366903eef6b5_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, nuclear, pressure water reactor;CH;electricity, high voltage
7f1fa835-829c-5179-9d67-3e38557f551e_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, hydro, reservoir, non-alpine region;IN-MH;electricity, high voltage
77ac10a7-6b05-5e27-8e5c-4358517b1ef6_8aa5cd19-c1ca-49f1-8efb-c7a28f5ad71f.spold;section bar rolling, steel;RER;section bar rolling, steel
57f5bc77-2e8e-5c9b-a048-7b28634aa362_98c3d189-a2b3-4d52-b833-e896553847e9.spold;acetanilide production;RoW;acetanilide
2a19f96b-464e-5c4f-a93a-4a8d6050d16a_d442c8f3-cfd9-42cb-a262-c70cf03926ad.spold;market for wood preservative, organic, indoor use, dry;GLO;wood preservative, organic, indoor use, dry
0324b8d6-470d-5248-abde-b26c43ba715a_3cffc0cb-7f0f-41f1-b467-1a7f40fc45ec.spold;hard coal mine operation, underground;ZA;hard coal, run-of-mine
5715f39f-04ca-5a76-bd2c-d24bf8f384dd_fbb039f7-f9cc-46d2-b631-313ddb125c1a.spold;treatment of copper scrap by electrolytic refining;RoW;copper, cathode
37044a5f-254d-5ef6-8d8b-48fdd3c4536d_9841f758-6561-44de-8f7f-95b82575528b.spold;grass production, Swiss integrated production, intensive;CH;grass, Swiss integrated production
4f29fee7-a472-5c46-bb45-2251f3814a30_2f59d2ff-3591-4993-b5c3-8311033b6773.spold;glider production, electric scooter;GLO;glider, for electric scooter
d3d850e4-5e49-5bd8-b8c0-bec3f8451113_952f836a-c8ff-472b-ac3d-7528379339c3.spold;chlorodifluoromethane production;NL;chlorodifluoromethane
ea695fe2-e80b-59aa-ba0b-2af1b18c9664_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;CZ;electricity, low voltage
bb8acdce-2eed-52c4-93e6-fd8b89ceeee8_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, natural gas, conventional power plant;GB;electricity, high voltage
643c0121-1207-5e48-b8b3-d6e7f42fe57f_b1f74287-042b-4171-b90c-b1eb5739f30d.spold;concrete production, 35MPa, with cement, CEM II/B-V;ZA;concrete, 35MPa
a0db64b1-7ff3-5b4a-8d59-16efcb69a7ef_20ad63da-2f25-4737-8241-580ef0f1fd96.spold;steel drilling, conventional;RER;steel removed by drilling, conventional
cb16ec19-49f7-5e61-84fb-9ba562d8138b_634c5012-e350-42e3-a4b3-f549ea3b0270.spold;market for sewage sludge;RoW;sewage sludge
1192afca-1ce1-56dc-9f3b-cadd3c93d3a8_fb655769-10d8-446b-87f8-44ca60e20ed9.spold;market for transport, freight, lorry 16-32 metric ton, EURO4;RoW;transport, freight, lorry 16-32 metric ton, EURO4
079d9b76-9e98-5095-b36e-ac11bca62490_634aa463-5085-4064-9e0c-a3fedcacedb8.spold;metaldehyde production;RoW;metaldehyde
29b62a3f-25a1-5eaa-a24c-b1c639ed8563_4e735e76-09eb-493b-87b9-e22d9550e4ad.spold;ethylvinylacetate production, foil;RER;ethylvinylacetate, foil
b4fad997-349b-5b97-b457-8551a9908d26_759783e0-89c4-486e-970a-5dcb2de165de.spold;molybdenite mine operation;GLO;molybdenite
01aeeae9-6d4e-5072-8aea-e85bd488007f_20cdb341-4c24-4952-aee1-827d85eb88e7.spold;market for used intermodal shipping container, 40-foot;GLO;used intermodal shipping container, 40-foot
ae6aedec-d292-5eba-9801-58bd98eaf3fb_a9007f10-7e39-4d50-8f4a-d6d03ce3d673.spold;petroleum and gas production, onshore;EC;natural gas, high pressure
ac35e21b-56a4-598c-9ba0-7e2d12d1b2f1_4750d280-0fd3-46ca-9825-ccf866d2c6cf.spold;treatment of spent sawing slurry from Si-wafer cutting;RoW;spent sawing slurry from Si-wafer cutting
6222be81-833b-54ea-a741-ca0a7ac372c2_72a2249f-d533-5808-8cb1-84992f26a734.spold;market for methallylchloride;GLO;methallylchloride
eddfddb9-af94-55e3-85a7-e8f7bea1ab21_f831dbaf-bcb9-5a4e-89a8-607f39516f51.spold;market for dimethylaminopropylamine;GLO;dimethylaminopropylamine
9b69abc5-f54a-510f-a731-066546ee41ef_6e7624f7-2c91-48f7-a721-c4aa9fbffee9.spold;heat production, natural gas, at diffusion absorption heat pump 4kW, future;CH;heat, future
3c6fdf6f-df3f-5849-8809-b4c337adf3d3_bb14c937-fb75-430a-bb90-128536904e85.spold;market for dioxane;RER;dioxane
df0755e9-e6f1-5a5d-8bae-de545ed46229_f932591b-3558-4593-9071-e901333e7596.spold;pitch despergents production, in paper production;RoW;pitch despergents, in paper production
4a2090f9-606d-5fcc-ba00-c60c8aa2bc9e_759b89bd-3aa6-42ad-b767-5bb9ef5d331d.spold;electricity, from municipal waste incineration to generic market for electricity, medium voltage;GB;electricity, medium voltage
bd007d23-c857-55cf-a356-9ad6ca749404_97ee3bfa-7894-4353-9208-c2bf1ae1dce1.spold;market for photovoltaic laminate, CIS;GLO;photovoltaic laminate, CIS
3519ee19-fca0-53f2-ba65-3d9bd9806372_a636ed9e-f90a-48cb-a180-c75b1fc92cf1.spold;pig iron production;RoW;pig iron
4a93f869-b7fe-5850-ad0b-3df65550536d_51ad82f7-335d-497d-a632-764c220c79fd.spold;treatment of used flexible duct, aluminium/PET, DN of 125;RoW;used flexible duct aluminium/PET, DN of 125
ec52fe14-11ad-5e88-811b-d149dd9a6924_1bec933d-caf4-42f9-abaf-be1a8f589cd5.spold;cover plaster production, organic;RoW;cover plaster, organic
