Filename;ActivityName;Location;ReferenceProduct
5f173032-8863-5249-87b1-dc4d6e793e93_1fc89761-93f9-48c5-9204-08a8961b93c8.spold;market for aluminium hydroxide;GLO;aluminium hydroxide
dfad4a29-8be2-5c2c-bb0d-c9e634e4671e_318df8f5-f490-436c-8f93-23ccfa15e60a.spold;market for tillage, ploughing;GLO;tillage, ploughing
aa9a912b-385c-5dc8-8b80-19682b1f69f4_60c9deab-3341-490d-b6f4-ae7bbad4bb79.spold;treatment of sewage sludge, 75% water, WWT, WW from medium density board production, sanitary landfill;RoW;sewage sludge, 75% water, WWT, WW from medium density board production
357cb7f2-56a8-579f-99b0-ba2f1e739558_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;SE;electricity, low voltage
7e8a0139-59ea-5a2c-9abe-9020b8052925_759b89bd-3aa6-42ad-b767-5bb9ef5d331d.spold;electricity production, medium voltage, petroleum refinery operation;Europe without Switzerland;electricity, medium voltage
5da89cad-6535-50fa-a511-7a61fa91bf7b_d5d05133-2092-451a-b9fa-c782a6ce3786.spold;treatment of sewage sludge, 70% water, WWT, WW from maize starch production, municipal incineration;GLO;sewage sludge, 70% water, WWT, WW from maize starch production
2f74f398-e5c3-5e0d-9e21-9982eaf32bb4_ef27b642-5afe-52be-a9d0-0d6a0febcdd6.spold;gluing mill construction;RER;gluing mill
789a0f51-d5a6-5619-ab01-b5b8fe3bfb7e_1458c180-5333-475e-88d2-7886d76e779e.spold;lath, softwood, raw, kiln drying to u=20%;Europe without Switzerland;sawnwood, lath, softwood, raw, dried (u=20%)
23f41948-9070-5550-895f-d792b27c8c75_1f69b3bf-b3b1-41b2-9441-7efbc55f58bb.spold;market for potato seed, for setting;GLO;potato seed, for setting
1ba84308-f1d5-520f-afd6-955656f84bf1_3b1ed771-fa76-4ee0-9e45-813909cd5538.spold;market for melamine urea formaldehyde adhesive;GLO;melamine urea formaldehyde adhesive
4acef96a-c800-5125-b4c2-927a378641d3_3e914ece-73a4-4769-9d14-eab87b6d1fc1.spold;transport, freight, lorry with refrigeration machine, 3.5-7.5 ton, EURO4, carbon dioxide, liquid refrigerant, cooling;GLO;transport, freight, lorry with refrigeration machine, 3.5-7.5 ton, EURO4, carbon dioxide, liquid refrigerant, cooling
9dd789c9-c6e2-54f7-a9c6-0b0a82b5aaf9_306c02e5-b73f-4813-90ee-b2e3259a09b1.spold;market for collector field area, solar thermal parabolic trough, 50 MW;GLO;collector field area, solar thermal parabolic trough, 50 MW
3b79d54b-ff6c-5687-82e0-8c4feddbd773_3f5f5aef-3833-43d4-8b81-44123105afd7.spold;irrigation, sprinkler;RoW;irrigation
c3028344-4d69-53c7-8c77-8e06e304a639_4829414d-5ec4-4f42-9c2c-b86dbb59d721.spold;market for slab and siding, softwood, wet, measured as dry mass;CH;slab and siding, softwood, wet, measured as dry mass
b8c3d91f-a49a-5a2a-a13f-361aa98c0be7_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, oil;IN-CT;electricity, high voltage
e037016c-c727-586f-a8ca-326eb9ee4cf2_6501d9f8-a260-42c4-a11f-e3ecc85d4caa.spold;market for solder, paste, Sn95.5Ag3.9Cu0.6, for electronics industry;GLO;solder, paste, Sn95.5Ag3.9Cu0.6, for electronics industry
09b42484-07c6-5f0e-a2c4-6604b04a258f_ddf1bc4e-ac9c-4a37-824c-b5dee2dc2d98.spold;market for refractory material, acid;GLO;refractory material, acid
4ba26711-af19-5693-8ee0-63716137ff91_360ead90-c4b3-4103-9e8f-3e0055506985.spold;market for impact extrusion of steel, warm, deformation stroke;GLO;impact extrusion of steel, warm, deformation stroke
a9acef65-acc1-55d6-bb1b-119a0ba5bd2b_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, lignite;IN-HR;electricity, high voltage
79486ff4-b4eb-566b-b6f8-d9b5486281dc_27da8130-82ba-485c-a800-b89efdcb0491.spold;market for municipal solid waste;MT;municipal solid waste
adfb5eeb-bccc-5be0-bac0-be3bec2fa772_c3c7fe25-71c0-4c57-bf6e-a7b781ee0a6c.spold;transport, freight, small lorry with refrigeration machine, EURO3, CO2 refrigerant, freezing to generic market;GLO;transport, freight, lorry with refrigeration machine, freezing
6fce1f37-0cd9-5c23-9db8-504ea1ea06d0_e4ba6d0a-c36e-47d3-8806-60337363393b.spold;mint production;IN;mint
ff6c552d-852a-5896-a4aa-ed5e5420e90a_1f6c6d72-b328-4f8b-841b-5e0ecb494989.spold;transport, pipeline, onshore, long distance, natural gas;RO;transport, pipeline, onshore, long distance, natural gas
e6c4830b-f778-5c18-b4e4-c934ac1a734c_044c33a8-4bd8-4334-9948-c41b96cfb314.spold;market for sawlog and veneer log, meranti, measured as solid wood under bark;MY;sawlog and veneer log, meranti, measured as solid wood under bark
a1b015d1-da7d-56d2-862c-8765715bc59e_ada9b1d0-1ba2-4e81-8a5b-a352ed052fec.spold;glass tube factory construction;DE;glass tube factory
fc256c6c-e5e5-59f6-993f-8542fdc1e85e_54894ebe-5eae-4fd7-8d35-f715e15c673b.spold;market for inert filler;GLO;inert filler
dcab4f9f-12ea-5310-819d-3407ac4e1bf6_d9931b4a-3621-4141-b47f-1073a83f6887.spold;energy use and operation emissions, electric bicycle;CH;energy use, electric bicycle
0b76ff0c-5fec-50f6-b9e5-de9c332ba3d6_7c4dafff-fe18-45c0-92e4-857950032abb.spold;market for inorganic potassium fertiliser, as K2O;US;inorganic potassium fertiliser, as K2O
1a9b407d-70d2-5fc1-9add-efc12fab8bc3_1873d261-bf81-410d-9dfc-178afc6523fe.spold;energy use and operation emissions, electric bicycle, electricity from renewable energy products;CH;energy use, electric bicycle, electricity from renewable energy products
e0ec7965-2e45-5dc5-b651-7f27d9747423_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, hydro, reservoir, non-alpine region;CA-QC;electricity, high voltage
fb52bcb2-c036-5491-9b07-903e925f18e3_b4fe7649-79c8-48a4-a3aa-e14023ff35a7.spold;treatment of used capacitor, to hazardous waste incineration;RoW;used capacitor
32fcdba8-62e9-5e5c-9571-ce4af5a76550_fd45a910-a95c-4742-90a5-473e86d16486.spold;polyvinylchloride production, emulsion polymerisation;RER;polyvinylchloride, emulsion polymerised
eccad42a-0e9d-5ea6-8428-2e361ff82f34_4f312355-ac65-4635-8fb2-006dba64ce60.spold;sorting and pressing of iron scrap;RER;iron scrap, sorted, pressed
2ca52e29-297f-500f-a11b-e6db94f65e59_0818abb1-d7ce-4ac6-b6e1-2e7b51a1ea9e.spold;fibre production, cotton, ginning;IN;fibre, cotton
2dc00908-7721-588a-824d-196dd28bb282_66c93e71-f32b-4591-901c-55395db5c132.spold;market for electricity, high voltage;KG;electricity, high voltage
2b04f553-7a46-5a29-9202-42a27f3e81d8_eb002431-2e1f-4b72-91d8-9a4bb6b17c0b.spold;copper smelting facility construction;RoW;copper smelting facility
511117f1-c241-569e-ad7f-d4010eed4047_d51e5a32-c20a-4da6-8d58-31f344b50c00.spold;market for waste graphical paper;PL;waste graphical paper
203e4e32-fd97-558e-ac8d-f08707377035_76ab0018-e176-43e0-b42c-12e82b937fef.spold;concrete production, 30MPa, for building construction, exposure class XC3, with cement, unspecified;AT;hard coal ash
651bc19d-ef42-5b42-b718-11cd841de92c_6d7a9035-752d-4b84-ad72-bde1a987a585.spold;market for fibre cement corrugated slab;GLO;fibre cement corrugated slab
bb3ea299-5507-50e6-93f4-a7c85a8794c5_370f3b6f-cd34-496d-a249-3045fdb389a1.spold;clinker production;RoW;soil, contaminated
81a35a71-d531-56e8-b102-638003b9ed41_ad203eea-c27a-4232-94aa-f0a5418de3a5.spold;mango production, conditioned, heat treatment;RoW;mango, conditioned
6536c91d-32ff-5c01-99f1-90eec03e9bc9_4a11812d-1d96-42da-b131-1c078c2f92d3.spold;market for wastewater from liquid crystal production;RoW;wastewater from liquid crystal production
d1519846-d2d5-5a2e-bd0a-30cd9420d72d_adfdf7b4-035c-470c-909c-8d2ae488799e.spold;market for sodium nitrate, technical grade;GLO;sodium nitrate, technical grade
93c9fb73-5634-5220-a750-758a0ebf7390_dadc7057-9041-4fae-893c-20aba9725f29.spold;maize grain production, second crop;BR-MT;maize grain
c2cdf4f5-5f37-5e13-96ab-82ba32b1398c_49719318-578e-40fe-b359-0780c8df9221.spold;intensive beef cattle production on pasture;BR;cattle for slaughtering, live weight
d5a6e073-fddd-5792-9792-ca347f1b84ce_ef02b2fa-d013-4ed0-9212-092f679b0685.spold;treatment of sewage sludge, 97% water, WWT, WW from potato starch production, landfarming;RoW;sewage sludge, 97% water, WWT, WW from potato starch production
7bd337cd-67da-5d8b-88e3-fa3fc32e26ce_73e2ac74-b55b-48e0-937b-b8c9aa56042a.spold;concentrated solar power plant construction, solar tower power plant, 20 MW;ZA;concentrated solar power plant, solar tower, 20 MW
a3d070af-a284-5126-bcc2-8ef40a9312f1_9aa99528-f035-4245-abd7-eace6101abf8.spold;air filter production, central unit, 600 m3/h;RoW;air filter, central unit, 600 m3/h
2b0d0345-774a-5758-97d0-7e25c2e217ab_1b269b5c-9561-4809-b905-ec321866f3ce.spold;market for operation, computer, desktop, with cathode ray tube display, active mode;GLO;operation, computer, desktop, with cathode ray tube display, active mode
5c3d48e8-8367-5f48-bdd6-8c999d740eb4_8e583c86-9411-4087-a357-490a05d6b928.spold;market for sugar, from sugar beet;GLO;sugar, from sugar beet
c1f7aefd-fbcc-5b3c-80ca-6ece017ee671_975eca2c-0129-41cc-b920-2394b205994f.spold;maintenance, heat and power co-generation unit, 160kW electrical;RER;maintenance, heat and power co-generation unit, 160kW electrical
d67ede77-9896-5bbe-a3d1-f7daf73101f7_af9fc27e-0952-4636-95ea-a36ea7f54475.spold;market for paper, woodcontaining, lightweight coated;RoW;paper, woodcontaining, lightweight coated
f37be6f2-4725-5aa3-b6b2-d459a54cf746_a6b32de2-648a-4cd7-a256-9b122f68dd8b.spold;market for chlorine, liquid;RER;chlorine, liquid
4f877db9-f038-502a-b9a5-118a8482291b_159ebab4-dc26-448a-a3d7-5c0f28ed883a.spold;operation, computer, laptop, off mode;CA-QC;operation, computer, laptop, off mode
3b7cb415-86a0-5a5d-ba17-c2207a3a3b5d_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, lignite;IN-PB;electricity, high voltage
72c41ee5-8087-55af-ae4d-c103dce2e6a2_c9da0f61-1cb7-585e-8999-d5cb262aa539.spold;amine oxide production;RER;amine oxide
c7845a41-0f77-50b7-ad37-74d3759c757e_398a7f10-7d31-4fb4-9edb-2c859ff745f2.spold;mine infrastructure construction, open cast, uranium;RNA;mine infrastructure, open cast, uranium
133ff57f-0490-5c6f-9024-179fef1acef6_69b3d58f-ddde-59c4-a78d-2ededd641aab.spold;market for land tenure, arable land, measured as carbon net primary productivity, forest, intensive;BR-ES;land tenure, arable land, measured as carbon net primary productivity, forest, intensive
bf878f71-1f6b-5986-ab0d-537a14166594_a8fac523-b21a-49f4-96d2-a4a8502beb3f.spold;treatment of residues, MSWI-WWT, WW from plywood production, residual material landfill;GLO;residues, MSWI-WWT, WW from plywood production
c392f995-de0a-552e-9671-3d70d8caeead_ef5d9b7f-0d4a-49b9-a2eb-eef36ded1c38.spold;concrete production, 30MPa, for drilled piles, with cement, CEM II/B;CH;concrete, 30MPa
30354a24-b89b-51cc-9497-d8aa43b7361d_27da8130-82ba-485c-a800-b89efdcb0491.spold;treatment of municipal solid waste, incineration;GB;municipal solid waste
0f3b9d53-0f53-5bbc-bd61-00c5f0876499_03cc9df9-29e5-4ee0-8bff-a70999caffbf.spold;tomato production, processing grade, open field;RoW;tomato, processing grade
bdb3546c-8521-5224-ac9b-a458c53718f9_3a0d77a5-6488-4977-966a-731350be864a.spold;market for ethanol, without water, in 99.7% solution state, from ethylene;RoW;ethanol, without water, in 99.7% solution state, from ethylene
41adbe91-ca7f-5bfb-a46b-ec6286dfa32a_85baf90a-61f7-4b5c-aba7-116b889513ed.spold;sawnwood production, hardwood, raw, dried (u=10%);CH;sawnwood, hardwood, raw, dried (u=10%)
6b371bd0-ca52-59b6-94ae-34d47aee08d4_0b404a7a-c140-4b1b-a555-a7082a6012ef.spold;treatment of used vegetable cooking oil by anaerobic digestion;RoW;used vegetable cooking oil
5b74a1a3-c1ae-523e-bfa6-1f1263b1a7d9_d5d05133-2092-451a-b9fa-c782a6ce3786.spold;market for sewage sludge, 70% water, WWT, WW from maize starch production;RoW;sewage sludge, 70% water, WWT, WW from maize starch production
ca240a73-925e-50ae-8bfc-404b72445550_22cdac63-419a-4980-ad99-5c0caff0a614.spold;market for soybean meal;BR;soybean meal
136f746b-defa-5e6d-959e-2db97c260616_88afd721-07ec-4910-a004-fa3fecb6bf70.spold;market for waste plastic, mixture;CH;waste plastic, mixture
4af410ed-b576-5d5e-ba44-2ed772247e77_ebf87849-9cc6-405b-b2c4-1bc3b9b83b22.spold;market for heat carrier liquid, 40% C3H8O2;CH;heat carrier liquid, 40% C3H8O2
6a1f9580-dd23-5bab-a077-36b46839c8e2_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, natural gas, combined cycle power plant;UA;electricity, high voltage
75a5b3ca-d234-555b-b0e2-a00636ada80f_71e2f1db-a2c5-44d0-8337-dfff15be974d.spold;heat and power co-generation, diesel, 200kW electrical, SCR-NOx reduction;BR-South-eastern/Mid-western grid;heat, district or industrial, other than natural gas
89a340dc-bff1-54e8-a8dc-9746604f034a_e6db6324-2df1-4563-b99d-6b051aca5201.spold;market for stone wool factory;GLO;stone wool factory
48cfb5df-1649-597c-b233-ed46cc5a545f_7225e2a6-7fd6-40e2-b341-f097b027d119.spold;application of plant protection product, by field sprayer;Canada without Quebec;application of plant protection product, by field sprayer
841991fb-c25e-5cd5-91ff-16e4f0a6a43e_bf0425ee-99c2-488e-9056-3495e9f4e9cb.spold;deep well drilling, for deep geothermal power;KE;deep well, drilled, for geothermal power
07ee5340-a57c-51fc-a21e-40c26fd39416_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, hydro, run-of-river;IN-SK;electricity, high voltage
fa52175c-26cd-53d2-9a10-d54fc474106a_7e04560f-3d56-57a7-9a92-04237f3014c9.spold;NPK (26-15-15) fertiliser production;CN;NPK (26-15-15) fertiliser
12f7cc4e-4f9e-544f-bfcc-32fe7ccc32e2_1f41586d-0d8a-4c7c-8473-dd8351bab538.spold;clinker production;IN;clinker
bdb92e2a-1327-57d5-a838-1423e889bcab_8234f6bf-7046-4ef2-bc74-958ceb01b56c.spold;market for sulfur dioxide, liquid;RoW;sulfur dioxide, liquid
fc0f9959-13a2-5385-a589-0bab9940e6fd_68d6dfcf-2089-4586-9bbf-ad75591105cf.spold;injection moulding;RER;injection moulding
170c58ea-1baf-5e8a-a9e7-c52139631702_1c819f15-1202-4fa9-8ef9-72196c2dfb85.spold;apple production;US;apple
62cef6cc-d69a-5385-9118-2e95da39c09e_54a54c5d-2e3d-4948-a48c-fc92f940b489.spold;polystyrene foam slab with graphite, 6% recycled;CH;polystyrene foam slab with graphite, 6% recycled
71c8db8d-b643-54d8-84b3-ac83ec086c90_af6ea19f-be19-49fb-ad31-129d4e761a3a.spold;packaging glass production, brown;DE;packaging glass, brown
a1d4f43b-3e72-5c63-81e1-dcb427c9244e_883d5a49-8277-4f45-bdfb-e960aeb7776d.spold;window frame production, poly vinyl chloride, U=1.6 W/m2K;RoW;window frame, poly vinyl chloride, U=1.6 W/m2K
031283fc-f19d-5b38-989e-05ca3148be57_50306184-2a7e-4825-8e5d-fe8e674d1274.spold;market for biowaste;CH;biowaste
3e113643-9bfa-5d28-82f5-15af13539530_d6d75409-e561-4ee7-9bcb-709c55bd12fb.spold;market for rare earth tailings, from bastnaesite and monazite ore;GLO;rare earth tailings, from bastnaesite and monazite ore
4b54d201-7fff-5600-8d58-5dd6dd998b8c_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, hydro, pumped storage;US-ASCC;electricity, high voltage
0a19dfef-b787-5b71-8c89-67364155938c_f7a8981c-e94e-4fb7-908d-2786f6f0749c.spold;concrete production, 37MPa, for building construction, for exterior use, with cement ZN/D;CH;concrete, 37MPa
ee75e723-53cc-5ca0-8307-21607fb75f89_b953d2a9-af53-4029-a628-b40038605e47.spold;market for nuclear waste storage, final repository for high level radioactive waste;GLO;nuclear waste storage, final repository for high level radioactive waste
10d28f20-c2ab-5c61-9fe7-e42d425e5b5a_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, wind, >3MW turbine, onshore;IN-TN;electricity, high voltage
f3aef323-0ac2-5de1-92fd-2dbc070d5cd8_abd02c30-27d3-4f52-9244-578e13b634b7.spold;market for tetrachloroethylene;RoW;tetrachloroethylene
f237c912-6087-5dc4-89c7-c30b4a5c45bd_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, hydro, reservoir, non-alpine region;IN-RJ;electricity, high voltage
67427eda-9355-529c-8b14-7a2c39aa912b_6f2eb438-cde2-4d07-a770-d023a988a9c4.spold;market for waste wood, untreated;BG;waste wood, untreated
f7e24bc2-ae3c-5e9b-8843-abc125cd2de5_6a73e410-becb-4f8b-84a5-c2e5cce463de.spold;plastic processing factory construction;RER;plastic processing factory
46879f09-ebbe-54fe-b5c1-bf8024c9310e_dc1ed0ff-fbaa-47a1-8962-4faff492788f.spold;market for propylene glycol, liquid;RER;propylene glycol, liquid
49221d78-6d19-5a3e-a4fb-65be1fabd614_b3c58f5d-5815-487c-8b9c-4366e00d22dc.spold;heat production, natural gas, at boiler condensing modulating <100kW;CH;heat, central or small-scale, natural gas
07f77786-ba84-5698-8178-dec366dbd7df_a9007f10-7e39-4d50-8f4a-d6d03ce3d673.spold;market for natural gas, high pressure;RoE;natural gas, high pressure
fd5013f9-ad21-5b23-bba0-40ac2b07faa7_dcb70fd5-e305-4920-b68b-40697cc6a206.spold;treatment of waste polyethylene terephthalate, municipal incineration;RoW;waste polyethylene terephthalate
b3439580-d903-5f1e-9fd1-589894a913ed_b7667b06-c667-481c-8718-bfbdfcd20d94.spold;treatment of scrap tin sheet, sanitary landfill;CH;scrap tin sheet
374c7615-2985-53d0-8ab4-a50755a00324_e4d1bc0f-29b5-4c41-8e80-7dc1938ad751.spold;market for heat, central or small-scale, natural gas and heat pump, Jakobsberg;GLO;heat, central or small-scale, natural gas and heat pump, Jakobsberg
f92e9b21-d2a8-5edb-a130-67945961853a_866c37d6-052b-44d7-bb65-d9eb4e96191d.spold;market for soybean oil, refined;GLO;soybean oil, refined
016b825d-470e-5768-bb76-ffed30f35e4e_3f5f5aef-3833-43d4-8b81-44123105afd7.spold;irrigation, sprinkler;BR;irrigation
c5f51112-1522-5954-a542-277f7a97e2e1_9fc5b274-096c-4764-ac8f-8ca080cffeb0.spold;sawlog and veneer log, azobe, debarked, measured as solid wood, import from CM;RER;sawlog and veneer log, azobe, debarked, measured as solid wood
04ee5a85-1c89-509f-ad51-13db15908e72_1125e767-7b5d-442e-81d6-9b0d3e1919ac.spold;heat and power co-generation, natural gas, 200kW electrical, lean burn;CH;heat, district or industrial, natural gas
fb7e8a60-c365-5e13-bbe8-ab46d6e0c335_4d99bc33-b641-4573-ada2-12a788afbbd5.spold;beam, softwood, raw, kiln drying to u=10%;Europe without Switzerland;sawnwood, beam, softwood, raw, dried (u=10%)
dca9d90d-ae40-5506-b134-881b352ccd35_66c93e71-f32b-4591-901c-55395db5c132.spold;market for electricity, high voltage;LT;electricity, high voltage
1c0c7642-56bf-52c9-bb83-efd60c4b0a2a_e3449af4-a6f1-484b-88c9-eab58f41a250.spold;2-pyridinol production;RoW;2-pyridinol
2bcda5d8-6ab1-5ac9-be79-f2fcd95a77d3_9f06c90c-695e-4f14-93d4-26e12d9e3d4c.spold;treatment of sewage sludge, 97% water, WWT, WW from glass production, landfarming;RoW;sewage sludge, 97% water, WWT, WW from glass production
29cd77f2-afaa-57c6-b0c8-fc08d1695f36_0d3c67a6-3b18-4010-9703-47da3569fbc7.spold;market for paper mill, non-integrated;GLO;paper mill, non-integrated
1530a637-ffdc-5930-afd7-ca1647c5bd5f_1933bbc7-2732-496e-ab58-5437df0da5f9.spold;planting, potato;CA-QC;potato planting
ed1df5e1-5f8a-5d71-856a-538bab47a4a3_47e8f15f-6a0b-4ec5-be7d-8965ce014081.spold;polyurethane production, rigid foam;RER;polyurethane, rigid foam
54709504-dcd8-5d90-942e-a687b0be0f29_aacb0553-a291-44e4-a073-81760d409712.spold;p-nitrophenol production;RoW;p-nitrophenol
dc95860c-283f-5c45-ab79-7c781478c1e3_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;land already in use, perennial cropland to annual crop;NL;land tenure, arable land, measured as carbon net primary productivity, annual crop
764b27cf-89f8-55cb-b301-3a3bdd549387_66850689-b6dd-4d74-848f-f2ba57ddc9ab.spold;green manure growing, organic, until April;CH;green manure, organic, until April
4c67e62c-1a86-5264-bf77-f1865cc4471d_6ada853f-7787-4880-b159-826651fadee5.spold;desulfurisation of hard coal flue gas;RoW;SOx retained, in hard coal flue gas desulfurisation
94de2395-c84c-5c7a-b596-7826afb4236b_bb6df298-3f43-4fa9-9359-0be51d35a1eb.spold;market for hydropower plant, reservoir;GLO;hydropower plant, reservoir
62f85cf1-7808-57e3-86ee-9b4c2cd0d7b1_ee1e4fe1-c71c-48e4-85da-8be4527474ba.spold;market for piperidine;GLO;piperidine
ea475703-b0e6-5100-9820-815d3183690b_5321a299-0c03-4bfc-9dda-d020456f6b2e.spold;nutrient supply from NPK (26-15-15) fertiliser;RER;inorganic phosphorus fertiliser, as P2O5
866c53cf-6f01-56f7-8163-fca24068eaac_9219c94a-7a25-4a4c-b25d-c096fdd50d47.spold;market for waste polyvinylchloride;SI;waste polyvinylchloride
fb387d41-38bd-547f-83da-8169c2be9b94_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;market for land tenure, arable land, measured as carbon net primary productivity, annual crop;US;land tenure, arable land, measured as carbon net primary productivity, annual crop
9cce4730-5ce2-5d7b-b203-bbc44f354a2d_f5707bdf-f7e2-479b-b3ea-99c04de8a927.spold;nutrient supply from diammonium phosphate;CN;inorganic nitrogen fertiliser, as N
fb7957a7-6838-5055-9aca-5de3a7ab5cc5_92dcaaae-2a45-4666-b008-d688e1b21655.spold;treatment of used desktop computer, manual dismantling;CH;used desktop computer
092dfa7e-8e7d-52a0-ac6f-7da5d6895761_b89dadb0-75e9-44fd-8d41-1ec8dcce23b6.spold;market for light fuel oil;CO;light fuel oil
ce61b8c5-9d8a-50a4-b66b-e03ecac39253_cfd1f29d-c9dc-45d5-b0e1-8b2f37effd58.spold;treatment of wastewater from tube collector production, wastewater treatment;CH;wastewater from tube collector production
e57adf72-a754-54ec-af9b-60b1fb588691_ed25f589-c6c8-56a7-a518-b01dd3e8a453.spold;market for waste polyethylene, for recycling, sorted;RoW;waste polyethylene, for recycling, sorted
5a7a2c03-947d-5bc9-bfae-7271f7f183e5_24878a86-f390-4b7e-9019-75947138a59b.spold;fish oil to generic market for energy feed;GLO;fish oil, from anchovy
2ff300d2-f7ca-5ab5-b908-36dea35f2181_66c93e71-f32b-4591-901c-55395db5c132.spold;market for electricity, high voltage;FR;electricity, high voltage
425e2382-cc43-51cb-9d81-7869b1ede908_d58b2ab4-8d9f-4be7-9cba-d02bbb8da1df.spold;NMC811 hydroxide production, for Li-ion battery;CN;NMC811 hydroxide
e856fdba-c5de-5291-afaa-84cf3270c037_45d92845-1234-4ab6-8401-2e2c0018d13a.spold;market for laminating service, foil, with acrylic binder;GLO;laminating service, foil, with acrylic binder
3bf79572-c34e-5332-a14a-f0ef56abf947_ff7a13da-3665-469e-a211-4ab06801c7ea.spold;market for shavings, softwood, measured as dry mass;CA-QC;shavings, softwood, measured as dry mass
98b4a6a2-a528-536f-9f60-db41be96825f_b0176c67-5bc0-462a-8466-4f372f446f7c.spold;treatment of waste polystyrene, open dump, wet infiltration class (500mm);GLO;waste polystyrene
9cf59eb6-86ec-5304-bf20-33554dc05520_dae141a8-7daa-4f03-a649-b85b718ac65b.spold;market for waste glass;PT;waste glass
5df19477-a5e3-52af-8499-9215210da04a_85086b85-ef0a-55c6-be1f-66e45e7aeaaa.spold;market for land use change, pasture, man made;BR-AL;land use change, pasture, man made
fa0b301e-0542-5622-9ff0-c93cf1e7d61f_8d7c013a-5aca-44d7-8fc4-193844d2953a.spold;market for waste packaging paper;BE;waste packaging paper
bc3ef716-2290-5418-9e4a-a23d31c1be97_7494eb5f-c18b-5389-834d-131fd06c29ea.spold;electric arc furnace secondary metallurgy slag to market for electric arc furnace secondary metallurgy slag for recovery;RER;electric arc furnace secondary metallurgy slag
3de3ab2b-254a-5f17-86e0-acec9d0bb792_9219c94a-7a25-4a4c-b25d-c096fdd50d47.spold;market for waste polyvinylchloride;AL;waste polyvinylchloride
c8e658d7-d593-56a6-8480-71d3144f1f22_cfa1d213-eeff-41a8-8744-7907cc7c4c7b.spold;clinker production;US;spent solvent mixture
25847f83-6fb6-5f18-94ee-f5daa03a7bf7_57e5d14a-3624-46d9-bea2-2422222a9f13.spold;treatment of used cable;GLO;used cable
33622d32-1eda-57a5-88e4-a2f8b77f31c9_a61ed368-841d-4e2d-be53-42192b16476f.spold;market for fibreboard, soft, without adhesives;RER;fibreboard, soft, without adhesives
7476c7bc-cdcf-5187-884e-e6aee9bdc143_e580a34c-42e2-460d-ac2e-a49bcf0583f2.spold;olive production;RoW;olive
818b08af-fe57-5a9e-8887-6352009c29a1_9cbe46b4-9041-4727-9f73-61138c1c7a0d.spold;packaging production for solid fertiliser or pesticide, per kilogram of packed product;GLO;packaging, for fertilisers or pesticides
94d655b5-5a8b-530a-8502-c5ca17dc9531_609fae33-2e89-4b99-8129-b1f80a6dda33.spold;natural gas pressure reduction, from high to low pressure;DE;natural gas, low pressure
c5f1e823-8cca-5d65-b136-761e268a405f_9871ec46-7f23-4cf6-8e57-6250d3b2835e.spold;maintenance, refrigeration machine;GLO;maintenance, refrigeration machine
dc9653ff-12de-55e8-9980-84e4ae8496dd_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, hydro, pumped storage;US-WECC;electricity, high voltage
550732a3-5a20-53b4-8ed8-4b0ff539ff92_85086b85-ef0a-55c6-be1f-66e45e7aeaaa.spold;land use change, pasture, man made;BR-PA;land use change, pasture, man made
67d491d9-e5ff-59d1-be6f-ea188806e958_906b050f-69fc-4c54-9069-e8672a669b10.spold;market for lightweight concrete block, pumice;DE;lightweight concrete block, pumice
7009c94a-f48a-5e57-94fe-4f7c949106fc_629a7932-8d60-54e7-8b08-22cfa3626dfd.spold;market for pinto bean;GLO;pinto bean
5962daf3-375f-5aa5-8043-6f2c7494c132_200b1a32-6da4-4afc-82ce-03d12ec8c44d.spold;market for fraction 1 from naphtha separation;GLO;fraction 1 from naphtha separation
d76dde84-28e6-5256-85ab-69e7f7d7946a_06194d2b-4c2b-44de-9a29-1a364616a1d2.spold;welding, arc, steel;RER;welding, arc, steel
173522ce-bd37-5824-b9e8-bed8887eab59_2cd6e74e-c64c-4ed4-945b-fd2d2a4f0db6.spold;treatment of bagasse, from sweet sorghum, in heat and power co-generation unit, 6400kW thermal;GLO;bagasse, from sweet sorghum
3b7910ea-caae-540f-bfbd-6f1db3365a0d_0d4745c0-d967-4cfb-b23a-9736e6a4b00f.spold;treatment of wastewater from concrete production, wastewater treatment;RoW;wastewater from concrete production
8f46bcf7-931c-5db5-b169-a0347fd48120_5c87ce58-1c14-4af2-8bb2-218b118f2240.spold;beryllium hydroxide production;RoW;beryllium hydroxide
f606792e-3f78-5cb8-96d0-4c1818d80c70_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, nuclear, pressure water reactor;US-TRE;electricity, high voltage
