Filename;ActivityName;Location;ReferenceProduct
38a2b067-2003-55f2-84f4-bccdff028c34_508155f4-0601-4a0b-be0f-9ac7d558605a.spold;sugarcane processing, modern annexed plant;BR;ethanol, without water, in 99.7% solution state, from fermentation
c8bbb954-fcfc-5dab-8581-7ad633b66135_0ace02fa-eca5-482d-a829-c18e46a52db4.spold;transport, freight train, steam;CN;transport, freight train
94e1daa7-01b6-5fd6-98ff-9aa1038cb2d8_1f6c6d72-b328-4f8b-841b-5e0ecb494989.spold;transport, pipeline, onshore, long distance, natural gas;NG;transport, pipeline, onshore, long distance, natural gas
1ffd713e-1f7e-5b08-a2c1-e869572fb1e4_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;clear-cutting, primary forest to arable land, annual crop;BR-PA;land tenure, arable land, measured as carbon net primary productivity, annual crop
18d7df96-a0ce-550f-959f-9211859b639c_43edbd86-ddc0-4934-9a4f-776bdf2c6406.spold;operation, dried roughage store, air dried, solar;RoW;operation, dried roughage store, air dried, solar
6b066be7-6ced-5f10-98d7-e424b2b55757_759b89bd-3aa6-42ad-b767-5bb9ef5d331d.spold;electricity voltage transformation, residual mix, from high to medium voltage;DK;electricity, medium voltage
07d83e86-b186-5fc4-a431-d29e1a10d8f7_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, wind, 1-3MW turbine, onshore;CN-LN;electricity, high voltage
d7213bd3-f26f-570c-bfa7-afeddc1f8f0f_2d378afc-0181-44f8-b559-c0a7aec63976.spold;market for used liquid crystal display;GLO;used liquid crystal display
c3f26838-cfcd-597a-a126-b00b2769e91f_ab5dcfa8-e8f9-4923-84d4-51b25a898fa1.spold;sulfur hexafluoride production, liquid;RoW;sulfur hexafluoride, liquid
0e5a105b-e52a-5332-86d5-ba8373e8e135_4a626f1a-99f1-4d8e-9b80-dfdceb39a782.spold;palm date production, organic;GLO;palm date, organic
b4a767aa-bbf9-5d35-ac8b-ded8a0ed4d68_7c4dafff-fe18-45c0-92e4-857950032abb.spold;market for inorganic potassium fertiliser, as K2O;MY;inorganic potassium fertiliser, as K2O
ad78b55a-14fd-5e38-9a3b-5f6f9f1b2602_9a7e6cdc-79c0-4872-840d-a8a2fd723189.spold;treatment of precious metal from electronics scrap, in anode slime, precious metal extraction;SE;silver
2dcabd55-6c0c-5fff-bf3b-f42e7f24f027_dcb70fd5-e305-4920-b68b-40697cc6a206.spold;market for waste polyethylene terephthalate;SK;waste polyethylene terephthalate
5a4afecc-c7ff-5414-9b3e-ab75f7b9891f_f5707bdf-f7e2-479b-b3ea-99c04de8a927.spold;market for inorganic nitrogen fertiliser, as N;PT;inorganic nitrogen fertiliser, as N
17bba875-d9dd-520d-98e2-992b27eefefd_033be19b-ca83-4d9e-8dd6-476ef15203cd.spold;market for sodium bicarbonate;GLO;sodium bicarbonate
7f395fac-20e7-54d5-ad39-63852822eb0c_0dab73c6-b214-4e9c-8c38-ab49d608637b.spold;protein pea production;FR;protein pea
bacb6740-b00d-5fe6-a527-f8901a308096_1682a2f6-7521-417f-9e8b-59e0ba5b8983.spold;chloromethyl methyl ether production;RoW;chloromethyl methyl ether
34f50010-a00e-57b4-aff7-caadd507d274_aa3de575-58a6-418c-9968-1bfea04a78b8.spold;market for phthalic anhydride;GLO;phthalic anhydride
ae3ff8b8-2fca-5654-a7c6-1dcaf31d7c32_ba5a6af1-073c-4532-977c-24a932ac44e9.spold;hydroformylation of butene;RER;2-methyl-1-butanol
5b2e7598-0424-524d-b5d1-07ab45cc37a5_b2c3da99-4052-4e12-b38f-4efee8371432.spold;calcium carbide production, technical grade;RoW;calcium carbide, technical grade
86449e1b-11eb-5601-b017-501362591b42_7cb72345-4338-4f2d-830f-65bba3530fdb.spold;citric acid production;RoW;energy feed, gross
d5b38067-da52-520d-9649-46df90551f36_46cb9cd6-9a86-4f77-bec3-3f946ed5e32f.spold;market for plasticiser, for concrete, based on sulfonated melamine formaldehyde;GLO;plasticiser, for concrete, based on sulfonated melamine formaldehyde
d6999feb-9d88-5e85-ab94-85042b26d367_9d447e1a-a41a-43ac-b374-d0fc6dcb61df.spold;liquefied petroleum gas, import from RoW;PE;liquefied petroleum gas
8bf09109-35e4-54e0-bb40-e364dddea836_9aa43f13-dfdb-45a0-ac93-8c4b0f7ddb84.spold;market for aniline;RER;aniline
6555bb80-92e5-5e08-a94b-d295b7ed7c77_71e2f1db-a2c5-44d0-8337-dfff15be974d.spold;heat production, wood chips from industry, at furnace 1000kW, state-of-the-art 2014;CH;heat, district or industrial, other than natural gas
7a681fa5-b2b7-5278-a162-e38d2e44bdff_6f2eb438-cde2-4d07-a770-d023a988a9c4.spold;market for waste wood, untreated;FR;waste wood, untreated
f70f0aff-cb82-5c09-9126-c43614852efe_b57004ed-e9d5-4d59-ac10-257cd925e4d4.spold;market for tanker, for liquid goods other than petroleum and liquefied natural gas;GLO;tanker, for liquid goods other than petroleum and liquefied natural gas
4e1d2c78-903b-5f70-8e61-d3f5b8adaa96_906b050f-69fc-4c54-9069-e8672a669b10.spold;lightweight concrete block production, pumice;DE;lightweight concrete block, pumice
27c796c7-c5c2-5653-bda7-120d9704ccd6_eff0389a-97da-4ce4-9365-1de4291ec8fb.spold;ilmenite - magnetite mine operation;GLO;ilmenite, 54% titanium dioxide
4e4cf170-1d7b-5269-8b50-d2761f021cbf_7de8127c-eb62-4d07-8c60-f1e0f06067f1.spold;market for bottom ash, MSWI-WWT, WW from potato starch production;GLO;bottom ash, MSWI-WWT, WW from potato starch production
6a00ae14-11ef-5256-8bae-ef3e1982b3f2_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, hydro, run-of-river;CN-XJ;electricity, high voltage
615f77d4-3231-51ab-b057-b10ad0cafa32_ab8565b5-7fdf-4e44-ad0f-09a8c379d996.spold;treatment of residues, MSWI-WWT, WW from hard fibreboard production, residual material landfill;RoW;residues, MSWI-WWT, WW from hard fibreboard production
0ac20d14-0578-5fc3-b76f-7b94b53c12f1_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;land already in use, perennial cropland to annual crop;ES;land tenure, arable land, measured as carbon net primary productivity, annual crop
a4ed5f41-3587-59ea-b70c-60d09e4b0626_42193bba-bf84-4490-8c69-b6e23048e73d.spold;coffee green bean production, arabica, manual;BR-MG;coffee, green bean
f9298f07-609f-5dd8-a799-3f7faf63f5ec_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity voltage transformation from medium to low voltage;CN-CSG;electricity, low voltage
7142f607-90ca-505c-9ffc-dd29d7257fea_7afb71aa-116b-48d0-9f41-64ef1c95c831.spold;ventilation system production, central, 1 x 720 m3/h, polyethylene ducts, with earth tube heat exchanger;CH;ventilation system, central, 1 x 720 m3/h, polyethylene ducts, with earth tube heat exchanger
eb7370a7-e726-558e-8aa1-749687affd2a_14bf310d-069a-4d84-a98e-da3a7b1a6cde.spold;nuclear power plant construction, pressure water reactor, 1000MW;US;nuclear power plant, pressure water reactor, 1000MW
dc9c9e9a-3ed3-5801-8948-b603666e7b12_60e40c5e-8a0e-52f7-8c7f-2664ac536903.spold;treatment of sewage sludge, 97% water, WWT[U], WW from lorry production, landfarming;RoW;organic nitrogen fertiliser, as N
12100cda-623a-5849-81d5-cf720534e151_f372d4c2-7310-4fb9-8bb6-bee214fd08d1.spold;land use change, perennial crop;BR-PB;land use change, perennial crop
0d507b28-aa84-5923-863f-5128bad979ac_1470969d-cc06-4a55-812e-02dc367990ba.spold;market for transport, freight, lorry with refrigeration machine, 7.5-16 ton, EURO3, carbon dioxide, liquid refri(...)_14;GLO;transport, freight, lorry with refrigeration machine, 7.5-16 ton, EURO3, carbon dioxide, liquid refrigerant, freezing
aa29af01-2136-545d-bc72-9eb445f7a5d7_c53d3387-2ce7-4619-afb1-a6e9b868a55b.spold;drying of lentils;RoW;drying of lentils
efbb599b-a0d9-5cc7-996c-1d3b30432fe6_515dd20c-c5ae-4beb-a5f8-0b67918c28d6.spold;mine construction, gold;CA;mine infrastructure, gold
568bd70b-d999-5f24-81af-7195b85c5fcc_73585052-b3e9-4cde-832d-2db3272d2ae5.spold;transport, freight, lorry 7.5-16 metric ton, EURO6;RoW;transport, freight, lorry 7.5-16 metric ton, EURO6
f0bc29e0-4932-5ee2-aa93-5f4649b54143_c1fd4059-c24f-4e05-b3f5-82651ec0dbfa.spold;dichloromethane production;RER;dichloromethane
ad9d93b6-f9c3-5077-a14e-be36ce6e62a4_b7667b06-c667-481c-8718-bfbdfcd20d94.spold;market for scrap tin sheet;CH;scrap tin sheet
58c41b3a-abc7-51d8-9bd8-e392c4a02a7f_c6c77fb4-9850-4849-be9e-71fc9656bc03.spold;1,1-dimethylcyclopentane to generic market for solvent, organic;GLO;solvent, organic
0bce2e1b-bc9e-5e1d-ae98-d36f102db35d_66c93e71-f32b-4591-901c-55395db5c132.spold;market for electricity, high voltage;MZ;electricity, high voltage
9533ce79-3953-5648-bbd0-54b8249dbb6f_78acb00f-79bf-486e-98bd-8d68ac7e51a2.spold;molybdenum production;RoW;indium rich leaching residues, from zinc production
8d4c228e-1565-5795-bb67-b4a9b3984ec3_66c93e71-f32b-4591-901c-55395db5c132.spold;market for electricity, high voltage;XK;electricity, high voltage
dbe2bef7-7ab7-5f21-85c1-24a8ae8ecb3e_dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b.spold;heat and power co-generation, biogas, gas engine;GB;heat, central or small-scale, other than natural gas
13e98d2b-2edd-5167-b434-f84131e2adbe_5f76b417-1046-4e6b-9c68-04206209253a.spold;market for wastewater from glass production;CH;wastewater from glass production
42fff21b-0ee1-5bcb-a812-ef0cd75d8aa8_c7b1f264-abe2-47c4-8fcf-db3229228485.spold;market for wheat flour;ZA;wheat flour
012bf1d5-a6cf-58df-812b-afaa224ebeea_8a107433-7284-4997-9d3b-17a04e0eb00e.spold;market for isobutane;GLO;isobutane
133e6d4e-5eeb-5fa8-a44b-5361b19b4c10_693fe460-8cf2-46e3-b362-e24e13a1a489.spold;laser machining, metal, with YAG-laser, 200W power;CA-QC;laser machining, metal, with YAG-laser, 200W power
05a06383-3d2b-531d-9efb-26d7dbb725eb_d59e8c63-4d09-4055-9b75-24ee6db4533e.spold;bus production;RoW;bus
47481777-a82a-5557-b8ab-2b0140733db4_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity voltage transformation from medium to low voltage;KH;electricity, low voltage
18a90ef8-97c5-53a8-b46c-fab7101d434f_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, wind, 1-3MW turbine, offshore;NO;electricity, high voltage
5a1d0978-8464-5cd4-b023-992b0970022f_27da8130-82ba-485c-a800-b89efdcb0491.spold;treatment of municipal solid waste, incineration;PT;municipal solid waste
53927244-e9f5-51d4-b98f-bb2097a6dfee_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, wind, <1MW turbine, onshore;HR;electricity, high voltage
27d2b2b5-400d-5aa2-a55c-31a5db9d53d2_bdf5e532-d552-455e-8d83-c1c32ebec475.spold;heat and power co-generation unit construction, organic Rankine cycle, 1400kW thermal, building;CH;heat and power co-generation unit, organic Rankine cycle, 1400kW thermal, building
3f156277-525d-57c2-a77c-dc2ba6faa093_759b89bd-3aa6-42ad-b767-5bb9ef5d331d.spold;electricity voltage transformation from high to medium voltage;CA-MB;electricity, medium voltage
0dabc65e-4ab6-53fe-a0fa-7a2a72fd001a_c51edef5-63c7-4e00-912c-b90f15cb6bae.spold;treatment of used blower and heat exchange unit, Twl-700;CH;used blower and heat exchange unit Twl-700
4c0d0f8c-43f2-52f9-b6dc-21fa4f20aef8_c0592431-d7dc-5f38-98b1-d774772eadf2.spold;market for lauric diethanolamide;GLO;lauric diethanolamide
557a5618-9ef7-5cbd-baf0-b330f290323c_7494eb5f-c18b-5389-834d-131fd06c29ea.spold;electric arc furnace secondary metallurgy slag to market for electric arc furnace secondary metallurgy slag for recovery;RoW;electric arc furnace secondary metallurgy slag
5107a374-dd6a-574c-b345-30b30f50e189_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;market for land tenure, arable land, measured as carbon net primary productivity, annual crop;CH;land tenure, arable land, measured as carbon net primary productivity, annual crop
7938b736-5a5f-5a91-a0c1-3a52b2d51bb7_5d954e5c-1e6d-4f78-9fc3-d3857b7892cb.spold;market for electricity, high voltage, aluminium industry;IAI Area, Asia, without China and GCC;electricity, high voltage, aluminium industry
ec867a40-77d7-532d-8679-4219ecc204b1_2e415766-d8b8-4881-8dce-5fd4895ea3ed.spold;wooden board factory construction, organic bonded boards;RER;wooden board factory, organic bonded boards
e6fc7e06-4c5a-5223-9192-24187e817ce8_56945618-6269-4b32-8a1a-23deb440d203.spold;planting;CH;planting
6b35f3a6-1d00-5db5-aecc-acb0726110f8_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;land already in use, perennial cropland to annual crop;NL;land tenure, arable land, measured as carbon net primary productivity, annual crop
d947a48e-766b-59dc-b197-03e3cd62df96_b1efaf6a-5552-4de0-bc1d-b65796d9fb30.spold;MOX fuel element production, for light water reactor;UCTE;MOX fuel element, for light water reactor
2d701a93-130e-576e-86df-f6384c9823a1_08b50381-c9ae-49ae-b279-5495b9f8f14a.spold;operation, computer, desktop, with cathode ray tube display, office use;RoW;operation, computer, desktop, office use
de0a3357-a6e8-55fd-a3b7-4463c8b257c0_a578a3e7-fcbb-4662-8e6b-85b05fe8e310.spold;peanut production;RoW;peanut
eef03f0d-c737-59f6-9215-9cc661b89250_afd7c901-ca10-4fd0-8cc0-6529a7515c83.spold;ethylene glycol production;RoW;diethylene glycol
d1441414-90a8-5966-981b-6961b206cd95_b80eb2d5-1256-41bb-a61d-83252d0dfd4d.spold;diesel, low-sulfur, import from RoW;CO;diesel, low-sulfur
56ccc958-0faa-5508-a3be-12d165cd21a4_024ff1d7-c527-4088-bd3c-69d62de693c0.spold;treatment of residues, MSWI-WWT, WW from tube collector production, residual material landfill;GLO;residues, MSWI-WWT, WW from tube collector production
4ee6b63e-c82f-5a25-8f5e-eb39b965b343_d7c09d5a-06c8-4f5c-9f85-fcb472109ac2.spold;technical wood drying facility construction;RER;technical wood drying facility
7074202e-4c96-5fe9-9b00-f0c80bc2c4ed_fa57e518-c22b-4011-a20c-6a73bdf8c53a.spold;Sohio process;RER;acrylonitrile
a1c0da49-ade0-5281-839d-02c7c23d1f16_5c251ed1-1f25-46e7-976b-98e5e85f238d.spold;market for diesel-electric generating set, 10MW;GLO;diesel-electric generating set, 10MW
daa8d802-117f-548c-8630-1f4cf4e5875e_5694c7ed-a76c-4b16-9a73-6fa48237423c.spold;soda ash, dense, to generic market for neutralising agent;GLO;neutralising agent, sodium hydroxide-equivalent
89d1b2c2-c048-57a8-a013-767224f77c39_d7d5b411-031a-4735-acee-3f9658cf74c4.spold;skidding, skidder;RER;skidding, skidder
8499e3b2-1c6f-567f-8ac0-9fe909e9d109_ef1d6c96-2207-4032-b27c-de2499e87aa8.spold;market for spent cation exchange resin from potable water production;RoW;spent cation exchange resin from potable water production
46a5fd00-aad3-54e8-a747-e1d70bc62b09_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, import from CN-NECG;CN-ECGC;electricity, high voltage
07b17581-79cb-519d-9e4d-b020bec9442c_8931016e-3e07-5c9a-91a6-cd85b90a2aaa.spold;market for land tenure, arable land, measured as carbon net primary productivity, pasture, man made;BR-AP;land tenure, arable land, measured as carbon net primary productivity, pasture, man made
9a3202f8-a1f0-54c5-9795-ec164333bca4_1d32b849-121f-4d23-853c-fa2bf55c42e9.spold;land use change, annual crop;ES;land use change, annual crop
8f56e92e-6fac-5064-bc6e-4265fd21a173_5d954e5c-1e6d-4f78-9fc3-d3857b7892cb.spold;electricity production, coal, aluminium industry;UN-OCEANIA;electricity, high voltage, aluminium industry
eefc34d7-fd9c-5ad1-83b7-84e529c60fb3_71f57ac0-caa8-4e9d-9b12-221b4f13e458.spold;ferromanganese production, high-coal, 74.5% Mn;RER;ferromanganese, high-coal, 74.5% Mn
1306bac7-ba76-5221-8593-f2a7e5ce96b9_3d413f1b-247d-4c9a-8412-5a19c1d67ab2.spold;cement production, CEM III/C;CH;cement, CEM III/C
3d91ab5b-106f-5df3-b6ee-7d6d718afdaa_76ab0018-e176-43e0-b42c-12e82b937fef.spold;treatment of hard coal ash, municipal incineration;CH;hard coal ash
6413ecf9-147f-5de6-911c-17257f4f9dc3_49719318-578e-40fe-b359-0780c8df9221.spold;beef cattle production on pasture and feedlot;RoW;cattle for slaughtering, live weight
6dc01cf7-4ae0-5408-a2e0-cbebeffdea78_37eae845-9707-41ee-acf1-3c9b9f81e454.spold;passenger car production, diesel;GLO;passenger car, diesel
99eb1c14-c318-5106-870b-8eeca3f4247f_60ad272b-1b67-4ab6-b1c6-07ed7a4ee27e.spold;market for furnace, pellets, with silo, 300kW;GLO;furnace, pellets, with silo, 300kW
a16d8093-d673-5158-b69c-50766ceead01_b2c3a391-3842-4046-8955-8ae53160a676.spold;market for cement, CEM IV/B;Europe without Switzerland;cement, CEM IV/B
73d3ae6e-b738-51ce-ab01-742831474919_db3559ad-a065-425f-9d03-551068d5548e.spold;market for waste plastic, industrial electronics;CH;waste plastic, industrial electronics
8452f53d-0ed9-59c4-87f2-1dc9135b6ebb_759b89bd-3aa6-42ad-b767-5bb9ef5d331d.spold;electricity voltage transformation, residual mix, from high to medium voltage;IS;electricity, medium voltage
2d45a5bc-5c12-5069-bd66-b1b594bd55b4_76a3d3ad-ff04-4894-bbc3-e9f450795ef4.spold;toluene diisocyanate production;RER;toluene diisocyanate
2e3067f2-adcf-5089-90ea-ef0249356200_7ee0ddc3-924d-4339-b9bf-7856af6a698f.spold;market for waste polyethylene;FR;waste polyethylene
165f0e44-d642-54b2-a57f-38a6008b9c95_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, wind, <1MW turbine, onshore;IN-KA;electricity, high voltage
c2294d5c-92ec-56eb-983b-fe8a54dbb371_45901145-db29-41b9-8d46-62039a4e1e15.spold;treatment of residues, MSWI[F]-WWT, WW from LCD backlight production, residual material landfill;CH;residues, MSWI[F]-WWT, WW from LCD backlight production
2c7b0a67-cb1e-5a12-9f27-b7ac13d0fd56_81723154-22ef-477b-87a5-7944acccb53d.spold;market for used outside air intake stainless steel, DN 370;RoW;used outside air intake stainless steel, DN 370
f01fe877-71a0-5767-9643-f2a1767d93e7_b2c93044-6228-4950-833f-230346726d61.spold;heat transport fluid system construction, solar thermal parabolic trough, 50 MW;ZA;heat transport fluid system, solar thermal parabolic trough, 50 MW
46c62279-ddda-5d6b-9641-4cb3bd53fea0_4bab1356-406d-4d1d-81d1-3e53e3bd505a.spold;market for trellis system, wooden poles, soft wood, tar impregnated;GLO;trellis system, wooden poles, soft wood, tar impregnated
92f787c2-736e-5622-9b07-c98a5d0a9f32_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;clear-cutting, grassland to arable land, perennial crop;BR-AP;land tenure, arable land, measured as carbon net primary productivity, perennial crop
c1e1667d-1823-5d95-91fb-008bac7b219a_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity voltage transformation from medium to low voltage;CG;electricity, low voltage
f9e2ceff-25b0-507d-be5c-b6a40ce6c38b_c59a5976-9a34-40b7-8874-f62b300c21e8.spold;sputtering, indium tin oxide, for liquid crystal display;RoW;sputtering, indium tin oxide, for liquid crystal display
532700aa-bdd6-5473-a339-8afa90659d49_c9e10451-3a2c-4c7b-87a8-2a2a5cc677ab.spold;market for sewage sludge, 97% water, WWT, WW from grass refinery;CH;sewage sludge, 97% water, WWT, WW from grass refinery
e7e75649-8ca2-51a3-936b-5767ede8b16b_637ee275-a239-4dcb-b084-abfa110dd65b.spold;treatment of waste plastic, mixture, municipal incineration;RoW;electricity, for reuse in municipal waste incineration only
66023d31-e3e6-536c-a0d8-78ebeb63a217_0798a5d1-6713-4c82-8ec9-c40ac2548279.spold;glass fibre reinforced plastic production, polyamide, injection moulded;RoW;glass fibre reinforced plastic, polyamide, injection moulded
b740b63c-726a-5efe-adad-183432abe45c_833ce149-4770-47bc-bff0-abfa11620608.spold;market for sulfidic tailings, from zinc-lead mine operation;IN;sulfidic tailings, from zinc-lead mine operation
8ab1409a-928a-53a7-b38f-73a535b842c9_66c93e71-f32b-4591-901c-55395db5c132.spold;treatment of blast furnace gas, in power plant;CN-BJ;electricity, high voltage
e5c0a4c2-c896-5418-b3e1-7f84bc3a116d_d69294d7-8d64-4915-a896-9996a014c410.spold;biomethane, low pressure burned in micro gas turbine 100kWe;RoW;electricity, low voltage
6a2e7067-38c8-555f-a524-3780c5c89035_10da3c92-bfbe-455c-8029-dfd4e4acedd4.spold;treatment of waste natural gas, sweet, burned in production flare;GLO;waste natural gas, sweet
2751efcc-107c-5eac-aee3-f97e6e36dcdb_38e5cc37-454c-501b-953b-c7b2125b3c00.spold;market for organo-mineral potassium fertiliser, as K2O;GLO;organo-mineral potassium fertiliser, as K2O
3157ed3d-841c-599f-ba6f-d2fdcd7acb6f_c924ae77-ba85-4856-bc7a-2f249809872b.spold;capacitor production, for surface-mounting;GLO;capacitor, for surface-mounting
cd560305-f5f8-5465-a4c6-a8b1cb581a3e_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, wood chips, 6667 kW;IN-CT;electricity, high voltage
f952c0fd-9824-5775-ae6d-ee85a9f180a4_d1a4a803-c563-4740-84cf-3c21a488bd74.spold;treatment of scrap steel, municipal incineration;Europe without Switzerland;scrap steel
6f3e2b81-57b1-5eea-80b9-597ec4e7941a_64258a0a-b069-431d-839f-3e47c1a4d9c4.spold;recultivation, limestone mine;RoW;recultivation, limestone mine
7d5c8926-45c6-5678-95ee-f2280d93b60c_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, wind, >3MW turbine, onshore;MX;electricity, high voltage
ee8b3740-e47a-5596-acd2-0cd772c1db40_858164b0-44f1-4118-b6cb-47054faa21ef.spold;treatment of aluminium scrap, post-consumer, by collecting, sorting, cleaning, pressing;RER;aluminium scrap, post-consumer, prepared for melting
755544da-ae2b-5c6d-80a3-0123861f60bf_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;PT;electricity, low voltage
c14a055f-f4d6-5292-8e44-f79c9565b89d_06eb6d76-0ac1-5ba6-aa9b-6b0228e0dd96.spold;base oil production, petroleum refinery operation;Europe without Switzerland;base oil
0987c000-923f-544f-b84d-ee5456f74e7d_3f5f5aef-3833-43d4-8b81-44123105afd7.spold;irrigation, surface;FR;irrigation
57a49070-a058-5709-8d8b-61f6533662c6_608fbe34-e5dd-467e-bfae-66a361f6936e.spold;treatment of bottom ash, MSWI-WWT, WW from particle board production, slag compartment;RoW;bottom ash, MSWI-WWT, WW from particle board production
7ced0576-8aa5-58c3-a80a-db04d184bc91_60e40c5e-8a0e-52f7-8c7f-2664ac536903.spold;treatment of sewage sludge, 97% water, WWT, WW from pig iron production, landfarming;Europe without Switzerland;organic nitrogen fertiliser, as N
892f1a6b-1ae8-5a3a-a340-9d13659bdcd6_50a418df-9ef8-4a99-8bea-4f9b4ea88acb.spold;acetaldehyde oxidation;RER;acetic anhydride
470ec2e1-b01f-572a-8167-1ccd83f15c65_6d2c81d0-5546-4bc3-a4f4-3e88606d539d.spold;bark chips production, hardwood, at sawmill;CA-QC;bark chips, wet, measured as dry mass
53f8ee69-2ba5-5cbe-80c4-5fb1f952e4de_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, wind, >3MW turbine, onshore;CN-FJ;electricity, high voltage
89fdc897-3488-58d2-ba4c-eb9c05d9ed14_35aaa820-f658-46a1-bbef-01add21fec97.spold;market for sewer grid, 4.7E10l/year, 583 km;GLO;sewer grid, 4.7E10l/year, 583 km
5693c6cb-7cbb-55e4-a721-2c30970f04e2_f33691e6-dcf7-42dd-9de5-cc0ea5b976e9.spold;bromopropane production;RoW;bromopropane
198604a5-208f-579a-9b41-3c5f00f81ecc_e9d62932-4f38-41b4-95ea-4bf77569fcc8.spold;iron ore mine operation, 63% Fe;IN;iron ore, crude ore, 63% Fe
6b58d72b-498a-5b05-afe3-e1b22ac05458_3ecd769f-d8fe-4fb2-952d-0f6b8514baf9.spold;market for heat distribution equipment, hydronic radiant floor heating, 150m2;GLO;heat distribution equipment, hydronic radiant floor heating, 150m2
f61c80e3-858e-524c-9c88-fc9f542fa264_2b352195-5da6-4bdc-abf5-42f535534d60.spold;market for thionyl chloride;RoW;thionyl chloride
1022523a-d989-503d-bf32-6f891e89522b_42b1c202-8308-422e-bfb7-3efe54dfcef6.spold;market for waste glass sheet;Europe without Switzerland;waste glass sheet
86575f44-e7bc-5950-be9a-753badee5acc_637ee275-a239-4dcb-b084-abfa110dd65b.spold;market for electricity, for reuse in municipal waste incineration only;TW;electricity, for reuse in municipal waste incineration only
c2d02a7f-464a-5344-825c-0872fd3da801_759b89bd-3aa6-42ad-b767-5bb9ef5d331d.spold;electricity, medium voltage, residual mix;PL;electricity, medium voltage
5567ab35-153e-5cb3-8554-2842c8a0216e_bd4b5819-02c6-41c3-97ea-a91f14b3e0bc.spold;treatment of waste brick, sorting plant;RoW;waste brick
8fcc895f-2f57-5725-b865-148edc449a1e_66c93e71-f32b-4591-901c-55395db5c132.spold;treatment of bagasse, from sugarcane, in heat and power co-generation unit, 6400kW thermal;IN-Northern grid;electricity, high voltage
ad38f30c-082a-5975-a4a2-bb039cf95238_66c93e71-f32b-4591-901c-55395db5c132.spold;market for electricity, high voltage;HU;electricity, high voltage
2f46ccf0-5f70-5f05-97fa-a20f7911147b_7694e67a-7f11-53b2-97fa-9526154d614c.spold;calcium ammonium nitrate production;RNA;calcium ammonium nitrate
34a17165-0d99-5e43-ae83-c4df87cabe1f_759b89bd-3aa6-42ad-b767-5bb9ef5d331d.spold;electricity voltage transformation from high to medium voltage;PK;electricity, medium voltage
227cb3ac-6bd9-5886-b71c-396d40ad848f_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, production mix;BR-Southern grid;electricity, high voltage
10abc241-594a-5f86-af59-370587e6d569_d446ae6b-d959-46d3-9aed-d49975de7750.spold;manganese dioxide production;GLO;manganese dioxide
24c96c19-c338-58ef-9f54-eebadff3792e_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, natural gas, combined cycle power plant;LU;electricity, high voltage
2cf34b07-79d5-56c8-9686-d16004ecbdae_199596a7-3977-4402-8c43-7e3aafa1b205.spold;treatment of used trawler, steel;PE;used trawler, steel
64347192-c140-534e-adf2-81062d94c399_35c582e4-c1fb-45a0-9043-a7aa429b4104.spold;market for impact extrusion of aluminium, 5 strokes;GLO;impact extrusion of aluminium, 5 strokes
4213f3c5-6ef5-557e-bdb2-6e713caba915_92292ccd-ecbb-5ae6-8141-03114dd9c07c.spold;market for structural timber;RER;structural timber
ffc02c8a-1b06-5d39-acd7-a471339c0d95_d47a4435-3089-4263-af99-8611eed2698c.spold;plywood production;RoW;wood chips, dry, measured as dry mass
6356bb4d-37e9-552b-9458-6f68b1aca5a4_a0ba6a2c-191c-4f4c-9253-f68034bee6ae.spold;market for biomethane, medium pressure, vehicle grade;CH;biomethane, medium pressure, vehicle grade
cd9bce01-ad38-5c4b-873e-e4b8c1773665_d59ef400-fa7c-49e3-9a83-d88fa2047f95.spold;o-chlorobenzaldehyde production;RER;o-chlorobenzaldehyde
2f179f46-6b89-5848-995a-c119a7dddd74_d69294d7-8d64-4915-a896-9996a014c410.spold;market for electricity, low voltage;UY;electricity, low voltage
de74d76f-f705-570a-91a0-04c7347c12b2_e9f6d312-001c-435a-a668-82239a3b7511.spold;market for waste concrete;RoW;waste concrete
